doi,drug_class,drug_name,confidence
10.1126/science.1204963,other,not applicable,high
10.1126/science.287.5452.427a,other,not applicable,high
10.1126/science.1208542,other,not applicable,high
10.1126/science.1213841,other,unspecified,high
10.1126/science.312.5774.669,other,unspecified,high
10.1126/science.326_215a,other,unspecified,low
10.1126/science.329.5987.18,other,unspecified,low
10.1126/science.327.5963.254,other,unspecified,low
10.1126/science.329.5995.1000,other,unspecified,low
10.1126/science.329.5988.129,other,unspecified,low
10.1126/science.333.6050.1694,other,unspecified,low
10.1126/science.332.6031.774-a,other,unspecified,high
10.1126/science.331.6013.17,other,unspecified,high
10.1126/science.333.6051.1810,other,unspecified,low
10.1126/science.334.6063.1636-a,other,unspecified,low
10.1128/9781555815486.ch26,other,unspecified,low
10.1128/cdli.1.2.222-226.1994,exercise,mild exercise (walking),high
10.1126/science.abo1261,other,unspecified,low
10.1128/9781555818326.ch16,other,unspecified,high
10.1126/science.337.6101.1441,other,unspecified,low
10.1128/cdli.2.2.238-240.1995,other,unspecified,high
10.1128/cdli.12.1.52-55.2005,other,none,high
10.1128/cdli.12.2.366.2005,other,none,high
10.1128/cdli.10.2.315-316.2003,other,rnase l isoform ratio biomarker,high
10.1128/cdli.6.1.6-13.1999,other,none,high
10.1128/cdli.9.4.747-752.2002,other,none,high
10.1128/cdli.6.2.216-223.1999,other,none,high
10.1128/cmr.00086-15,other,not applicable,high
10.1128/cdli.8.3.658-662.2001,other,unspecified,high
10.1128/cvi.00379-09,other,unspecified,high
10.1128/jcm.33.6.1660-1661.1995,other,none,high
10.1128/cvi.00391-12,other,not applicable,high
10.1128/jcm.38.6.2457-2457.2000,other,none,high
10.1128/cvi.00527-13,other,exercise and sleep deprivation,high
10.1128/jcm.28.6.1403-1410.1990,other,unspecified,high
10.1128/jvi.00046-11,other,unspecified,high
10.1126/science.1183545,other,unspecified,low
10.1128/jvi.00134-10,antiviral,tenofovir,high
10.1128/jvi.00693-11,other,unspecified,high
10.1128/jvi.00827-11,other,unspecified,high
10.1128/jvi.02411-10,other,unspecified,high
10.1128/jvi.02333-10,other,unspecified,high
10.1128/mbio.00266-12,other,unspecified,high
10.1128/jvi.05205-11,other,not applicable,high
10.1128/jvi.06073-11,other,unspecified,high
10.1128/jvi.00886-10,other,unspecified,high
10.1134/s0362119722030021,rehabilitation,stabilometric biofeedback training,high
10.1136/acupmed-2017-011582,other,acupuncture,high
10.1136/adc.2003.033019,other,unspecified,low
10.1136/adc.2003.035154,rehabilitation,graded activities/exercise programme with family sessions,high
10.1136/adc.2006.094623,other,none,high
10.1136/adc.2005.080085,other,unspecified,low
10.1136/adc.2003.046649,rehabilitation,graded exercise therapy and cognitive behavioural therapy,medium
10.1136/adc.2005.074583,other,not applicable,high
10.1136/adc.2008.143032,other,none,high
10.1136/adc.2007.126649,other,none,high
10.1136/adc.2008.143537,other,none,high
10.1136/adc.2009.158162,other,not applicable,high
10.1136/adc.88.10.894,other,unspecified,high
10.1136/adc.2009.173161,other,none,high
10.1136/adc.2006.110502,other,unspecified,high
10.1136/adc.68.3.384,other,none,high
10.1136/adc.2009.172072,psychological,educational video film,high
10.1136/adc.86.2.95,psychological,family cognitive behaviour therapy,high
10.1136/archdischild-2012-301863,other,unspecified,high
10.1136/archdischild-2012-301885.248,other,not applicable,high
10.1136/archdischild-2012-301885.261,other,specialist service (non-pharmacological),low
10.1136/aim.23.3.141,other,electroacupuncture,high
10.1136/archdischild-2012-302156,other,none,high
10.1136/archdischild-2012-302582,psychological,cognitive behavioural therapy,high
10.1136/archdischild-2012-303396,other,none,high
10.1136/archdischild-2013-304306,other,none,high
10.1136/archdischild-2013-304307,psychological,behavioural treatment,high
10.1136/archdischild-2012-302484,psychological,internet-based cognitive behavioural therapy (fitnet),high
10.1136/archdischild-2015-308831,other,not applicable,high
10.1136/archdischild-2015-308599.314,other,not applicable,high
10.1136/archdischild-2014-306237.168,other,none,high
10.1136/archdischild-2016-310863.70,exercise,graded exercise therapy,high
10.1136/archdischild-2016-310622,other,unspecified,low
10.1136/archdischild-2016-311293,other,none,high
10.1136/archdischild-2017-313087.123,other,not applicable,high
10.1136/archdischild-2016-311198,other,none,high
10.1136/archdischild-2018-316450,other,none,high
10.1136/archdischild-2018-316720,other,none,high
10.1136/archdischild-2017-313375,psychological,lightning process,high
10.1136/archdischild-2019-rcpch.138,other,occupational therapy,low
10.1136/archdischild-2018-rcpch.17,other,not applicable,high
10.1136/archdischild-2019-rcpch.330,other,not applicable,high
10.1136/archdischild-2017-313375ednote,psychological,lightning process,high
10.1136/archdischild-2018-rcpch.13,other,none,high
10.1136/archdischild-2019-rcpch.580,other,none,high
10.1136/archdischild-2019-rcpch.592,rehabilitation,multidisciplinary rehabilitation,high
10.1136/archdischild-2019-rcpch.594,other,peer support group,low
10.1136/archdischild-2019-rcpch.595,rehabilitation,multi-disciplinary rehabilitation program,high
10.1136/archdischild-2020-rcpch.133,psychological,cognitive behavioural therapy (cbt),high
10.1136/archdischild-2020-320196,other,no intervention studied,high
10.1136/archdischild-2021-rcpch.170,other,not applicable,high
10.1136/archdischild-2021-rcpch.469,psychological,acceptance and commitment therapy,high
10.1136/archdischild-2020-rcpch.449,other,not applicable,high
10.1136/archdischild-2021-rcpch.460,psychological,acceptance and commitment therapy,high
10.1136/archdischild-2021-rcpch.471,psychological,acceptance and commitment therapy,high
10.1136/archdischild-2021-rcpch.844,other,standardized first outpatient visit protocol,high
10.1136/archdischild-2022-324319,other,unspecified,high
10.1136/archdischild-2024-rcpch.160,other,multidisciplinary team service,low
10.1136/archdischild-2019-rcpch.596,other,low-dose naltrexone,medium
10.1136/bcr-2020-238605,rehabilitation,physiotherapy,medium
10.1136/archdischild-2020-rcpch.453,other,low dose clonidine,high
10.1136/archdischild-2024-rcpch.669,other,unspecified,high
10.1136/bcr.01.2011.3716,rehabilitation,pragmatic rehabilitation,high
10.1136/bjsports-2017-098407,exercise,exercise therapy,high
10.1136/bcr.08.2008.0819,other,none,high
10.1136/bjsm.33.5.352,rehabilitation,exercise testing and prescription,high
10.1136/bjophthalmol-2013-304439,other,not applicable,high
10.1136/bcr-2019-232502,immunomodulator,low-dose naltrexone,high
10.1136/bmj.1.5122.616,other,unspecified,high
10.1136/bcr-2020-240283,other,modafinil,high
10.1136/bjsports-2018-099553,other,unspecified,high
10.1136/bmj.1.5687.11,other,none,high
10.1136/bmj.1.5903.301,other,none,high
10.1136/bmj.2.5918.559-a,other,unspecified,low
10.1136/bmj.301.6755.816,other,unspecified,low
10.1136/bmj.296.6623.696,other,none,high
10.1136/bmj.306.6886.1161,other,none,high
10.1136/bmj.307.6898.264-d,other,not applicable,low
10.1136/bmj.301.6758.953,other,none,high
10.1136/bmj.308.6929.659b,other,unspecified,low
10.1136/bmj.307.6906.735,other,none identified,low
10.1136/bmj.308.6931.797,other,unspecified,high
10.1136/bmj.308.6931.732,other,not applicable,high
10.1136/bmj.308.6931.756,other,none,high
10.1136/bmj.308.6931.776,other,none,high
10.1136/bmj.287.6406.1675-a,immunomodulator,low-dose naltrexone (ldn),high
10.1136/bmj.309.6962.1160d,psychological,unspecified,low
10.1136/bmj.311.6996.15,other,none,high
10.1136/bmj.308.6931.798,other,none,high
10.1136/bmj.311.7004.544,exercise,incremental exercise testing,high
10.1136/bmj.311.7011.1021,other,unspecified,low
10.1136/bmj.312.7022.22,psychological,cognitive behaviour therapy,high
10.1136/bmj.310.6978.508,other,none,high
10.1136/bmj.311.7012.1092b,other,unspecified,low
10.1136/bmj.311.7012.1093,other,unspecified,low
10.1136/bmj.312.7038.1096b,supplement,evening primrose oil,high
10.1136/bmj.312.7038.1096,supplement,evening primrose oil,high
10.1136/bmj.312.7038.1097,psychological,cognitive behaviour therapy,high
10.1136/bmj.312.7038.1097b,psychological,cognitive behaviour therapy,high
10.1136/bmj.312.7038.1097a,psychological,cognitive behaviour therapy,high
10.1136/bmj.313.7061.885a,other,none,high
10.1136/bmj.312.7038.1097c,psychological,cognitive behaviour therapy,medium
10.1136/bmj.314.7074.146,other,unspecified,low
10.1136/bmj.314.7095.1647,exercise,graded aerobic exercise,high
10.1136/bmj.314.7095.1635,psychological,family and teacher liaison,low
10.1136/bmj.312.7038.1098b,psychological,cognitive behavioral therapy,medium
10.1136/bmj.314.7095.1663,exercise,graded aerobic exercise,high
10.1136/bmj.314.7095.1700,other,not applicable,high
10.1136/bmj.315.7101.0d,other,unspecified,low
10.1136/bmj.315.7116.1111e,other,pirimiphos-methyl,low
10.1136/bmj.316.7134.796,rehabilitation,rest cure,high
10.1136/bmj.315.7103.269d,other,organophosphates,low
10.1136/bmj.314.7095.0a,exercise,graded exercise,high
10.1136/bmj.320.7230.292,other,unspecified,low
10.1136/bmj.317.7164.966b,other,unspecified,low
10.1136/bmj.322.7283.0/b,exercise,graded exercise,high
10.1136/bmj.324.7330.124,other,unspecified,low
10.1136/bmj.322.7283.387,exercise,graded exercise,high
10.1136/bmj.324.7342.912,other,not applicable,low
10.1136/bmj.324.7330.131,other,unspecified,low
10.1136/bmj.324.7348.1284,other,unspecified,low
10.1136/bmj.324.7342.914,other,unspecified,low
10.1136/bmj.322.7291.934,other,unspecified,low
10.1136/bmj.324.7349.1298/a,psychological,cognitive behaviour therapy,high
10.1136/bmj.326.7397.1005,other,none,high
10.1136/bmj.325.7372.0/e,psychological,cognitive behaviour therapy,medium
10.1136/bmj.328.7452.0-e,other,unspecified,low
10.1136/bmj.327.7416.654,other,none,high
10.1136/bmj.325.7372.1082,psychological,cognitive behaviour therapy,high
10.1136/bmj.329.7472.0,other,none,high
10.1136/bmj.329.7467.s118,rehabilitation,work rehabilitation,medium
10.1136/bmj.329.7472.928,other,unspecified,high
10.1136/bmj.330.7492.648,other,none,high
10.1136/bmj.330.7481.0-a,psychological,cognitive behaviour therapy,high
10.1136/bmj.330.7492.0-b,other,unspecified,low
10.1136/bmj.319.7225.1645,other,unspecified,high
10.1136/bmj.330.7494.789-b,psychological,cognitive behaviour therapy,high
10.1136/bmj.330.7494.790,psychological,cognitive behaviour therapy,high
10.1136/bmj.38258.507928.55,other,unspecified,high
10.1136/bmj.330.7501.0-c,other,unspecified,low
10.1136/bmj.38078.503819.ee,other,no specific drug studied,high
10.1136/bmj.38301.587106.63,psychological,cognitive behaviour therapy,high
10.1136/bmj.38933.585764.ae,other,none,high
10.1136/bmj.b1371,other,unspecified,low
10.1136/bmj.39302.509005.ae,other,unspecified,high
10.1136/bmj.39332.455706.3a,psychological,cognitive behaviour therapy,high
10.1136/bmj.b1110,psychological,cognitive behavioural therapy,high
10.1136/bmj.c1018,other,none,high
10.1136/bmj.c1099,other,unspecified,high
10.1136/bmj.c1033,other,unspecified,high
10.1136/bmj.c1181,other,unspecified,low
10.1136/bmj.c1266,other,unspecified,low
10.1136/bmj.c1179,psychological,cognitive behaviour therapy,high
10.1136/bmj.c1777,rehabilitation,pragmatic rehabilitation,high
10.1136/bmj.c1799,rehabilitation,pragmatic rehabilitation,high
10.1136/bmj.c2988,rehabilitation,pragmatic rehabilitation,high
10.1136/bmj.c7358,other,unspecified,high
10.1136/bmj.d3505,other,unspecified,low
10.1136/bmj.d6541,other,unspecified,low
10.1136/bmj.d3836,other,unspecified,high
10.1136/bmj.d3774,immunomodulator,rituximab,high
10.1136/bmj.d6097,antiviral,antiretroviral drugs (unspecified),low
10.1136/bmj.d5905,other,none,high
10.1136/bmj.f2630,other,unspecified,low
10.1136/bmj.d8281,other,unspecified,low
10.1136/bmj.f5731,psychological,cognitive behaviour therapy,high
10.1136/bmj.h932,other,unspecified,high
10.1136/bmj.h2087,other,not applicable,low
10.1136/bmj.i4614,psychological,cognitive behavioural therapy,high
10.1136/bmj.h227,psychological,cognitive behavioural therapy,high
10.1136/bmj.h5771,psychological,cognitive behavioural therapy,high
10.1136/bmj.i5230,rehabilitation,cognitive behavioural therapy,high
10.1136/bmj.i5053,other,unspecified,low
10.1136/bmj.i5860,psychological,cognitive behavioural therapy,high
10.1136/bmj.j3057,exercise,graded exercise therapy,high
10.1136/bmj.j4372,rehabilitation,lightning process,high
10.1136/bmj.m2922,other,unspecified,low
10.1136/bmj.l639,psychological,cognitive behavioural therapy,high
10.1136/bmj.m2930,other,quadrivalent human papillomavirus vaccine,high
10.1136/bmj.k3621,psychological,cognitive behavioural therapy,high
10.1136/bmj.n1559,other,unspecified,low
10.1136/bmj.m3981,other,unspecified,high
10.1136/bmj.n1854,other,unspecified,low
10.1136/bmj.n1863,other,unspecified,low
10.1136/bmj.n2046,other,unspecified,low
10.1136/bmj.n1937,other,unspecified,low
10.1136/bmj.m4356,psychological,cognitive behavioural therapy,high
10.1136/bmj.n1995,other,unspecified,low
10.1136/bmj.n2643,rehabilitation,person-centered energy management,high
10.1136/bmj.r977,rehabilitation,specialist rehabilitation,high
10.1136/bmj.n2647,exercise,graded exercise therapy,high
10.1136/bmj.o1691,other,none,high
10.1136/bmjno-2023-000529,other,not applicable,high
10.1136/bmjopen-2011-000252,other,unspecified,high
10.1136/bmjopen-2013-002999,other,not applicable,high
10.1136/bmjopen-2012-001079,psychological,cognitive behavioral therapy,high
10.1136/bmjopen-2012-001417,other,not applicable,high
10.1136/bmjopen-2013-003973,other,not applicable,high
10.1136/bmjopen-2014-005798,rehabilitation,self-management programme,high
10.1136/bmjopen-2015-008830,other,unspecified,high
10.1136/bmjopen-2014-005083,other,unspecified,high
10.1136/bmjopen-2015-010277,other,healthcare services assessment,high
10.1136/bmjopen-2016-012633,other,not applicable,high
10.1136/bmjopen-2016-014133,psychological,online education programme,high
10.1136/bmjopen-2016-012271,other,unspecified,low
10.1136/bmjopen-2014-005920,other,none,high
10.1136/bmjopen-2016-015296,supplement,vitamin d,high
10.1136/bmjopen-2016-015481,immunomodulator,gammaglobulin,medium
10.1136/bmjopen-2017-020775,other,none,high
10.1136/bmjopen-2017-017521,other,physical assessment techniques,high
10.1136/bmjopen-2018-023955,other,not applicable,high
10.1136/bmjopen-2018-025436,other,not applicable - systematic review protocol,high
10.1136/bmjopen-2017-020817,other,not applicable,high
10.1136/bmjopen-2019-031672,other,neuroimaging (structural and functional mri),high
10.1136/bmjopen-2020-041947,other,none,high
10.1136/bmjopen-2020-045398,rehabilitation,activity pacing framework,high
10.1136/bmjopen-2021-051094,other,none,high
10.1136/bmjopen-2021-058128,other,not applicable,high
10.1136/bmjopen-2021-051358,psychological,cognitive-behavioural therapy,medium
10.1136/bmjopen-2022-069110,other,none,high
10.1136/bmjopen-2023-073275,probiotic,faecal microbiota transplantation,high
10.1136/bmjopen-2022-070366,other,unspecified,high
10.1136/bmjopen-2016-011255,exercise,graded exercise therapy,high
10.1136/bmjopen-2024-089038,other,unspecified,high
10.1136/bmjopen-2024-094658,other,not applicable,high
10.1136/bmjopen-2023-076904,other,not applicable,high
10.1136/bmjopen-2025-099557,other,unspecified,high
10.1136/bmjopen-2025-113095,other,none,high
10.1136/bmjpo-2017-000233,other,none,high
10.1136/bmjpo-2018-000281,other,unspecified,high
10.1136/bmjpo-2019-000525,other,not applicable,high
10.1136/bmjpo-2018-000425,exercise,graded exercise therapy,high
10.1136/bmjpo-2018-000299,other,not applicable,high
10.1136/bmjpo-2019-000617,other,unspecified,high
10.1136/bmjpo-2019-rcpch-sahm.21,other,not applicable,high
10.1136/bmjpo-2019-rcpch-sahm.32,rehabilitation,multi-disciplinary rehabilitation program,high
10.1136/bmjpo-2019-000620,psychological,cognitive-behavioural therapy combined with music therapy,high
10.1136/bmjpo-2019-rcpch-sahm.81,rehabilitation,multidisciplinary rehabilitation,high
10.1136/bmjpo-2021-001201,other,unspecified,high
10.1136/bmjpo-2021-001139,psychological,acceptance and commitment therapy,high
10.1136/bmjpo-2023-002436,other,unspecified,high
10.1136/bmjpo-2024-epac.102,other,unspecified,high
10.1136/eb-2013-101652,other,behavioral intervention,low
10.1136/eb-2015-102300,other,unspecified,low
10.1136/bmjpo-2019-rcpch-sahm.77,other,low-dose naltrexone and ketamine infusions,high
10.1136/ebm-2025-pod.25,psychological,physician-patient communication intervention,low
10.1136/eb-2014-101961,other,none (commentary),low
10.1136/ebm.6.5.156,exercise,graded exercise,high
10.1136/ebm.8.3.88,psychological,cognitive behaviour therapy,high
10.1136/ebm.6.5.157,psychological,cognitive behaviour therapy,high
10.1136/ebmh.1.1.14,psychological,cognitive behaviour therapy,high
10.1136/ebmental-2012-100818,psychological,internet-based cognitive behavioral therapy,high
10.1136/ebmh.5.2.54,psychological,cognitive behavioural therapy,high
10.1136/ebmh.5.4.127,other,none,high
10.1136/ebn.5.2.46,psychological,behavioural interventions,high
10.1136/ewjm.172.2.128,other,unspecified,low
10.1136/ebmh.6.2.55,psychological,cognitive behavioural therapy,high
10.1136/ewjm.173.6.416,exercise,graded aerobic exercise,high
10.1136/gutjnl-2017-313713,other,none,high
10.1136/ebn1086,rehabilitation,nurse-delivered home-based rehabilitation,high
10.1136/gutjnl-2018-316133,other,unspecified,high
10.1136/ewjm.174.4.241,other,not applicable,high
10.1136/jcp.2003.015511,other,none,high
10.1136/jcp.2004.020255,antiviral,unspecified,medium
10.1136/jcp.2004.022681,other,none,high
10.1136/jcp.2005.035956,other,unspecified,high
10.1136/jcp.2006.042374,immunomodulator,interferon-beta,high
10.1136/jclinpath-2014-202597,other,unspecified,high
10.1136/jcp.2005.025718,other,unspecified,high
10.1136/jcp.2006.042408,other,unspecified,low
10.1136/jclinpath-2019-205822,other,unspecified,low
10.1136/jcp.2006.042424,supplement,evening primrose oil and eicosapentaenoic acid,high
10.1136/jcp.2006.042432,other,unspecified,low
10.1136/jcp.2006.042754,other,none,high
10.1136/jcp.2006.042606,other,none,high
10.1136/jcp.2007.051342,other,unspecified,high
10.1136/jcp.2009.071944,other,unspecified,high
10.1136/jcp.2007.050054,other,none,high
10.1136/jcp.2007.050633,other,unspecified,high
10.1136/jcp.2009.070466,other,none,high
10.1136/jcp.45.12.1058,other,none,high
10.1136/jcp.2010.082032,other,none,high
10.1136/jcp.2009.072561,other,none,high
10.1136/jcp.46.8.722,other,none,high
10.1136/jcp.54.4.335-a,other,unspecified,low
10.1136/jech.2011.142976i.19,other,unspecified,high
10.1136/jech.2003.017939,other,not applicable,high
10.1136/jech-2022-ssmabstracts.71,other,not applicable,high
10.1136/jech.2006.047308,other,not applicable,high
10.1136/jcp.2007.053553,other,unspecified,high
10.1136/jim-2016-000390,other,none,high
10.1136/jme-2023-109627,psychological,psychotherapy (talking therapy),high
10.1136/jnnp-2012-303208,other,unspecified,high
10.1136/jnnp-2012-304824,other,unspecified,low
10.1136/jnnp-2011-301216,other,none,high
10.1136/jnnp-2015-311750.4,psychological,cognitive behavioural therapy,high
10.1136/jme.2003.007153,other,not applicable,high
10.1136/jnnp-2017-317823,other,not applicable,high
10.1136/jnnp-2019-bnpa.13,other,unspecified,low
10.1136/jnnp-2021-327899,psychological,psychometric evaluation,low
10.1136/jnnp-2021-bnpa.10,other,unspecified,high
10.1136/jnnp-2023-332731,other,not applicable,high
10.1136/jnnp.53.3.247,other,none,high
10.1136/jnnp.54.2.153,psychological,cognitive behaviour therapy,high
10.1136/jnnp-2022-330463,other,graded exercise therapy,high
10.1136/jnnp.48.7.691,other,unspecified,high
10.1136/jnnp.55.1.85-b,other,not applicable,low
10.1136/jnnp.2006.100974,psychological,cognitive behaviour therapy,high
10.1136/jnnp.56.6.684,other,none,high
10.1136/jnnp.56.9.993,other,none,high
10.1136/jnnp.56.6.679,other,none,high
10.1136/jnnp-2025-abn.76,other,topiramate,high
10.1136/jnnp.57.9.1157-a,other,none,high
10.1136/jnnp.57.5.617,other,unspecified,low
10.1136/jnnp.57.5.662-a,other,unspecified,low
10.1136/jnnp.60.5.495,other,none,high
10.1136/jnnp.60.5.489,other,none,high
10.1136/jnnp.58.1.38,other,unspecified,high
10.1136/jnnp.60.5.504,other,none,high
10.1136/jnnp.64.3.362,other,none,high
10.1136/jnnp.62.2.151,other,none,high
10.1136/jnnp.64.4.431,other,none,high
10.1136/jnnp.64.4.430,other,unspecified,low
10.1136/jnnp.69.3.302,exercise,graded exercise therapy,high
10.1136/jnnp.65.4.541,exercise,treadmill exercise test,high
10.1136/jnnp.74.10.1382,other,none,high
10.1136/jnnp.74.7.922,other,none,high
10.1136/jrnms-70-91,other,nicotine chewing gum,low
10.1136/medethics-2016-103691,other,not applicable,high
10.1136/medhum-2019-011743,other,none,high
10.1136/medhum-2019-011807,other,not applicable,high
10.1136/medhum-2019-011756,other,none,high
10.1136/medhum-2018-011598,psychological,psychological or behavioural treatment,low
10.1136/medhum-2020-011873,other,not applicable,high
10.1136/oem.2005.023176,other,none,high
10.1136/oem.2003.008912,other,none,high
10.1136/oem.60.suppl_1.i26,other,none,high
10.1136/openhrt-2015-000381,other,unspecified,high
10.1136/oemed-2018-icohabstracts.1120,other,organophosphate exposure,low
10.1136/openhrt-2017-000697,other,unspecified,high
10.1136/pgmj.54.637.711,other,none,high
10.1136/pgmj.54.637.718,other,unspecified,high
10.1136/pgmj.54.637.725,other,none,high
10.1136/pgmj.54.637.731,other,none,high
10.1136/pgmj.54.637.737,other,unspecified,high
10.1136/pgmj.54.637.752,other,none,high
10.1136/pgmj.54.637.747,other,unspecified,low
10.1136/pgmj.54.637.768,other,unspecified,high
10.1136/pgmj.55.650.856,other,unspecified,high
10.1136/pgmj.2003.011429,other,midodrine,high
10.1136/pgmj.66.777.526,other,unspecified,high
10.1136/pgmj.54.637.755,other,none,high
10.1136/pgmj.68.795.66,other,unspecified,low
10.1136/pgmj.74.870.229,supplement,vitamin d and oral phosphate supplements,low
10.1136/qhc.11.3.284,other,unspecified,low
10.1136/pmj.79.929.185-a,other,none,low
10.1136/qhc.11.4.e2,other,unspecified,low
10.1136/sti.8.1.56,other,none,high
10.1136/qshc.2004.013227,other,unspecified,low
10.1142/s0192415x05002734,other,qi therapy (external qigong),high
10.1136/spcare-2023-004595,supplement,astragalus root extract,high
10.1145/3357236.3395490,other,unspecified,low
10.1145/3290605.3300452,other,smartphone apps for symptom management,low
10.1145/3322276.3322319,device,social robot,high
10.1142/s0192415x08005540,other,acupuncture and moxibustion,high
10.1145/3588967.3588976,other,none,high
10.1136/pgmj.64.753.559,other,unspecified,high
10.1145/3613904.3642553,other,none,high
10.1145/3377929.3389947,other,not applicable,high
10.1145/3706598.3713990,other,pacing technology,low
10.1145/3715336.3735419,device,wearable pacing technology,high
10.11477/mf.1416200943,other,unspecified,high
10.11477/mf.1416200944,other,unspecified,low
10.1146/annurev-virology-111821-125122,other,unspecified,high
10.11477/mf.1416200946,other,unspecified,high
10.11477/mf.1416200947,immunomodulator,rituximab,high
10.11477/mf.1416200948,other,none,high
10.11477/mf.1416200945,other,unspecified,high
10.11477/mf.1416201164,other,not applicable,high
10.11477/mf.1416202094,other,unspecified,low
10.11477/mf.1416202093,other,unspecified,low
10.11477/mf.1416202311,other,unspecified,low
10.1152/ajpendo.00242.2023,supplement,nadh,high
10.1148/radiol.14141079,other,none,high
10.1148/radiology.219.3.r01jn18766,other,none,high
10.1152/ajpheart.00994.2011,other,none,high
10.1152/ajpheart.2002.282.1.h66,other,none,high
10.1152/ajpregu.00925.2007,other,none,high
10.1155/1993/414602,other,none,high
10.1152/physiol.2024.39.s1.2025,other,unspecified,high
10.1152/japplphysiol.00141.2003,other,blood flow restriction (cuff occlusion),high
10.1152/physiol.00056.2024,other,unspecified,high
10.1155/2000/602862,immunomodulator,influenza vaccine,high
10.1152/japplphysiol.00821.2012,other,"apocynin, allopurinol, tempol, ebselen",medium
10.1155/2002/892374,other,none,high
10.1152/ajpregu.00071.2024,other,phenylephrine,high
10.1155/2008/263751,psychological,prayer and spiritual support,high
10.1152/japplphysiol.00527.2014,other,phenylephrine,high
10.1155/2009/701019,other,not applicable,high
10.1155/2011/281425,other,xmrv detection assays,low
10.1155/2011/854540,other,none,high
10.1155/2011/787394,other,unspecified,high
10.1155/2012/427869,other,unspecified,high
10.1155/2011/341294,other,unspecified,low
10.1155/2013/485341,exercise,qigong,high
10.1155/2012/205085,other,none,high
10.1155/2012/584573,other,unspecified,low
10.1155/2013/784520,other,unspecified,low
10.1155/2013/270373,other,none,high
10.1155/2013/831969,other,none,high
10.1155/2015/191489,other,brucella abortus antigen,high
10.1155/2014/106048,exercise,baduanjin qigong,high
10.1155/2015/245308,other,unspecified,high
10.1155/2015/380615,other,unspecified,high
10.1155/2015/631410,exercise,qigong,high
10.1155/2015/929720,other,unspecified,high
10.1155/2016/9064529,other,none,high
10.1155/2016/2497348,other,unspecified,high
10.1155/2015/945901,supplement,cistanches herba and schisandrae fructus,high
10.1155/2015/528487,other,unspecified,low
10.1155/2017/8182020,other,unspecified,high
10.1155/2018/3972104,other,dexamethasone,low
10.1155/2018/5801510,other,physical activity and sleep duration,high
10.1155/2018/9140896,supplement,sarcodon imbricatus,high
10.1155/2018/9014232,other,not applicable,high
10.1155/2019/1684198,probiotic,unspecified,high
10.1155/2019/3849692,supplement,astaxanthin,high
10.1155/2020/2974268,supplement,radix astragali,medium
10.1155/2020/4708374,supplement,sipjeondaebo-tang (shi-quan-da-bu-tang),high
10.1155/2020/4715679,other,traditional chinese medicine,low
10.1155/2024/3256273,other,unspecified,high
10.1155/2021/6418217,other,moxibustion,high
10.1155/2021/8867098,exercise,baduanjin exercise,high
10.1155/2024/6475425,other,none,high
10.1155/jpas/5014500,other,unspecified,high
10.1157/13070608,other,not applicable,high
10.1157/13107370,other,unspecified,high
10.1157/13073217,other,insecticide exposure,low
10.1157/13089106,other,none,high
10.1158/1538-7445.am2022-34,other,unspecified,high
10.1157/13108085,rehabilitation,cognitive behavioral therapy with graded activity increase,high
10.11575/jah.v0i0.53334,other,none,high
10.1158/1538-7445.am2026-6275,other,unspecified,high
10.1159/000026469,other,none,high
10.1159/000026511,other,none,high
10.1159/000054863,exercise,graded maximal treadmill exercise,high
10.1159/000026543,other,not applicable,high
10.1159/000063646,other,none,high
10.1159/000056234,psychological,group therapy,high
10.1159/000067176,other,none,high
10.1159/000065185,other,none,high
10.1159/000027996,other,unspecified,high
10.1159/000064267,other,distant healing,high
10.1159/000071894,psychological,cognitive-behavior therapy,high
10.1159/000026494,other,selegiline,high
10.1159/000075315,other,unspecified,low
10.1159/000076455,psychological,cognitive behaviour therapy,high
10.1159/000080144,other,unspecified,high
10.1159/000085145,psychological,cognitive behaviour group therapy,high
10.1159/000097332,other,unspecified,high
10.1159/000101498,psychological,cognitive-behavioral therapy,high
10.1159/000104468,other,unspecified,high
10.1159/000099844,psychological,cognitive behavioural therapy,high
10.1159/000110727,other,none,high
10.1159/000104864,other,unspecified,high
10.1159/000116426,other,none,high
10.1159/000119226,supplement,carnitine,high
10.1159/000116609,other,distant healing,high
10.1159/000116723,other,none,high
10.1159/000119278,other,infectious mononucleosis,high
10.1159/000119233,other,none,high
10.1159/000119331,other,none,high
10.1159/000119307,other,unspecified,high
10.1159/000163942,other,unspecified,low
10.1159/000150450,other,unspecified,high
10.1159/000164000,other,unspecified,high
10.1159/000152375,other,none,high
10.1159/000163999,other,none,high
10.1159/000119325,supplement,l-carnitine,high
10.1159/000164010,other,unspecified,high
10.1159/000164104,other,unspecified,high
10.1159/000288016,other,unspecified,high
10.1159/000247075,other,unspecified,low
10.1159/000288612,other,unspecified,low
10.1159/000315130,psychological,cognitive behaviour therapy,high
10.1159/000319312,other,none,high
10.1159/000326465,other,none,high
10.1159/000320778,psychological,cognitive behaviour therapy,high
10.1159/000324349,supplement,eicosapentaenoic acid,high
10.1159/000320974,psychological,unspecified,medium
10.1159/000327582,psychological,cognitive behaviour therapy,high
10.1159/000326692,other,not applicable,high
10.1159/000289050,other,none,high
10.1159/000329996,psychological,cognitive-behavioral therapy and graded exercise therapy,high
10.1159/000336803,other,none,high
