doi,source_folder,is_relevant,studies_treatment,trial_type,phase,is_excluded,exclusion_reason,topics
pmid_1861659,abstract_only,yes,no,retrospective_cohort,not_applicable,no,,ME/CFS epidemiology | natural history | symptom severity | patient outcomes
10.1016/s0254-6272(09)60007-8,abstract_only,yes,yes,case_series,not_applicable,no,,acupuncture|Bo's abdominal acupuncture|fatigue|symptom management|traditional Chinese medicine
10.1063/1.2759765,abstract_only,yes,no,observational_cohort,not_applicable,yes,observational_cohort,sleep dynamics | ME/CFS | polysomnography | sleep architecture
10.3390/diagnostics12051095,abstract_only,yes,no,cross_sectional,not_applicable,yes,other,diagnostic criteria | nomenclature | patient survey | SEID vs CFS
10.33424/futurum436,abstract_only,yes,no,not_applicable,not_applicable,yes,editorial,data management | research tools | ME/CFS
pmid_10440661,abstract_only,yes,yes,case_series,not_applicable,no,,exercise intervention | post-exertional malaise | symptom monitoring | intermittent activity
10.2147/jpr.s186878,abstract_only,yes,no,other,not_applicable,yes,review,pathophysiology|intracranial hypertension|fibromyalgia|shared mechanisms
10.1055/s-2005-865120,abstract_only,no,no,other,not_applicable,yes,editorial,ME/CFS differential diagnosis | muscle pain | fatigue
10.1016/j.bbi.2010.04.012,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,cytokine networks | immune dysfunction | biomarkers
10.1186/s40359-023-01358-1,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,psychometric validation | fatigue measurement tool | quality of life assessment
10.7326/m15-0338,abstract_only,yes,no,other,not_applicable,yes,guideline,ME/CFS|research priorities|workshop report|evidence synthesis
10.1212/wnl.82.10_supplement.p7.305,abstract_only,no,no,other,not_applicable,yes,review,mindfulness|somatization|meta-analysis
10.5334/ijic.901,abstract_only,yes,yes,unclear,not_applicable,no,,tele-rehabilitation | video-conferencing | chronic fatigue syndrome | intervention delivery
10.3109/11038128.2014.985608,abstract_only,yes,no,other,not_applicable,yes,protocol,self-management|group-based intervention|program development|pilot study
10.6084/m9.figshare.4436150.v1,abstract_only,yes,no,cross_sectional,not_applicable,yes,,NK cell dysfunction | immune biomarkers | CFS/ME pathophysiology
10.1300/j092v08n03_02,abstract_only,yes,no,other,not_applicable,yes,review,CFS subtypes | community-based studies | heterogeneity
10.1080/13590849961492,abstract_only,yes,no,cross_sectional,not_applicable,no,,lipid metabolism | biomarker | plasma composition | CFS pathophysiology
pmid_19768916,abstract_only,yes,no,other,not_applicable,yes,review,CFS|fatigue|psychosocial treatment|graded exercise therapy|cognitive behavioral therapy
10.1073/pnas.2507345122,abstract_only,yes,no,cross_sectional,not_applicable,yes,research_study_not_treatment,biomarker|cfRNA|diagnostic|immune_dysfunction|machine_learning
10.1023/a:1005577823045,abstract_only,yes,no,other,not_applicable,yes,review,social_course|illness_experience|marginalization|qualitative_research
10.1111/j.1348-0421.1999.tb02456.x,abstract_only,yes,no,case_series,not_applicable,yes,case_series,ME/CFS|Borna disease virus|BDV serology|familial clustering|observational
pmid_1581154,abstract_only,no,no,other,not_applicable,yes,review,fibromyalgia|chronic fatigue|myofascial pain|review
10.36959/547/653,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,diagnostic criteria | functioning assessment | measurement validation
10.3390/medicina60020194,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS pathophysiology | microvascular dysfunction | Post-COVID-19 syndrome | mitochondrial dysfunction
10.1002/clc.20227,abstract_only,yes,no,cross_sectional,not_applicable,no,,small heart syndrome|cardiothoracic ratio|cardiac structure|echocardiography|autonomic dysfunction
10.3389/fimmu.2025.1650948,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,autoantibodies | molecular mimicry | EBV | post-COVID | pathogenesis
10.1093/qjmed/hct169,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS|treatment outcomes|commentary
10.1093/occmed/kqi013,abstract_only,yes,no,other,not_applicable,yes,review,CFS prognosis | systematic review | long-term outcomes
pmid_17561696,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,diagnostic biomarker | spectroscopy | CFS diagnosis
10.3109/09638288.2011.568663,abstract_only,yes,no,other,not_applicable,yes,other,qualitative|illness beliefs|coping strategies|adolescents
10.3233/shti200130,abstract_only,yes,no,other,not_applicable,yes,review,NLP | clinical history extraction | CFS assessments | disease trajectories | methodology
10.1023/b:boli.0000016637.43041.a3,abstract_only,yes,no,cross_sectional,not_applicable,no,,fat oxidation | WBC metabolism | CFS biomarkers | exercise physiology | genetic factors
10.1192/apt.12.5.349,abstract_only,yes,no,other,not_applicable,yes,review,neuroimaging | chronic fatigue syndrome | psychosomatic symptoms | brain structure
pmid_2039419,abstract_only,no,no,other,not_applicable,yes,editorial,ME/CFS|advocacy|clinical_practice
10.1016/j.biosystems.2017.12.010,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,ME/CFS symptom networks | functional disorders | machine learning | symptomatology
10.1007/7854_2024_502,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS|exercise|fatigue|physical activity|mechanism
10.3390/ijms241310582,abstract_only,yes,no,cross_sectional,not_applicable,yes,,biomarkers|microRNA|diagnostic|herpesvirus|inflammation
10.1073/pnas.1012441107,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS|viral etiology|XMRV|MLV|commentary
pmid_11817247,abstract_only,no,no,other,not_applicable,yes,editorial,fatigue|review|general
10.1186/s12967-020-02533-3,abstract_only,yes,no,other,not_applicable,yes,review,biomarker|proteomics|mitochondrial dysfunction|PBMC analysis
10.3389/fnins.2022.848730,abstract_only,yes,no,cross_sectional,not_applicable,yes,,neuroimaging | cortical volume | brain structure | ME/CFS pathophysiology
10.3389/fmed.2026.1808646,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS pathophysiology | taste dysfunction | ATP signaling | biomarkers | long-COVID
10.1080/10911359.2012.707896,abstract_only,yes,no,observational_cohort,not_applicable,yes,,activity patterns|fatigue predictors|immune markers|observational study
10.1080/07399330600803741,abstract_only,yes,no,cross_sectional,not_applicable,yes,secondary_analysis,menopausal transition | symptom clustering | fibromyalgia | CFS | observational
10.1111/j.1533-2500.2009.00352.x,abstract_only,yes,no,retrospective_cohort,not_applicable,yes,secondary_analysis,sleep disorders | narcolepsy | HLA markers | diagnostic assessment
10.1042/cs20070274,abstract_only,yes,no,cross_sectional,not_applicable,yes,,cardiovascular risk | inflammation | oxidative stress | arterial stiffness
10.1192/bjp.156.4.534,abstract_only,yes,no,cross_sectional,not_applicable,yes,other,psychiatric comorbidity | depression | cross-sectional assessment
10.1002/jmv.1890330303,abstract_only,yes,no,case_control,not_applicable,yes,,EBV immune response | viral genome | molecular epidemiology | lymphocyte transformation
10.1002/14651858.cd006348.pub2,abstract_only,yes,no,other,not_applicable,yes,review,systematic review | traditional Chinese medicine | chronic fatigue syndrome | herbal treatment
10.1177/135910530100600210,abstract_only,no,no,other,not_applicable,yes,editorial,discourse_analysis|illness_narrative|psychology
10.1186/s12967-025-07433-y,abstract_only,yes,no,case_control,not_applicable,yes,diagnostic_study_not_treatment,ME/CFS diagnosis | autonomic dysfunction | AI classification | beat-to-beat cardiovascular measurements
10.1016/j.annepidem.2010.12.003,abstract_only,yes,no,observational_cohort,not_applicable,yes,secondary_analysis,risk factors | psychopathology | physical activity | birth cohort
10.3389/fnins.2023.1125208,abstract_only,yes,no,cross_sectional,not_applicable,yes,,brainstem volume | neuroimaging | MRI | ME/CFS pathophysiology | long COVID
10.1186/s12967-023-04678-3,abstract_only,yes,no,cross_sectional,not_applicable,no,,autonomic dysfunction | small fiber neuropathy | dysautonomia | post-COVID | neuropsychological assessment
pmid_15377055,abstract_only,yes,yes,rct,phase_2,no,,NADH supplementation | fatigue reduction | immunological parameters | CFS treatment efficacy
10.1016/j.annepidem.2003.10.004,abstract_only,yes,no,cross_sectional,not_applicable,yes,other,CFS case definition|clinical phenotypes|diagnostic criteria|symptom comparison
10.1016/j.medmal.2019.01.006,abstract_only,no,no,other,not_applicable,yes,review,post-infectious fatigue | bacterial infection | latent infection | literature summary
10.1177/1359105317742195,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS|recovery assessment|methodological challenges|qualitative research
10.1016/j.clinph.2020.11.043,abstract_only,yes,no,cross_sectional,not_applicable,yes,,ME/CFS pathophysiology | muscle fiber conduction | electromyography | biomarkers
10.1136/jnnp.64.3.362,abstract_only,yes,no,cross_sectional,not_applicable,yes,,muscle biopsy|lactate metabolism|exercise physiology|ME/CFS pathophysiology
10.1096/fasebj.29.1_supplement.1055.34,abstract_only,yes,no,cross_sectional,not_applicable,no,,inflammation|cytokines|TNF-alpha|muscle function|biomarkers
10.5664/jcsm.6924,abstract_only,yes,no,case_control,not_applicable,yes,,ANS dysfunction | sleep physiology | heart rate variability | diagnostic characterization
10.3389/fpsyt.2023.1160908,abstract_only,no,no,other,not_applicable,yes,review,meta-analysis|mindfulness|acceptance-based therapy|bodily distress
10.1111/j.1365-2249.2005.02935.x,abstract_only,yes,no,cross_sectional,not_applicable,yes,,perforin|NK cells|immune dysfunction|biomarker|pathophysiology
10.1002/jclp.20676,abstract_only,yes,no,other,not_applicable,yes,review,Clinical model | Assessment | Cognitive-behavioral intervention | CFS | Fibromyalgia
10.1016/s1090-3801(98)90006-4,abstract_only,yes,yes,non_randomized_trial,phase_2,no,,vaccine|staphylococcus toxoid|pain|fatigue|fibromyalgia
10.1016/j.biopsycho.2011.02.002,abstract_only,yes,no,other,not_applicable,yes,review,HPA axis | cortisol | meta-analysis | functional somatic disorders | CFS biomarkers
10.4137/geg.s10944,abstract_only,yes,no,cross_sectional,not_applicable,no,,perforin expression | immune function | epigenetics | stress response | biomarkers
10.5523/bris.3nfgkcm2ce6eg28rt02u86murj,abstract_only,yes,yes,observational_cohort,not_applicable,no,,CFS/ME treatment outcomes | NHS specialist services | fatigue | function | quality of life
pmid_7960845,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS | patient perspective | personal narrative
10.1136/bmj.c1179,abstract_only,no,no,other,not_applicable,yes,editorial,ME/CFS | personal narrative | editorial opinion
pmid_1492795,abstract_only,yes,yes,case_series,not_applicable,no,,magnesium supplementation | ME/CFS treatment | case report | immunological markers
10.1038/s41598-019-39060-1,abstract_only,yes,no,case_control,not_applicable,yes,review,mitochondrial DNA | genetic variation | pathophysiology | case-control comparison
10.1136/bmj.f2630,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS research coordination | research infrastructure | consortium launch
10.3389/fimmu.2024.1386607,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS pathophysiology | disease biology | immune dysregulation | systematic review
10.14814/phy2.13091,abstract_only,yes,yes,rct,phase_2,no,,exercise intervention|immune function|NK cells|CD8+ lymphocytes|ME/CFS
10.1111/joim.12034,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS|POTS|autonomic dysfunction|editorial commentary
10.1097/01253086-199317030-00020,abstract_only,no,no,unclear,not_applicable,yes,,
10.1016/j.jbspin.2008.01.021,abstract_only,no,no,other,not_applicable,yes,review,fibromyalgia | sleep | chronic fatigue | neurotransmitters
pmid_17561692,abstract_only,yes,no,other,not_applicable,yes,review,psychological_symptoms | psychiatric_comorbidity | depression_anxiety | CFS_diagnosis
10.1177/13591053261420598,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,PEM subtypes | symptom phenotyping | cross-sectional characterization
10.1080/00050069908257428,abstract_only,yes,no,cross_sectional,not_applicable,yes,,cognitive_dysfunction | neuropsychology | depression | memory | controlled_study
10.1111/j.1365-3083.1989.tb01183.x,abstract_only,yes,no,cross_sectional,not_applicable,yes,,monocyte dysfunction | immunology | opioid pathway | biomarker study
10.5298/1081-5937-51.1.03,abstract_only,yes,no,other,not_applicable,yes,editorial,personal experience | neurofeedback | chronic fatigue syndrome | case narrative
10.1300/j092v01n03_10,abstract_only,yes,no,cross_sectional,not_applicable,yes,,ME/CFS|coping strategies|patient perspectives|qualitative
10.1097/00006842-199805000-00022,abstract_only,yes,no,cross_sectional,not_applicable,yes,,ME/CFS|depression|sleep|polysomnography|REM latency
10.1016/j.bbi.2011.04.007,abstract_only,yes,no,cross_sectional,not_applicable,no,,HPA axis dysfunction | cortisol | HDAC | oxidative stress | biomarkers
10.1210/jcem.85.10.6857,abstract_only,yes,no,cross_sectional,not_applicable,yes,,melatonin|sleep|circadian rhythm|biomarker
pmid_1287241,abstract_only,yes,no,case_series,not_applicable,yes,review,ME/CFS diagnosis | clinical presentation | case characterization | epidemiology
10.1093/sleep/19.3.200,abstract_only,no,no,cross_sectional,not_applicable,yes,,sleep EEG|periodic K-alpha|PLMS|fibromyalgia|chronic fatigue
pmid_12800454,abstract_only,yes,no,observational_cohort,not_applicable,yes,observational,neurophysiology | motor performance | corticospinal excitability | TMS
10.3389/fneur.2021.769511,abstract_only,yes,no,other,not_applicable,yes,review,brainstem|MRI|neuroimaging|scoping review
10.1300/j092v13n01_05,abstract_only,yes,no,other,not_applicable,yes,review,rehabilitation|CFS|review article|outcomes|treatment programs
10.3390/covid5010005,abstract_only,no,no,not_applicable,not_applicable,yes,editorial,Long COVID | ME/CFS | policy | task force | study design
10.1136/bmj.316.7134.796,abstract_only,yes,no,other,not_applicable,yes,editorial,rest cure | chronic fatigue | historical review | treatment philosophy
10.1177/2156587213485436,abstract_only,yes,no,other,not_applicable,yes,review,complementary alternative medicine | low back pain | chronic fatigue syndrome | literature review
10.1300/j092v06n02_09,abstract_only,yes,no,other,not_applicable,yes,review,pathophysiology | neurosomatic disorders | fatigue mechanisms
10.1016/0022-510x(95)00108-e,abstract_only,yes,no,cross_sectional,not_applicable,no,,gait analysis | kinematics | physical assessment | CFS biomarkers
10.14814/phy2.14138,abstract_only,yes,no,cross_sectional,not_applicable,no,,ME/CFS|post-exertional malaise|cardiopulmonary exercise testing|lactate metabolism|physiological markers
pmid_35438859,abstract_only,yes,no,other,not_applicable,yes,guideline,ME/CFS diagnosis | management guidelines | clinical care
pmid_17561695,abstract_only,yes,no,cross_sectional,not_applicable,yes,,HHV-6|HHV-7|viral reactivation|biomarkers|fatigue pathophysiology
10.3389/fpubh.2025.1416273,abstract_only,no,no,cross_sectional,not_applicable,no,,Long COVID | risk prediction | machine learning | vaccine impact
10.1089/jwh.1998.7.1135,abstract_only,no,no,cross_sectional,not_applicable,yes,,chemical intolerance | early life stress | neural sensitization | observational comparison
10.1093/qjmed/hcr029,abstract_only,yes,no,observational_cohort,not_applicable,no,,physical activity|autonomic dysfunction|ME/CFS pathophysiology|sedentary behavior|heart rate variability
10.3389/fneur.2025.1612548,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,ME/CFS | neurocognitive | factor analysis | cross-sectional survey
10.1007/bf00226856,abstract_only,yes,yes,case_series,not_applicable,no,,ME/CFS | CoQ10 | diastolic dysfunction | cardiac | treatment
10.3389/fimmu.2026.1827700,abstract_only,yes,no,cross_sectional,not_applicable,no,,biomarkers | IL-11 | MMP-9 | mast cells | EBV
pmid_9543738,abstract_only,yes,no,other,not_applicable,yes,guideline,ME/CFS diagnosis | management guidelines | treatment recommendations
10.1177/13591053251325690,abstract_only,yes,no,cross_sectional,not_applicable,yes,observational_sampling_study,ME/CFS diagnosis | population sampling bias | register data validation
10.3109/10582452.2010.483966,abstract_only,yes,no,cross_sectional,not_applicable,no,,pain characteristics | symptom assessment | descriptive study
10.3390/biom11070961,abstract_only,yes,no,cross_sectional,not_applicable,yes,,bioenergetics|proteomics|mitochondrial dysfunction|immune cells|mechanistic study
10.1016/s2215-0366(15)00317-x,abstract_only,yes,yes,rct,phase_3,no,,cognitive behavioural therapy|graded exercise therapy|adaptive pacing therapy|long-term follow-up|fatigue outcomes
10.1016/j.pmrj.2010.04.008,abstract_only,yes,no,other,not_applicable,yes,review,neuroendocrine|immune function|fatigue mechanisms|hypothalamic-pituitary-adrenal axis|autonomic dysfunction
10.1080/21641846.2014.993873,abstract_only,yes,yes,observational_cohort,not_applicable,no,,multi-disciplinary treatment | cognitive behavioural therapy | graded exercise therapy | pacing | long-term outcomes
10.1016/j.brat.2012.02.014,abstract_only,yes,yes,case_series,not_applicable,no,,telephone-based intervention|cognitive-behavioural therapy|adolescents|fatigue reduction|school attendance
10.1111/bioe.12559,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS classification | ethics | guideline | policy
10.1249/01.mss.0000058360.61448.6c,abstract_only,yes,no,cross_sectional,not_applicable,yes,,perceived exertion|exercise physiology|CFS characterization
10.1097/psy.0000000000000224,abstract_only,yes,no,cross_sectional,not_applicable,yes,secondary_analysis,ME/CFS | DNA methylation | glucocorticoid receptor | HPA axis | biomarkers
10.1186/1751-0759-7-5,abstract_only,yes,no,cross_sectional,not_applicable,no,,autonomic dysfunction | cardiovascular control | adolescent CFS | clinical symptoms | disability assessment
10.1097/01.wox.0000412075.90903.e1,abstract_only,yes,no,cross_sectional,not_applicable,yes,observational_no_intervention,medication adverse effects | drug sensitivity | cross-sectional survey | multiple chemical sensitivity
10.1159/000080144,abstract_only,yes,no,other,not_applicable,yes,editorial,immunology | consensus statement | CFS pathophysiology
10.1155/2020/4715679,abstract_only,no,no,other,not_applicable,yes,review,chronic fatigue syndrome | traditional Chinese medicine | review
10.1097/hm9.0000000000000098,abstract_only,no,no,not_applicable,not_applicable,yes,review,CFS|Mendelian randomization|drug discovery|computational analysis
10.1016/b978-0-443-29884-4.00007-8,abstract_only,yes,no,other,not_applicable,yes,review,placebo effect | chronic fatigue syndrome | narrative review
10.1093/fampra/cmac060,abstract_only,yes,yes,case_series,not_applicable,no,,SEID|modafinil|neuroendocrine|cortisol|case report
10.1186/s40359-017-0174-3,abstract_only,yes,no,cross_sectional,not_applicable,yes,observational,control beliefs | cognition | behavioral management | coping | psychological factors
pmid_27535808,abstract_only,yes,no,case_control,not_applicable,no,,ME/CFS etiology | stressful life events | risk factors | case-control study
10.1080/10582450801960255,abstract_only,yes,no,other,not_applicable,yes,review,sleep|circadian rhythm|fibromyalgia|chronic fatigue|pain
10.1016/j.jpsychores.2010.09.016,abstract_only,yes,no,cross_sectional,not_applicable,yes,,metacognitions|negative emotions|symptom severity|psychological factors|observational study
10.1056/jp200106210000013,abstract_only,yes,no,other,not_applicable,no,,pathophysiology|hypothalamic abnormalities|cortisol|biomarkers
10.1177/1066480714533652,abstract_only,yes,no,cross_sectional,not_applicable,yes,other,ME/CFS | couple relationships | psychosocial | benefit finding | qualitative
10.1159/000150450,abstract_only,yes,no,cross_sectional,not_applicable,yes,,EBV|HHV-6|HHV-7|antibody response|viral etiology
10.20452/pamw.2973,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS definition | case criteria | SEID | nomenclature | IOM recommendations
10.1136/bmj.311.7012.1092b,abstract_only,yes,no,other,not_applicable,yes,editorial,illness behaviour | psychological | functional disorder
10.1016/0306-9877(95)90515-4,abstract_only,yes,yes,case_series,not_applicable,no,,candidiasis|antifungal therapy|immune dysfunction|viral reactivation
10.1126/science.312.5774.669,abstract_only,no,no,other,not_applicable,yes,editorial,genetics|CFS|opinion
10.1111/1467-9566.ep10934730,abstract_only,yes,no,other,not_applicable,yes,editorial,medicalisation | doctor-patient communication | chronic fatigue syndrome | patient experience
10.1155/2015/380615,abstract_only,yes,no,other,not_applicable,yes,review,neuroimaging | gray matter | brain imaging | mechanism | review
pmid_12388954,abstract_only,no,no,other,not_applicable,yes,review,fatigue|adolescents|diagnostic-approach
10.5430/jer.v5n1p1,abstract_only,no,no,other,not_applicable,yes,,epidemiology | cancer incidence | registry analysis
10.4088/jcp.v61n0909,abstract_only,yes,yes,rct,phase_2,no,,moclobemide|MAOI|fatigue|neuropsychiatric symptoms|monoamine oxidase inhibitor
10.2217/epi-2017-0106,abstract_only,yes,no,other,not_applicable,yes,review,epigenetics | DNA methylation | immune dysfunction | biomarkers
10.1176/ajp.154.3.408,abstract_only,yes,yes,rct,phase_2,no,,cognitive behavior therapy|graded activity|fatigue|functional impairment|RCT
10.1136/bmj.2.5918.559-a,abstract_only,no,no,other,not_applicable,yes,editorial,letter|wound prophylaxis|antibiotics
10.1080/21641846.2023.2175579,abstract_only,yes,no,cross_sectional,not_applicable,yes,,patient-reported outcomes | functional assessment | ICF classification | outcome measurement
10.1080/21641846.2026.2688051,abstract_only,yes,no,cross_sectional,not_applicable,yes,,food insecurity | nutrition | disability | social services | New Zealand
10.36948/ijfmr.2023.v05i02.2044,abstract_only,no,no,unclear,not_applicable,yes,,occupational_health|peripheral_artery_disease|footwear
10.1097/00006454-198910000-00022,abstract_only,no,no,other,not_applicable,yes,review,fibromyalgia | chronic fatigue | BME | viral infection | narrative review
10.1136/bmj.308.6931.797,abstract_only,no,no,other,not_applicable,yes,editorial,patient narrative | personal account
10.1016/0006-3223(92)90187-5,abstract_only,yes,no,cross_sectional,not_applicable,no,,biomarkers|monoamine metabolism|neuroendocrine|pathophysiology|diagnostic validation
10.1371/annotation/913fdc1e-877e-4c70-ac20-761d2d72400d,abstract_only,no,no,other,not_applicable,yes,,XMRV | immunogenicity | vaccine | murine model
10.1038/s41598-024-52368-x,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,dysautonomia|autonomic testing|validation study|ME/CFS
10.1097/00001721-200010000-00013,abstract_only,no,no,other,not_applicable,yes,review,coagulation|Gulf War Illness|pathophysiology
10.2147/jir.s195165,abstract_only,yes,yes,non_randomized_trial,phase_2,no,,hydrocortisone|self-administration|chronic fatigue syndrome|inflammation|symptom control
10.1097/00006324-199210000-00011,abstract_only,yes,no,cross_sectional,not_applicable,yes,,ocular symptoms | sensory manifestations | ME/CFS characterization
10.2174/1876386302013010052,abstract_only,yes,yes,case_series,not_applicable,no,,nutritional supplement | porcine serum polypeptide | CFS/fibromyalgia | open-label trial | symptom improvement
10.1080/07399332.2012.684816,abstract_only,yes,no,other,not_applicable,yes,review,qualitative research | natural history | patient experiences | community sample
10.1186/s12967-021-03153-1,abstract_only,yes,no,cross_sectional,not_applicable,no,,cognitive_dysfunction|attention_assessment|biomarker|diagnostic_evaluation
10.1126/science.1183545,abstract_only,yes,no,other,not_applicable,yes,editorial,XMRV|retrovirus|chronic fatigue syndrome|commentary|epidemiology
10.3390/diagnostics9040124,abstract_only,yes,no,other,not_applicable,yes,review,work disability|medical retirement|prognosis|occupational health|review
10.1001/archinte.164.4.401,abstract_only,yes,no,retrospective_cohort,not_applicable,no,,pregnancy outcomes | disease course | observational study
10.1093/qjmed/hcs156,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS|fibromyalgia|comparison|pathophysiology|literature review
10.1136/jclinpath-2014-202597,abstract_only,yes,no,cross_sectional,not_applicable,yes,other,genetic biomarkers | SNP analysis | diagnostic development | disease subtypes
10.1136/archdischild-2019-rcpch.595,abstract_only,yes,yes,case_series,not_applicable,no,,ME/CFS|cognitive dysfunction|rehabilitation|graded exercise|multi-disciplinary treatment
10.37191/mapsci-2582-6549-3(2)-033,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS pathophysiology | immune dysfunction | viral etiology | review article
pmid_7788624,abstract_only,yes,no,case_control,not_applicable,yes,,neuroendocrine|serotonin|biomarkers|case-control
10.1093/jpepsy/jsr042,abstract_only,yes,no,other,not_applicable,yes,review,meta-analysis | behavioral problems | chronic illness | ME/CFS
10.1080/21641846.2020.1816879,abstract_only,no,no,other,not_applicable,yes,editorial,conference|review|editorial
10.1096/fasebj.2021.35.s1.03298,abstract_only,no,no,other,not_applicable,yes,editorial,Long COVID | viral etiology | stealth adapted viruses | hypothesis
10.1136/jnnp.62.2.151,abstract_only,yes,no,cross_sectional,not_applicable,yes,,cognitive dysfunction | neuropsychological assessment | psychiatric comorbidity
10.1093/clinids/20.2.467,abstract_only,yes,no,cross_sectional,not_applicable,yes,editorial,ME/CFS|Borrelia burgdorferi|infectious disease screening
10.3109/09638230903191249,abstract_only,yes,no,cross_sectional,not_applicable,yes,observational|not_treatment,activity assessment | symptom patterns | observational study
10.1016/j.exger.2025.112860,abstract_only,yes,no,other,not_applicable,yes,review,EBV | Mendelian randomization | genetic association | frailty | fatigue
10.1590/1517-8692202127082021_0359,abstract_only,yes,yes,cross_sectional,not_applicable,no,,exercise training | quality of life | muscle endurance | cardiopulmonary function
10.1016/s0022-3956(96)00046-5,abstract_only,no,no,cross_sectional,not_applicable,yes,,epidemiology|fatigue|cluster investigation
10.1016/j.mehy.2015.11.024,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS pathogenesis | hippocampus | neurobiological hypothesis | neurocognitive deficits | stress regulation
10.3390/nu16020182,abstract_only,yes,no,other,not_applicable,yes,review,nutrition|chronobiology|fibromyalgia|chronic fatigue|multicomponent therapy
10.1016/j.jpsychores.2005.07.008,abstract_only,yes,no,cross_sectional,not_applicable,yes,observational,HPA axis | cortisol metabolism | endocrine dysfunction
10.1136/jnnp-2021-327899,abstract_only,no,no,cross_sectional,not_applicable,yes,,long COVID | somatic symptom disorder | neurological symptoms | post-COVID
10.1300/j092v13n04_03,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS pathophysiology | antiviral pathway | nitric oxide | immune activation | inflammatory mechanism
10.4172/2161-0509.1000103,abstract_only,yes,no,other,not_applicable,yes,review,acai|inflammatory conditions|ME/CFS|systematic review
10.13703/j.0255-2930.20250222-k0003,abstract_only,yes,yes,other,not_applicable,no,,acupuncture | moxibustion | traditional Chinese medicine | CFS treatment
10.1111/j.1365-2796.2010.02306.x,abstract_only,yes,no,observational_cohort,not_applicable,yes,observational,fatigue variability | autonomic dysfunction | longitudinal follow-up | symptom assessment
10.1300/j005v21n02_03,abstract_only,yes,no,other,not_applicable,yes,review,community psychology|needs assessment|program development|advocacy|collaborative research
10.2522/ptj.20140405,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,activity pacing | questionnaire validation | psychometric properties
10.29011/2577-2201.100214,abstract_only,yes,yes,rct,phase_2,no,,acupressure | qigong | post-COVID-19 syndrome | ME/CFS | fatigue
10.70251/hyjr2348.34148155,abstract_only,no,no,other,not_applicable,yes,review,NK cells | immune dysfunction | ME/CFS mechanisms
10.1177/23743735241272158,abstract_only,no,no,other,not_applicable,yes,,long COVID | adaptive pacing | digital health intervention | qualitative study
10.1016/j.jpain.2012.11.012,abstract_only,no,no,not_applicable,not_applicable,yes,,central_sensitization | screening_instrument | validation
10.3390/biom10010071,abstract_only,no,no,other,not_applicable,yes,,animal model | preclinical | ME/CFS pathophysiology
10.1001/jama.286.11.1360,abstract_only,yes,no,other,not_applicable,yes,review,systematic review | CFS treatments | behavioral interventions | cognitive behavioral therapy | graded exercise therapy
10.3389/fncom.2020.00002,abstract_only,yes,no,cross_sectional,not_applicable,yes,secondary_analysis,fMRI biomarker | machine learning | diagnostic classification | neuroimaging
10.1080/10550887.2025.2541133,abstract_only,no,no,cross_sectional,not_applicable,yes,,opioid use disorder | chronic pain | comorbidity
10.1016/j.bbi.2011.06.016,abstract_only,yes,no,other,not_applicable,yes,review,immune dysfunction | viral persistence | inflammation | herpes viruses | T cell function
10.1093/clinids/18.supplement_1.s88,abstract_only,yes,yes,rct,phase_2,no,,antiviral|immunomodulation|poly(I).poly(C12U)|cognition|exercise tolerance
10.3390/diagnostics15222828,abstract_only,yes,yes,retrospective_cohort,not_applicable,no,,mast cell activation | orthostatic intolerance | POTS | treatment response | patient stratification
10.1212/wnl.47.6.1410,abstract_only,yes,no,cross_sectional,not_applicable,yes,other,ME/CFS | motor evoked potentials | exercise physiology | neurophysiology
10.1186/1477-7525-7-67,abstract_only,yes,no,case_control,not_applicable,no,,medication use | polypharmacy | observational study | symptom management
10.3109/13590849009003150,abstract_only,yes,yes,rct,phase_2,no,,essential fatty acids | post-viral fatigue syndrome | EFA supplementation | viral infections | immune response
