doi,study_design,confidence
10.1111/ejn.15413,observational,high
10.1111/eci.12256,observational,high
10.1111/ene.70016,observational,high
10.1111/ejn.15828,case_series,high
10.1111/ene.70273,observational,high
10.1111/ene.70509,other,high
10.1111/ene.70511,other,high
10.1111/hex.12922,other,high
10.1111/hex.13326,case_series,high
10.1111/ejn.12668,other,high
10.1111/hex.13833,non_randomized_trial,high
10.1111/eci.12201,observational,high
10.1111/hex.12857,case_series,low
10.1111/hex.13900,case_series,high
10.1111/hex.70214,other,high
10.1111/cei.13023,observational,high
10.1111/hsc.13029,case_series,low
10.1111/hsc.13942,case_series,high
10.1111/hsc.13376,observational,high
10.1111/ijcp.12967,case_series,high
10.1111/ijcp.12139,observational,high
10.1111/imj.13251,non_randomized_trial,high
10.1111/ijcp.14886,observational,high
10.1111/j.1348-0421.1993.tb01705.x,case_series,high
10.1111/imj.23_15766,case_series,medium
10.1111/j.0021-8774.2005.00520.x,case_series,high
10.1111/j.0021-9029.2006.00004.x,observational,high
10.1111/j.1348-0421.1994.tb01827.x,observational,high
10.1111/j.1348-0421.1996.tb01094.x,case_series,medium
10.1111/j.1365-2141.1995.tb05579.x,case_series,high
10.1111/j.1365-2214.2005.00517_2.x,rct,high
10.1111/j.1348-0421.1999.tb02456.x,case_series,high
10.1111/j.1365-2249.1991.tb05658.x,observational,high
10.1111/j.1365-2214.2012.01397.x,other,high
10.1111/j.1365-2214.2011.01298.x,observational,high
10.1111/j.1365-2214.2004.00474.x,other,high
10.1111/j.1365-2362.2009.02225.x,rct,high
10.1111/j.1365-2249.2005.02833.x,observational,high
10.1111/j.1365-2362.2010.02310.x,observational,high
10.1111/j.1365-2249.2004.02354.x,observational,high
10.1111/j.1365-2362.2003.01272.x,other,high
10.1111/j.1365-2249.2005.02935.x,case_series,high
10.1111/j.1365-2249.1992.tb06416.x,observational,high
10.1111/j.1365-2362.2011.02567.x,case_series,medium
10.1111/j.1365-2362.2011.02575.x,other,high
10.1111/j.1365-2362.2012.02701.x,other,high
10.1111/j.1365-277x.2008.00857.x,rct,high
10.1111/j.1365-2753.2010.01512.x,other,high
10.1111/j.1365-277x.2008.00933.x,observational,high
10.1111/j.1365-2796.2004.01378.x,observational,high
10.1111/j.1365-2524.2004.00485.x,other,high
10.1111/j.1365-2796.2005.01452.x,case_series,high
10.1111/j.1365-2796.2005.01526.x,other,high
10.1111/j.1365-2796.1997.tb00019.x,observational,high
10.1111/j.1365-2796.2005.01548.x,observational,high
10.1111/j.1365-2796.2009.02079.x,case_series,high
10.1111/j.1365-2796.2010.02228.x,non_randomized_trial,high
10.1111/j.1365-2796.2010.02240.x,other,high
10.1111/j.1365-2796.2009.02160.x,observational,high
10.1111/j.1365-2796.2010.02306.x,observational,high
10.1111/j.1365-2796.2009.02178.x,non_randomized_trial,high
10.1111/j.1365-2796.2010.02341.x,observational,high
10.1111/j.1365-2796.2011.02468.x,other,high
10.1111/j.1365-2796.2011.02488.x,case_series,high
10.1111/j.1365-2796.2011.02405.x,observational,high
10.1111/j.1365-2850.2009.01464.x,other,high
10.1111/j.1365-2796.2011.02429.x,observational,high
10.1111/j.1365-2982.2012.01993.x,other,high
10.1111/j.1365-2796.2011.02499.x,other,high
10.1111/j.1365-3083.1989.tb01183.x,case_series,high
10.1111/j.1365-3083.1991.tb01777.x,observational,high
10.1111/j.1365-2869.2008.00679.x,observational,high
10.1111/j.1365-3083.1994.tb03511.x,case_series,high
10.1111/j.1369-7625.2010.00590.x,case_series,high
10.1111/j.1368-5031.2004.00073.x,case_series,high
10.1111/j.1439-0450.2005.00859.x,observational,high
10.1111/j.1440-1630.1998.tb00780.x,other,high
10.1111/j.1365-2982.2011.01861.x,other,high
10.1111/j.1365-2265.2005.02220.x,,
10.1111/j.1440-1754.2009.01493.x,case_series,high
10.1111/j.1440-1819.2009.01954.x,observational,high
10.1111/j.1445-5994.1985.tb04042.x,case_series,high
10.1111/j.1440-1754.2011.02264.x,observational,high
10.1111/j.1465-5922.1997.00191.x,case_series,high
10.1111/j.1442-200x.2011.03514.x,case_series,high
10.1111/j.1467-9566.2009.1168_1.x,other,high
10.1111/j.1465-5922.1997.00201.x,case_series,high
10.1111/j.1468-1331.1995.tb00151.x,observational,high
10.1111/j.1465-5922.1997.00237.x,case_series,high
10.1111/j.1465-5922.1997.00217.x,case_series,high
10.1111/j.1468-1331.2006.01132.x,non_randomized_trial,high
10.1111/j.1468-2850.2011.01262.x,other,high
10.1111/j.1469-7610.2004.00244.x,observational,high
10.1111/j.1468-2850.2011.01263.x,other,medium
10.1111/j.1469-7610.2005.01424.x,other,high
10.1111/j.1469-8986.2010.00978.x,observational,high
10.1111/j.1475-097x.2006.00649.x,observational,high
10.1111/j.1475-097x.2007.00743.x,observational,high
10.1111/j.1475-097x.1996.tb00722.x,observational,high
10.1111/j.1475-3588.2004.00101.x,case_series,high
10.1111/j.1475-097x.2008.00822.x,observational,high
10.1111/j.1475-3588.2005.00383.x,case_series,high
10.1111/j.1475-3588.2006.00409.x,case_series,high
10.1111/j.1526-4637.2006.00277.x,observational,high
10.1111/j.1472-8206.2008.00638.x,other,high
10.1111/j.1472-8206.2009.00675.x,other,high
10.1111/j.1526-4637.2007.00368.x,observational,high
10.1111/j.1526-4610.2009.01558.x,observational,high
10.1111/j.1526-4637.2009.00688.x,other,high
10.1111/j.1526-4637.2009.00690.x,other,low
10.1111/j.1533-2500.2009.00334.x,case_series,high
10.1111/j.1537-2995.2011.03070.x,other,high
10.1111/j.1533-2500.2009.00352.x,case_series,high
10.1111/j.1574-695x.1998.tb01226.x,observational,high
10.1111/j.1552-6909.1995.tb02467.x,observational,high
10.1111/j.1600-0404.1990.tb04490.x,rct,high
10.1111/j.1574-695x.2002.tb00626.x,observational,high
10.1111/j.1600-0404.1999.tb00667.x,rct,high
10.1111/j.1542-474x.2007.00202.x,observational,high
10.1111/j.1600-0404.2007.00840.x,other,high
10.1111/j.1600-0447.1998.tb10030.x,observational,high
10.1111/j.1600-0447.1995.tb05923.x,other,high
10.1111/j.1600-0447.1997.tb09653.x,observational,high
10.1111/j.1600-0447.2008.01200.x,observational,high
10.1111/j.1600-0838.2006.00520.x,other,high
10.1111/j.1651-2227.2010.01701.x,observational,high
10.1111/j.1600-0838.2009.00895.x,observational,high
10.1111/j.1651-2227.2010.02072.x,case_series,high
10.1111/j.1601-183x.2006.00244.x,observational,high
10.1111/j.1651-2227.2010.02073.x,observational,high
10.1111/j.1651-2227.2010.02121.x,other,high
10.1111/j.1651-2227.2011.02223.x,other,high
10.1111/j.1745-7599.1994.tb00911.x,other,high
10.1111/j.1749-6632.1998.tb09607.x,observational,high
10.1111/j.1749-6632.1995.tb44723.x,other,medium
10.1111/j.1749-6632.2000.tb05453.x,other,medium
10.1111/j.1749-6632.2001.tb05819.x,other,high
10.1111/j.1749-6632.2001.tb05824.x,other,high
10.1111/j.1749-6632.2001.tb05825.x,other,high
10.1111/j.1749-6632.2001.tb05836.x,other,high
10.1111/j.1749-6632.2001.tb05828.x,other,high
10.1111/j.1749-6632.2009.04799.x,other,high
10.1111/j.1749-6632.2009.04875.x,observational,high
10.1111/j.1742-7843.2009.00525.x,other,high
10.1111/j.1749-6632.2009.04802.x,case_series,high
10.1111/j.1751-9861.1998.tb00041.x,observational,high
10.1111/j.1751-9861.2005.tb00004.x,observational,high
10.1111/j.1751-9861.2008.00033.x,observational,high
10.1111/j.2044-8260.1993.tb01068.x,observational,high
10.1111/j.1756-5391.2012.01173.x,other,high
10.1111/j.1751-9861.2010.00053.x,observational,high
10.1111/j.2044-8260.1992.tb00975.x,case_series,high
10.1111/j.2044-8287.1996.tb00488.x,observational,high
10.1111/j.2044-8287.1998.tb00560.x,observational,high
10.1111/j.2044-8295.1993.tb02492.x,observational,high
10.1111/jan.13244,other,high
10.1111/j.1751-2824.2011.01538.x,other,high
10.1111/j.2044-8341.1995.tb01839.x,observational,high
10.1111/j.2044-8260.1993.tb01070.x,observational,high
10.1111/j.2044-8287.2012.02093.x,case_series,high
10.1111/jan.14312,observational,high
10.1111/jcap.12125,case_series,high
10.1111/jcmm.15260,observational,high
10.1111/jcpp.12711,observational,high
10.1111/jep.12584,other,high
10.1111/jep.13938,case_series,high
10.1111/jhn.12435,other,high
10.1111/jep.14047,other,high
10.1111/jocn.12522,case_series,high
10.1111/jnp.12030,observational,high
10.1111/joim.12161,observational,high
10.1111/joim.12022,observational,high
10.1111/joim.12034,observational,high
10.1111/jep.13240,other,high
10.1111/joim.12431,other,low
10.1111/joim.12402,rct,high
10.1111/joim.13792,other,high
10.1111/jon.13128,observational,high
10.1111/joor.12367,other,high
10.1111/joim.12564,observational,high
10.1111/jon.12751,observational,high
10.1111/jpc.12425,case_series,high
10.1111/jpc.12653,non_randomized_trial,high
10.1111/josh.12580,other,high
10.1111/jpc.12677,observational,high
10.1111/jpc.12721,other,low
10.1111/jsr.12547,observational,high
10.1111/jsr.12689,case_series,high
10.1111/jsr.12703,observational,high
10.1111/ncn3.12524,other,high
10.1111/maq.70040,other,high
10.1111/nin.12625,case_series,medium
10.1111/papr.12181,rct,high
10.1111/maq.12701,other,high
10.1111/papr.12613,crossover,high
10.1111/papr.12440,observational,high
10.1111/pme.12181,observational,high
10.1111/papr.12817,observational,high
10.1111/papt.12118,observational,high
10.1111/sjop.12332,observational,high
10.1111/sji.12388,observational,high
10.1111/tbed.14224,observational,high
10.1111/sjop.12451,observational,high
10.1111/trf.18099,other,high
10.1113/ep085328,other,high
10.1111/sjop.13060,observational,high
10.1124/jpet.118.250845,other,high
10.1113/eph8602244,observational,high
10.1126/science.1179052,case_series,high
10.11124/jbies-20-00125,other,high
10.1126/sciadv.1400121,observational,high
10.1126/sciadv.abq2422,observational,high
10.1126/science.1183545,observational,medium
10.1126/science.1184548,observational,high
10.1126/science.1181349,unclear,low
10.1126/science.1204963,case_series,high
10.1126/science.1208542,other,high
10.1126/science.1213841,observational,high
10.1126/science.312.5774.669,unclear,medium
10.1126/science.326_215a,unclear,low
10.1126/science.287.5452.427a,other,high
10.1126/science.327.5963.254,unclear,high
10.1126/science.329.5987.18,unclear,low
10.1126/science.329.5988.129,observational,high
10.1126/science.331.6013.17,other,high
10.1126/science.329.5995.1000,unclear,low
10.1126/science.332.6031.774-a,observational,medium
10.1126/science.333.6050.1694,other,high
10.1126/science.334.6063.1636-a,unclear,low
10.1126/science.337.6101.1441,unclear,low
10.1126/science.333.6051.1810,unclear,low
10.1126/science.abo1261,unclear,high
10.1128/9781555815486.ch26,other,high
10.1128/cdli.1.2.222-226.1994,observational,high
10.1128/9781555818326.ch16,case_series,high
10.1128/cdli.2.2.238-240.1995,observational,high
10.1128/cdli.12.1.52-55.2005,case_series,high
10.1128/cdli.6.2.216-223.1999,observational,high
10.1128/cdli.12.2.366.2005,observational,medium
10.1128/cdli.8.3.658-662.2001,observational,high
10.1128/cmr.00086-15,other,high
10.1128/cdli.9.4.747-752.2002,other,high
10.1128/cvi.00379-09,observational,high
10.1128/cvi.00391-12,observational,high
10.1128/cvi.00527-13,observational,high
10.1128/jcm.28.6.1403-1410.1990,case_series,high
10.1128/jcm.33.6.1660-1661.1995,case_series,medium
10.1128/jcm.38.6.2457-2457.2000,case_series,medium
10.1128/jvi.00693-11,observational,high
10.1128/jvi.00827-11,other,high
10.1128/jvi.05205-11,observational,high
10.1128/jvi.00046-11,other,high
10.1128/jvi.00134-10,other,high
10.1128/jvi.02333-10,other,high
10.1128/jvi.02411-10,other,high
10.1128/mbio.00266-12,observational,high
10.1134/s0362119722030021,other,high
10.1128/jvi.00886-10,other,high
10.1136/adc.2003.046649,non_randomized_trial,medium
10.1128/cdli.10.2.315-316.2003,,
10.1136/adc.2003.035154,non_randomized_trial,high
10.1136/adc.2005.074583,observational,high
10.1136/adc.2003.033019,other,high
10.1136/acupmed-2017-011582,other,high
10.1128/jvi.06073-11,other,high
10.1136/adc.2006.110502,other,low
10.1136/adc.2008.143032,case_series,high
10.1136/adc.2007.126649,case_series,high
10.1136/adc.2006.094623,observational,high
10.1136/adc.2008.143537,observational,high
10.1136/adc.2009.172072,rct,high
10.1136/adc.2009.173161,unclear,high
10.1128/cdli.6.1.6-13.1999,observational,high
10.1136/adc.2009.158162,observational,high
10.1136/adc.68.3.384,observational,high
10.1136/adc.86.2.95,case_series,high
10.1136/adc.2005.080085,other,high
10.1136/archdischild-2012-301863,other,high
10.1136/adc.88.10.894,observational,high
10.1136/aim.23.3.141,case_series,high
10.1136/archdischild-2012-302156,other,high
10.1136/archdischild-2012-301885.261,case_series,high
10.1136/archdischild-2012-303396,observational,high
10.1136/archdischild-2012-302484,rct,high
10.1136/archdischild-2012-301885.248,case_series,high
10.1136/archdischild-2013-304307,other,high
10.1136/archdischild-2013-304306,observational,high
10.1136/archdischild-2014-306237.168,case_series,high
10.1136/archdischild-2012-302582,unclear,low
10.1136/archdischild-2015-308599.314,other,high
10.1136/archdischild-2016-310622,other,high
10.1136/archdischild-2015-308831,case_series,high
10.1136/archdischild-2016-310863.70,non_randomized_trial,medium
10.1136/archdischild-2017-313087.123,observational,high
10.1136/archdischild-2016-311198,observational,high
10.1136/archdischild-2016-311293,observational,high
10.1136/archdischild-2017-313375,rct,high
10.1136/archdischild-2018-316450,observational,high
10.1136/archdischild-2018-316720,observational,high
10.1136/archdischild-2017-313375ednote,rct,high
10.1136/archdischild-2018-rcpch.17,other,high
10.1136/archdischild-2018-rcpch.13,observational,high
10.1136/archdischild-2019-rcpch.138,case_series,high
10.1136/archdischild-2019-rcpch.330,observational,high
10.1136/archdischild-2019-rcpch.594,case_series,high
10.1136/archdischild-2019-rcpch.580,case_series,high
10.1136/archdischild-2019-rcpch.592,case_series,high
10.1136/archdischild-2019-rcpch.595,case_series,high
10.1136/archdischild-2019-rcpch.596,case_series,high
10.1136/archdischild-2020-320196,other,high
10.1136/archdischild-2020-rcpch.453,other,high
10.1136/archdischild-2020-rcpch.133,other,high
10.1136/archdischild-2020-rcpch.449,observational,high
10.1136/archdischild-2021-rcpch.170,case_series,high
10.1136/archdischild-2021-rcpch.469,other,high
10.1136/archdischild-2021-rcpch.471,other,high
10.1136/archdischild-2022-324319,observational,high
10.1136/archdischild-2021-rcpch.460,case_series,high
10.1136/archdischild-2021-rcpch.844,non_randomized_trial,high
10.1136/archdischild-2024-rcpch.160,case_series,high
10.1136/bcr-2019-232502,case_series,high
10.1136/bcr-2020-238605,case_series,high
10.1136/archdischild-2024-rcpch.669,case_series,high
10.1136/bcr.01.2011.3716,case_series,high
10.1136/bcr-2020-240283,case_series,high
10.1136/bcr.08.2008.0819,case_series,high
10.1136/bjsports-2017-098407,other,high
10.1136/bjsm.33.5.352,observational,high
10.1136/bjsports-2018-099553,other,high
10.1136/bjophthalmol-2013-304439,observational,medium
10.1136/bmj.1.5687.11,case_series,medium
10.1136/bmj.1.5122.616,case_series,medium
10.1136/bmj.1.5903.301,case_series,high
10.1136/bmj.2.5918.559-a,unclear,low
10.1136/bmj.287.6406.1675-a,case_series,high
10.1136/bmj.296.6623.696,other,high
10.1136/bmj.301.6755.816,case_series,medium
10.1136/bmj.301.6758.953,observational,high
10.1136/bmj.307.6906.735,unclear,low
10.1136/bmj.308.6929.659b,other,high
10.1136/bmj.308.6931.732,observational,high
10.1136/bmj.308.6931.776,observational,high
10.1136/bmj.306.6886.1161,observational,high
10.1136/bmj.307.6898.264-d,case_series,high
10.1136/bmj.308.6931.797,case_series,high
10.1136/bmj.308.6931.798,other,high
10.1136/bmj.308.6931.756,observational,high
10.1136/bmj.310.6978.508,observational,medium
10.1136/bmj.311.6996.15,observational,high
10.1136/bmj.311.7004.544,observational,high
10.1136/bmj.311.7012.1092b,observational,medium
10.1136/bmj.311.7011.1021,other,high
10.1136/bmj.312.7022.22,rct,high
10.1136/bmj.312.7038.1096,other,medium
10.1136/bmj.312.7038.1096b,other,high
10.1136/bmj.311.7012.1093,other,low
10.1136/bmj.309.6962.1160d,case_series,medium
10.1136/bmj.312.7038.1097a,other,high
10.1136/bmj.312.7038.1097,rct,high
10.1136/bmj.312.7038.1097c,other,low
10.1136/bmj.312.7038.1098b,unclear,high
10.1136/bmj.312.7038.1097b,other,high
10.1136/bmj.314.7095.0a,rct,high
10.1136/bmj.314.7074.146,other,high
10.1136/bmj.313.7061.885a,other,high
10.1136/bmj.314.7095.1647,non_randomized_trial,high
10.1136/bmj.314.7095.1635,unclear,low
10.1136/bmj.314.7095.1663,non_randomized_trial,medium
10.1136/bmj.314.7095.1700,observational,medium
10.1136/bmj.315.7103.269d,unclear,high
10.1136/bmj.315.7101.0d,observational,high
10.1136/bmj.316.7134.796,other,high
10.1136/bmj.315.7116.1111e,case_series,high
10.1136/bmj.319.7225.1645,case_series,high
10.1136/bmj.317.7164.966b,other,high
10.1136/bmj.320.7230.292,other,high
10.1136/bmj.322.7283.0/b,rct,high
10.1136/bmj.322.7291.934,other,high
10.1136/bmj.322.7283.387,rct,high
10.1136/bmj.324.7342.912,other,high
10.1136/bmj.324.7330.131,other,high
10.1136/bmj.324.7330.124,other,high
10.1136/bmj.324.7348.1284,other,high
10.1136/bmj.324.7342.914,other,high
10.1136/bmj.324.7349.1298/a,observational,high
10.1136/bmj.325.7372.1082,other,high
10.1136/bmj.326.7397.1005,case_series,high
10.1136/bmj.325.7372.0/e,other,medium
10.1136/bmj.329.7472.0,observational,high
10.1136/bmj.330.7481.0-a,rct,high
10.1136/bmj.329.7467.s118,case_series,low
10.1136/bmj.329.7472.928,observational,high
10.1136/bmj.330.7492.0-b,case_series,high
10.1136/bmj.330.7492.648,case_series,high
10.1136/bmj.330.7494.790,non_randomized_trial,medium
10.1136/bmj.38078.503819.ee,other,high
10.1136/bmj.330.7494.789-b,rct,high
10.1136/bmj.330.7501.0-c,observational,high
10.1136/bmj.38258.507928.55,observational,high
10.1136/bmj.38933.585764.ae,observational,high
10.1136/bmj.327.7416.654,observational,high
10.1136/bmj.39332.455706.3a,other,low
10.1136/bmj.38301.587106.63,rct,high
10.1136/bmj.b1110,other,high
10.1136/bmj.39302.509005.ae,other,high
10.1136/bmj.b1371,other,medium
10.1136/bmj.c1018,observational,high
10.1136/bmj.c1179,case_series,high
10.1136/bmj.328.7452.0-e,observational,high
10.1136/bmj.c1033,observational,high
10.1136/bmj.c1181,other,high
10.1136/bmj.c1799,rct,high
10.1136/bmj.c1777,rct,high
10.1136/bmj.c7358,other,high
10.1136/bmj.c1266,unclear,high
10.1136/bmj.c2988,unclear,low
10.1136/bmj.d3505,case_series,high
10.1136/bmj.d3774,other,low
10.1136/bmj.d3836,case_series,high
10.1136/bmj.d5905,observational,high
10.1136/bmj.f2630,unclear,high
10.1136/bmj.d8281,unclear,high
10.1136/bmj.d6097,observational,high
10.1136/bmj.d6541,other,high
10.1136/bmj.f5731,rct,high
10.1136/bmj.h2087,other,high
10.1136/bmj.h227,rct,high
10.1136/bmj.h5771,non_randomized_trial,medium
10.1136/bmj.i4614,rct,high
10.1136/bmj.h932,other,high
10.1136/bmj.i5230,rct,high
10.1136/bmj.i5860,rct,high
10.1136/bmj.i5053,unclear,medium
10.1136/bmj.j4372,rct,high
10.1136/bmj.j3057,rct,high
10.1136/bmj.k3621,rct,high
10.1136/bmj.l639,rct,high
10.1136/bmj.m2922,unclear,low
10.1136/bmj.m2930,observational,high
10.1136/bmj.m4356,other,high
10.1136/bmj.m3981,observational,medium
10.1136/bmj.n1559,unclear,high
10.1136/bmj.n1854,other,high
10.1136/bmj.n1863,other,high
10.1136/bmj.n1995,other,low
10.1136/bmj.n2643,other,high
10.1136/bmj.n2046,other,high
10.1136/bmj.n2647,other,high
10.1136/bmj.o1691,other,high
10.1136/bmjno-2023-000529,observational,high
10.1136/bmj.c1099,,
10.1136/bmjopen-2012-001079,non_randomized_trial,high
10.1136/bmj.r977,other,medium
10.1136/bmjopen-2011-000252,observational,high
10.1136/bmjopen-2013-002999,observational,high
10.1136/bmjopen-2012-001417,observational,high
10.1136/bmjopen-2013-003973,other,high
10.1136/bmjopen-2014-005798,observational,high
10.1136/bmj.n1937,other,high
10.1136/bmjopen-2015-008830,observational,high
10.1136/bmjopen-2015-010277,observational,high
10.1136/bmjopen-2014-005920,observational,high
10.1136/bmjopen-2016-011255,non_randomized_trial,medium
10.1136/bmjopen-2016-012633,other,high
10.1136/bmjopen-2016-014133,rct,high
10.1136/bmjopen-2016-015296,observational,high
10.1136/bmjopen-2016-012271,other,high
10.1136/bmjopen-2016-015481,other,high
10.1136/bmjopen-2017-020775,observational,high
10.1136/bmjopen-2014-005083,observational,high
10.1136/bmjopen-2017-020817,other,high
10.1136/bmjopen-2018-023955,observational,high
10.1136/bmjopen-2017-017521,observational,high
10.1136/bmjopen-2018-025436,other,high
10.1136/bmjopen-2020-041947,non_randomized_trial,high
10.1136/bmjopen-2021-051094,observational,high
10.1136/bmjopen-2019-031672,other,high
10.1136/bmjopen-2020-045398,non_randomized_trial,high
10.1136/bmjopen-2021-051358,other,high
10.1136/bmjopen-2022-069110,observational,high
10.1136/bmjopen-2021-058128,observational,high
10.1136/bmjopen-2023-073275,rct,high
10.1136/bmjopen-2022-070366,other,high
10.1136/bmjopen-2023-076904,other,high
10.1136/bmjopen-2024-089038,observational,high
10.1136/bmjopen-2025-099557,observational,high
10.1136/bmjopen-2024-094658,observational,high
10.1136/bmjpo-2017-000233,observational,high
10.1136/bmjpo-2018-000281,case_series,high
10.1136/bmjopen-2025-113095,observational,high
10.1136/bmjpo-2018-000299,case_series,high
10.1136/bmjpo-2019-000617,other,high
10.1136/bmjpo-2018-000425,observational,high
10.1136/bmjpo-2019-000620,rct,high
10.1136/bmjpo-2019-000525,case_series,high
10.1136/bmjpo-2019-rcpch-sahm.32,case_series,high
10.1136/bmjpo-2021-001139,case_series,high
10.1136/bmjpo-2019-rcpch-sahm.81,case_series,high
10.1136/bmjpo-2019-rcpch-sahm.21,observational,high
10.1136/bmjpo-2021-001201,case_series,high
10.1136/eb-2013-101652,other,high
10.1136/bmjpo-2024-epac.102,observational,high
10.1136/bmjpo-2023-002436,observational,high
10.1136/eb-2014-101961,other,low
10.1136/ebm-2025-pod.25,other,high
10.1136/eb-2015-102300,other,high
10.1136/ebm.6.5.156,rct,high
10.1136/ebm.6.5.157,rct,high
10.1136/ebm.8.3.88,other,high
10.1136/ebmental-2012-100818,non_randomized_trial,medium
10.1136/ebmh.5.2.54,other,high
10.1136/ebmh.1.1.14,rct,high
10.1136/ebmh.5.4.127,case_series,high
10.1136/ebmh.6.2.55,other,high
10.1136/ebn.5.2.46,other,high
10.1136/ebn1086,rct,high
10.1136/ewjm.172.2.128,other,high
10.1136/jclinpath-2014-202597,case_series,high
10.1136/ewjm.174.4.241,other,high
10.1136/gutjnl-2017-313713,observational,high
10.1136/gutjnl-2018-316133,observational,high
10.1136/ewjm.173.6.416,other,high
10.1136/jcp.2003.015511,observational,high
10.1136/jcp.2004.020255,other,high
10.1136/jclinpath-2019-205822,other,high
10.1136/jcp.2006.042408,other,high
10.1136/jcp.2006.042374,other,high
10.1136/jcp.2004.022681,observational,high
10.1136/jcp.2006.042424,other,high
10.1136/jcp.2006.042432,other,high
10.1136/jcp.2006.042606,other,high
10.1136/jcp.2005.025718,observational,high
10.1136/jcp.2005.035956,observational,high
10.1136/bmjpo-2019-rcpch-sahm.77,case_series,high
10.1136/jcp.2006.042754,other,high
10.1136/jcp.2007.051342,unclear,medium
10.1136/jcp.2007.050054,case_series,high
10.1136/jcp.2007.050633,case_series,high
10.1136/jcp.2009.070466,case_series,high
10.1136/jcp.2007.053553,observational,high
10.1136/jcp.2010.082032,other,high
10.1136/jcp.2009.072561,observational,high
10.1136/jcp.46.8.722,case_series,high
10.1136/jcp.2009.071944,case_series,high
10.1136/jcp.54.4.335-a,observational,medium
10.1136/jcp.45.12.1058,case_series,high
10.1136/jech-2022-ssmabstracts.71,other,high
10.1136/jech.2003.017939,observational,high
10.1136/jech.2006.047308,observational,high
10.1136/jnnp-2011-301216,observational,medium
10.1136/jme.2003.007153,other,high
10.1136/jim-2016-000390,case_series,high
10.1136/jech.2011.142976i.19,observational,high
10.1136/jnnp-2015-311750.4,other,high
10.1136/jnnp-2012-304824,other,high
10.1136/jnnp-2012-303208,other,high
10.1136/jnnp-2017-317823,other,high
10.1136/jnnp-2019-bnpa.13,other,medium
10.1136/jme-2023-109627,other,high
10.1136/jnnp-2021-bnpa.10,non_randomized_trial,high
10.1136/jnnp-2021-327899,observational,high
10.1136/jnnp-2023-332731,other,high
10.1136/jnnp.53.3.247,case_series,high
10.1136/jnnp-2025-abn.76,case_series,high
10.1136/jnnp.2006.100974,non_randomized_trial,high
10.1136/jnnp.55.1.85-b,other,high
10.1136/jnnp.48.7.691,case_series,high
10.1136/jnnp-2022-330463,other,high
10.1136/jnnp.54.2.153,non_randomized_trial,high
10.1136/jnnp.56.6.679,case_series,high
10.1136/jnnp.56.6.684,case_series,high
10.1136/jnnp.56.9.993,observational,medium
10.1136/jnnp.57.5.617,observational,high
10.1136/jnnp.57.9.1157-a,case_series,medium
10.1136/jnnp.57.5.662-a,unclear,low
10.1136/jnnp.60.5.504,observational,high
10.1136/jnnp.58.1.38,observational,high
10.1136/jnnp.60.5.489,observational,high
10.1136/jnnp.62.2.151,observational,high
10.1136/jnnp.64.3.362,observational,high
10.1136/jnnp.64.4.431,observational,high
10.1136/jnnp.69.3.302,observational,medium
10.1136/jnnp.64.4.430,other,low
10.1136/jnnp.65.4.541,observational,medium
10.1136/jnnp.74.7.922,observational,high
10.1136/jnnp.74.10.1382,case_series,high
10.1136/jrnms-70-91,case_series,high
10.1136/medhum-2018-011598,other,high
10.1136/jnnp.60.5.495,observational,high
10.1136/medhum-2019-011743,other,high
10.1136/medethics-2016-103691,other,high
10.1136/medhum-2019-011756,other,high
10.1136/medhum-2019-011807,other,high
10.1136/oem.2005.023176,observational,high
10.1136/oem.2003.008912,observational,high
10.1136/medhum-2020-011873,other,high
10.1136/oem.60.suppl_1.i26,observational,high
10.1136/oemed-2018-icohabstracts.1120,observational,high
10.1136/openhrt-2015-000381,observational,high
10.1136/pgmj.54.637.718,case_series,high
10.1136/pgmj.54.637.711,case_series,high
10.1136/pgmj.54.637.737,case_series,high
10.1136/pgmj.2003.011429,case_series,high
10.1136/pgmj.54.637.731,case_series,high
10.1136/pgmj.54.637.725,case_series,high
10.1136/pgmj.54.637.747,other,high
10.1136/pgmj.54.637.755,other,medium
10.1136/pgmj.54.637.752,case_series,high
10.1136/pgmj.54.637.768,other,high
10.1136/pgmj.66.777.526,case_series,high
10.1136/pgmj.64.753.559,other,high
10.1136/pgmj.68.795.66,case_series,medium
10.1136/pgmj.55.650.856,case_series,high
10.1136/qhc.11.3.284,other,high
10.1136/pgmj.74.870.229,observational,high
10.1136/pmj.79.929.185-a,case_series,medium
10.1136/qshc.2004.013227,other,high
10.1136/spcare-2023-004595,rct,high
10.1136/qhc.11.4.e2,unclear,high
10.1142/s0192415x05002734,case_series,high
10.1145/3357236.3395490,other,high
10.1145/3322276.3322319,case_series,high
10.1136/sti.8.1.56,case_series,high
10.1142/s0192415x08005540,other,high
10.1145/3290605.3300452,observational,medium
10.1136/openhrt-2017-000697,case_series,high
10.1145/3613904.3642553,observational,medium
10.1145/3588967.3588976,other,high
10.1145/3715336.3735419,other,high
10.1145/3706598.3713990,other,high
10.1146/annurev-virology-111821-125122,other,high
10.11477/mf.1416200943,other,high
10.11477/mf.1416200946,observational,high
10.11477/mf.1416200944,other,high
10.11477/mf.1416200945,observational,high
10.11477/mf.1416200947,other,medium
10.11477/mf.1416201164,observational,medium
10.1145/3377929.3389947,other,high
10.11477/mf.1416202094,unclear,high
10.11477/mf.1416200948,other,high
10.1148/radiol.14141079,observational,high
