original_url,replication_url,description,result,original_authors,original_title,original_journal,original_volume,original_issue,original_pages,original_year,replication_authors,replication_title,replication_journal,replication_volume,replication_issue,replication_pages,replication_year,original_n,original_es,original_es_type,original_es_95_CI,original_p_value,original_p_value_type,original_p_value_tails,replication_n,replication_es,replication_es_type,original_es_r,replication_es_r,replication_es_95_CI,replication_p_value,replication_p_value_type,replication_p_value_tails,discipline,project_tag,tags,validated,validated_person,openalex_field,openalex_subfield,replication_citation_html,original_citation_html
https://doi.org/10.1038/nature08833,https://doi.org/10.7554/eLife.09976,"This study tested whether RAF inhibitors paradoxically activate the MAPK signaling pathway in cells with wild-type BRAF, potentially promoting tumor growth. Subexperiment #2: IC50 values of GDC-0879 A375 cells vs GDC-0879 HCT116 and MeWo cells",inconclusive,Georgia Hatzivassiliou; Kyung Song; Ivana Yen; Barbara J. Brandhuber; Daniel J. Anderson; Ryan Alvarado; Mary J. C. Ludlam; David Stokoe; Susan L. Gloor; Guy Vigers; Tony Morales; Ignacio Aliagas; Bonnie Liu; Steve Sideris; Klaus P. Hoeflich; Bijay S. Jaiswal; Somasekar Seshagiri; Hartmut Koeppen; Marcia Belvin; Lori S. Friedman; Shiva Malek,RAF inhibitors prime wild-type RAF to activate the MAPK pathway and enhance growth,Nature,464,7287,431,2010,Ajay Bhargava; Steven Pelech; Ben Woodard; John Kerwin; Nimet Maherali; Reproducibility Project: Cancer Biology,Registered report: RAF inhibitors prime wild-type RAF to activate the MAPK pathway and enhance growth,eLife,5,,e09976,2016,,,,,,,,12,,,,,,,,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.09976"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Bhargava A. <i>et al.</i> <i>eLife</i> 2016</a>","<a href=""https://doi.org/10.1038/nature08833"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Hatzivassiliou G. <i>et al.</i> <i>Nature</i> 2010</a>"
https://doi.org/10.1038/nature08833,https://doi.org/10.7554/eLife.09976,"This study tested whether RAF inhibitors paradoxically activate the MAPK signaling pathway in cells with wild-type BRAF, potentially promoting tumor growth. Subexperiment #3: IC50 values of PD0325901 A375 cells vs PLX4720 and GDC-0879 A375 cells",inconclusive,Georgia Hatzivassiliou; Kyung Song; Ivana Yen; Barbara J. Brandhuber; Daniel J. Anderson; Ryan Alvarado; Mary J. C. Ludlam; David Stokoe; Susan L. Gloor; Guy Vigers; Tony Morales; Ignacio Aliagas; Bonnie Liu; Steve Sideris; Klaus P. Hoeflich; Bijay S. Jaiswal; Somasekar Seshagiri; Hartmut Koeppen; Marcia Belvin; Lori S. Friedman; Shiva Malek,RAF inhibitors prime wild-type RAF to activate the MAPK pathway and enhance growth,Nature,464,7287,431,2010,Ajay Bhargava; Steven Pelech; Ben Woodard; John Kerwin; Nimet Maherali; Reproducibility Project: Cancer Biology,Registered report: RAF inhibitors prime wild-type RAF to activate the MAPK pathway and enhance growth,eLife,5,,e09976,2016,,,,,,,,12,,,,,,,,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.09976"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Bhargava A. <i>et al.</i> <i>eLife</i> 2016</a>","<a href=""https://doi.org/10.1038/nature08833"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Hatzivassiliou G. <i>et al.</i> <i>Nature</i> 2010</a>"
https://doi.org/10.1038/nature08833,https://doi.org/10.7554/eLife.09976,"This study tested whether RAF inhibitors paradoxically activate the MAPK signaling pathway in cells with wild-type BRAF, potentially promoting tumor growth. Subexperiment #4: IC50 values of PD0325901 HCT116 cells vs PLX4720 and GDC-0879 HCT116 cells",inconclusive,Georgia Hatzivassiliou; Kyung Song; Ivana Yen; Barbara J. Brandhuber; Daniel J. Anderson; Ryan Alvarado; Mary J. C. Ludlam; David Stokoe; Susan L. Gloor; Guy Vigers; Tony Morales; Ignacio Aliagas; Bonnie Liu; Steve Sideris; Klaus P. Hoeflich; Bijay S. Jaiswal; Somasekar Seshagiri; Hartmut Koeppen; Marcia Belvin; Lori S. Friedman; Shiva Malek,RAF inhibitors prime wild-type RAF to activate the MAPK pathway and enhance growth,Nature,464,7287,431,2010,Ajay Bhargava; Steven Pelech; Ben Woodard; John Kerwin; Nimet Maherali; Reproducibility Project: Cancer Biology,Registered report: RAF inhibitors prime wild-type RAF to activate the MAPK pathway and enhance growth,eLife,5,,e09976,2016,,,,,,,,12,,,,,,,,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.09976"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Bhargava A. <i>et al.</i> <i>eLife</i> 2016</a>","<a href=""https://doi.org/10.1038/nature08833"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Hatzivassiliou G. <i>et al.</i> <i>Nature</i> 2010</a>"
https://doi.org/10.1038/nature08833,https://doi.org/10.7554/eLife.09976,"This study tested whether RAF inhibitors paradoxically activate the MAPK signaling pathway in cells with wild-type BRAF, potentially promoting tumor growth. Subexperiment #5: IC50 values of PD0325901 MeWo cells vs PLX4720 and GDC-0879 MeWo cells",inconclusive,Georgia Hatzivassiliou; Kyung Song; Ivana Yen; Barbara J. Brandhuber; Daniel J. Anderson; Ryan Alvarado; Mary J. C. Ludlam; David Stokoe; Susan L. Gloor; Guy Vigers; Tony Morales; Ignacio Aliagas; Bonnie Liu; Steve Sideris; Klaus P. Hoeflich; Bijay S. Jaiswal; Somasekar Seshagiri; Hartmut Koeppen; Marcia Belvin; Lori S. Friedman; Shiva Malek,RAF inhibitors prime wild-type RAF to activate the MAPK pathway and enhance growth,Nature,464,7287,431,2010,Ajay Bhargava; Steven Pelech; Ben Woodard; John Kerwin; Nimet Maherali; Reproducibility Project: Cancer Biology,Registered report: RAF inhibitors prime wild-type RAF to activate the MAPK pathway and enhance growth,eLife,5,,e09976,2016,,,,,,,,12,,,,,,,,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.09976"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Bhargava A. <i>et al.</i> <i>eLife</i> 2016</a>","<a href=""https://doi.org/10.1038/nature08833"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Hatzivassiliou G. <i>et al.</i> <i>Nature</i> 2010</a>"
https://doi.org/10.1038/nature08833,https://doi.org/10.7554/eLife.09976,"This study tested whether RAF inhibitors paradoxically activate the MAPK signaling pathway in cells with wild-type BRAF, potentially promoting tumor growth. Subexperiment #6: pMEK/MEK levels between -shBRAF and +shBRAF cells treated with PLX4720",inconclusive,Georgia Hatzivassiliou; Kyung Song; Ivana Yen; Barbara J. Brandhuber; Daniel J. Anderson; Ryan Alvarado; Mary J. C. Ludlam; David Stokoe; Susan L. Gloor; Guy Vigers; Tony Morales; Ignacio Aliagas; Bonnie Liu; Steve Sideris; Klaus P. Hoeflich; Bijay S. Jaiswal; Somasekar Seshagiri; Hartmut Koeppen; Marcia Belvin; Lori S. Friedman; Shiva Malek,RAF inhibitors prime wild-type RAF to activate the MAPK pathway and enhance growth,Nature,464,7287,431,2010,Ajay Bhargava; Steven Pelech; Ben Woodard; John Kerwin; Nimet Maherali; Reproducibility Project: Cancer Biology,Registered report: RAF inhibitors prime wild-type RAF to activate the MAPK pathway and enhance growth,eLife,5,,e09976,2016,,,d,,,,,42,-0.02204385,d,,-0.0110212555736678,"[-0.6267837, 0.5829707]",0.9432336,t,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.09976"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Bhargava A. <i>et al.</i> <i>eLife</i> 2016</a>","<a href=""https://doi.org/10.1038/nature08833"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Hatzivassiliou G. <i>et al.</i> <i>Nature</i> 2010</a>"
https://doi.org/10.1038/nature08833,https://doi.org/10.7554/eLife.09976,"This study tested whether RAF inhibitors paradoxically activate the MAPK signaling pathway in cells with wild-type BRAF, potentially promoting tumor growth. Subexperiment #7: pMEK/MEK levels between -shCRAF and +shCRAF cells treated with PLX4720",inconclusive,Georgia Hatzivassiliou; Kyung Song; Ivana Yen; Barbara J. Brandhuber; Daniel J. Anderson; Ryan Alvarado; Mary J. C. Ludlam; David Stokoe; Susan L. Gloor; Guy Vigers; Tony Morales; Ignacio Aliagas; Bonnie Liu; Steve Sideris; Klaus P. Hoeflich; Bijay S. Jaiswal; Somasekar Seshagiri; Hartmut Koeppen; Marcia Belvin; Lori S. Friedman; Shiva Malek,RAF inhibitors prime wild-type RAF to activate the MAPK pathway and enhance growth,Nature,464,7287,431,2010,Ajay Bhargava; Steven Pelech; Ben Woodard; John Kerwin; Nimet Maherali; Reproducibility Project: Cancer Biology,Registered report: RAF inhibitors prime wild-type RAF to activate the MAPK pathway and enhance growth,eLife,5,,e09976,2016,,,d,,,,,42,1.128866,d,,0.491539468645734,"[0.4696089, 1.775986]",0.0004538276,t,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.09976"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Bhargava A. <i>et al.</i> <i>eLife</i> 2016</a>","<a href=""https://doi.org/10.1038/nature08833"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Hatzivassiliou G. <i>et al.</i> <i>Nature</i> 2010</a>"
https://doi.org/10.1038/nature08833,https://doi.org/10.7554/eLife.09976,"This study tested whether RAF inhibitors paradoxically activate the MAPK signaling pathway in cells with wild-type BRAF, potentially promoting tumor growth. Subexperiment #8: pMEK/MEK levels between -shBRAF and +shBRAF cells treated with GDC-0879",inconclusive,Georgia Hatzivassiliou; Kyung Song; Ivana Yen; Barbara J. Brandhuber; Daniel J. Anderson; Ryan Alvarado; Mary J. C. Ludlam; David Stokoe; Susan L. Gloor; Guy Vigers; Tony Morales; Ignacio Aliagas; Bonnie Liu; Steve Sideris; Klaus P. Hoeflich; Bijay S. Jaiswal; Somasekar Seshagiri; Hartmut Koeppen; Marcia Belvin; Lori S. Friedman; Shiva Malek,RAF inhibitors prime wild-type RAF to activate the MAPK pathway and enhance growth,Nature,464,7287,431,2010,Ajay Bhargava; Steven Pelech; Ben Woodard; John Kerwin; Nimet Maherali; Reproducibility Project: Cancer Biology,Registered report: RAF inhibitors prime wild-type RAF to activate the MAPK pathway and enhance growth,eLife,5,,e09976,2016,,,Cliff's delta,,,,,42,0.4058957,Cliff's delta,,,"[0.65311503, 0.08048876]",0.02424242,z,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.09976"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Bhargava A. <i>et al.</i> <i>eLife</i> 2016</a>","<a href=""https://doi.org/10.1038/nature08833"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Hatzivassiliou G. <i>et al.</i> <i>Nature</i> 2010</a>"
https://doi.org/10.1038/nature08833,https://doi.org/10.7554/eLife.09976,"This study tested whether RAF inhibitors paradoxically activate the MAPK signaling pathway in cells with wild-type BRAF, potentially promoting tumor growth. Subexperiment #9: pMEK/MEK levels between -shCRAF and +shCRAF cells treated with GDC-0879",inconclusive,Georgia Hatzivassiliou; Kyung Song; Ivana Yen; Barbara J. Brandhuber; Daniel J. Anderson; Ryan Alvarado; Mary J. C. Ludlam; David Stokoe; Susan L. Gloor; Guy Vigers; Tony Morales; Ignacio Aliagas; Bonnie Liu; Steve Sideris; Klaus P. Hoeflich; Bijay S. Jaiswal; Somasekar Seshagiri; Hartmut Koeppen; Marcia Belvin; Lori S. Friedman; Shiva Malek,RAF inhibitors prime wild-type RAF to activate the MAPK pathway and enhance growth,Nature,464,7287,431,2010,Ajay Bhargava; Steven Pelech; Ben Woodard; John Kerwin; Nimet Maherali; Reproducibility Project: Cancer Biology,Registered report: RAF inhibitors prime wild-type RAF to activate the MAPK pathway and enhance growth,eLife,5,,e09976,2016,,,Cliff's delta,,,,,42,0.1201814,Cliff's delta,,,"[-0.2107559, 0.4264033]",0.5046649,z,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.09976"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Bhargava A. <i>et al.</i> <i>eLife</i> 2016</a>","<a href=""https://doi.org/10.1038/nature08833"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Hatzivassiliou G. <i>et al.</i> <i>Nature</i> 2010</a>"
https://doi.org/10.1038/ncb2048,https://doi.org/10.7554/eLife.45426,This study tested whether Wnt signaling marks colon cancer stem cells and whether the tumor microenvironment can regulate this activity. Subexperiment #1: CD133 expression between TOP-GFPlow vs TOP-GFPhigh (450 culture),inconclusive,Louis Vermeulen; Felipe de Sousa e Melo; Maartje van der Heijden; Kate Cameron; Joan H. de Jong; Tijana Borovski; Jurriaan B. Tuynman; Matilde Todaro; Christian J. Merz; Hans M. Rodermond; Martin R. Sprick; Kristel Kemper; Dick J. Richel; Giorgio Stassi; Jan Paul Medema,Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,Nature Cell Biology,12,5,468,2010,Anthony Essex; Javier Pineda; Grishma Acharya; Xin Hong; James Evans; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Timothy M Errington,Replication Study: Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,eLife,8,,e45426,2019,,,,,,,,1,,,,,,,,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.45426"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Essex A. <i>et al.</i> <i>eLife</i> 2019</a>","<a href=""https://doi.org/10.1038/ncb2048"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vermeulen L. <i>et al.</i> <i>Nature Cell Biology</i> 2010</a>"
https://doi.org/10.1038/ncb2048,https://doi.org/10.7554/eLife.45426,This study tested whether Wnt signaling marks colon cancer stem cells and whether the tumor microenvironment can regulate this activity. Subexperiment #2: CD133 expression between TOP-GFPlow vs TOP-GFPhigh (CSC1 culture),inconclusive,Louis Vermeulen; Felipe de Sousa e Melo; Maartje van der Heijden; Kate Cameron; Joan H. de Jong; Tijana Borovski; Jurriaan B. Tuynman; Matilde Todaro; Christian J. Merz; Hans M. Rodermond; Martin R. Sprick; Kristel Kemper; Dick J. Richel; Giorgio Stassi; Jan Paul Medema,Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,Nature Cell Biology,12,5,468,2010,Anthony Essex; Javier Pineda; Grishma Acharya; Xin Hong; James Evans; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Timothy M Errington,Replication Study: Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,eLife,8,,e45426,2019,,,,,,,,1,,,,,,,,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.45426"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Essex A. <i>et al.</i> <i>eLife</i> 2019</a>","<a href=""https://doi.org/10.1038/ncb2048"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vermeulen L. <i>et al.</i> <i>Nature Cell Biology</i> 2010</a>"
https://doi.org/10.1038/ncb2048,https://doi.org/10.7554/eLife.45426,This study tested whether Wnt signaling marks colon cancer stem cells and whether the tumor microenvironment can regulate this activity. Subexperiment #3: CD133 expression between TOP-GFPlow vs TOP-GFPhigh (Co100 culture),inconclusive,Louis Vermeulen; Felipe de Sousa e Melo; Maartje van der Heijden; Kate Cameron; Joan H. de Jong; Tijana Borovski; Jurriaan B. Tuynman; Matilde Todaro; Christian J. Merz; Hans M. Rodermond; Martin R. Sprick; Kristel Kemper; Dick J. Richel; Giorgio Stassi; Jan Paul Medema,Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,Nature Cell Biology,12,5,468,2010,Anthony Essex; Javier Pineda; Grishma Acharya; Xin Hong; James Evans; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Timothy M Errington,Replication Study: Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,eLife,8,,e45426,2019,,,,,,,,1,,,,,,,,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.45426"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Essex A. <i>et al.</i> <i>eLife</i> 2019</a>","<a href=""https://doi.org/10.1038/ncb2048"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vermeulen L. <i>et al.</i> <i>Nature Cell Biology</i> 2010</a>"
https://doi.org/10.1038/ncb2048,https://doi.org/10.7554/eLife.45426,This study tested whether Wnt signaling marks colon cancer stem cells and whether the tumor microenvironment can regulate this activity. Subexperiment #4: CD24 expression between TOP-GFPlow vs TOP-GFPhigh (450 culture),inconclusive,Louis Vermeulen; Felipe de Sousa e Melo; Maartje van der Heijden; Kate Cameron; Joan H. de Jong; Tijana Borovski; Jurriaan B. Tuynman; Matilde Todaro; Christian J. Merz; Hans M. Rodermond; Martin R. Sprick; Kristel Kemper; Dick J. Richel; Giorgio Stassi; Jan Paul Medema,Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,Nature Cell Biology,12,5,468,2010,Anthony Essex; Javier Pineda; Grishma Acharya; Xin Hong; James Evans; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Timothy M Errington,Replication Study: Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,eLife,8,,e45426,2019,,,,,,,,1,,,,,,,,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.45426"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Essex A. <i>et al.</i> <i>eLife</i> 2019</a>","<a href=""https://doi.org/10.1038/ncb2048"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vermeulen L. <i>et al.</i> <i>Nature Cell Biology</i> 2010</a>"
https://doi.org/10.1038/ncb2048,https://doi.org/10.7554/eLife.45426,This study tested whether Wnt signaling marks colon cancer stem cells and whether the tumor microenvironment can regulate this activity. Subexperiment #5: CD24 expression between TOP-GFPlow vs TOP-GFPhigh (CSC1 culture),inconclusive,Louis Vermeulen; Felipe de Sousa e Melo; Maartje van der Heijden; Kate Cameron; Joan H. de Jong; Tijana Borovski; Jurriaan B. Tuynman; Matilde Todaro; Christian J. Merz; Hans M. Rodermond; Martin R. Sprick; Kristel Kemper; Dick J. Richel; Giorgio Stassi; Jan Paul Medema,Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,Nature Cell Biology,12,5,468,2010,Anthony Essex; Javier Pineda; Grishma Acharya; Xin Hong; James Evans; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Timothy M Errington,Replication Study: Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,eLife,8,,e45426,2019,,,,,,,,1,,,,,,,,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.45426"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Essex A. <i>et al.</i> <i>eLife</i> 2019</a>","<a href=""https://doi.org/10.1038/ncb2048"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vermeulen L. <i>et al.</i> <i>Nature Cell Biology</i> 2010</a>"
https://doi.org/10.1038/ncb2048,https://doi.org/10.7554/eLife.45426,This study tested whether Wnt signaling marks colon cancer stem cells and whether the tumor microenvironment can regulate this activity. Subexperiment #6: CD24 expression between TOP-GFPlow vs TOP-GFPhigh (Co100 culture),inconclusive,Louis Vermeulen; Felipe de Sousa e Melo; Maartje van der Heijden; Kate Cameron; Joan H. de Jong; Tijana Borovski; Jurriaan B. Tuynman; Matilde Todaro; Christian J. Merz; Hans M. Rodermond; Martin R. Sprick; Kristel Kemper; Dick J. Richel; Giorgio Stassi; Jan Paul Medema,Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,Nature Cell Biology,12,5,468,2010,Anthony Essex; Javier Pineda; Grishma Acharya; Xin Hong; James Evans; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Timothy M Errington,Replication Study: Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,eLife,8,,e45426,2019,,,,,,,,1,,,,,,,,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.45426"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Essex A. <i>et al.</i> <i>eLife</i> 2019</a>","<a href=""https://doi.org/10.1038/ncb2048"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vermeulen L. <i>et al.</i> <i>Nature Cell Biology</i> 2010</a>"
https://doi.org/10.1038/ncb2048,https://doi.org/10.7554/eLife.45426,This study tested whether Wnt signaling marks colon cancer stem cells and whether the tumor microenvironment can regulate this activity. Subexperiment #7: CD29 expression between TOP-GFPlow vs TOP-GFPhigh (450 culture),inconclusive,Louis Vermeulen; Felipe de Sousa e Melo; Maartje van der Heijden; Kate Cameron; Joan H. de Jong; Tijana Borovski; Jurriaan B. Tuynman; Matilde Todaro; Christian J. Merz; Hans M. Rodermond; Martin R. Sprick; Kristel Kemper; Dick J. Richel; Giorgio Stassi; Jan Paul Medema,Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,Nature Cell Biology,12,5,468,2010,Anthony Essex; Javier Pineda; Grishma Acharya; Xin Hong; James Evans; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Timothy M Errington,Replication Study: Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,eLife,8,,e45426,2019,,,,,,,,1,,,,,,,,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.45426"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Essex A. <i>et al.</i> <i>eLife</i> 2019</a>","<a href=""https://doi.org/10.1038/ncb2048"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vermeulen L. <i>et al.</i> <i>Nature Cell Biology</i> 2010</a>"
https://doi.org/10.1038/ncb2048,https://doi.org/10.7554/eLife.45426,This study tested whether Wnt signaling marks colon cancer stem cells and whether the tumor microenvironment can regulate this activity. Subexperiment #8: CD29 expression between TOP-GFPlow vs TOP-GFPhigh (CSC1 culture),inconclusive,Louis Vermeulen; Felipe de Sousa e Melo; Maartje van der Heijden; Kate Cameron; Joan H. de Jong; Tijana Borovski; Jurriaan B. Tuynman; Matilde Todaro; Christian J. Merz; Hans M. Rodermond; Martin R. Sprick; Kristel Kemper; Dick J. Richel; Giorgio Stassi; Jan Paul Medema,Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,Nature Cell Biology,12,5,468,2010,Anthony Essex; Javier Pineda; Grishma Acharya; Xin Hong; James Evans; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Timothy M Errington,Replication Study: Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,eLife,8,,e45426,2019,,,,,,,,1,,,,,,,,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.45426"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Essex A. <i>et al.</i> <i>eLife</i> 2019</a>","<a href=""https://doi.org/10.1038/ncb2048"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vermeulen L. <i>et al.</i> <i>Nature Cell Biology</i> 2010</a>"
https://doi.org/10.1038/ncb2048,https://doi.org/10.7554/eLife.45426,This study tested whether Wnt signaling marks colon cancer stem cells and whether the tumor microenvironment can regulate this activity. Subexperiment #9: CD29 expression between TOP-GFPlow vs TOP-GFPhigh (Co100 culture),inconclusive,Louis Vermeulen; Felipe de Sousa e Melo; Maartje van der Heijden; Kate Cameron; Joan H. de Jong; Tijana Borovski; Jurriaan B. Tuynman; Matilde Todaro; Christian J. Merz; Hans M. Rodermond; Martin R. Sprick; Kristel Kemper; Dick J. Richel; Giorgio Stassi; Jan Paul Medema,Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,Nature Cell Biology,12,5,468,2010,Anthony Essex; Javier Pineda; Grishma Acharya; Xin Hong; James Evans; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Timothy M Errington,Replication Study: Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,eLife,8,,e45426,2019,,,,,,,,1,,,,,,,,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.45426"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Essex A. <i>et al.</i> <i>eLife</i> 2019</a>","<a href=""https://doi.org/10.1038/ncb2048"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vermeulen L. <i>et al.</i> <i>Nature Cell Biology</i> 2010</a>"
https://doi.org/10.1038/ncb2048,https://doi.org/10.7554/eLife.45426,This study tested whether Wnt signaling marks colon cancer stem cells and whether the tumor microenvironment can regulate this activity. Subexperiment #10: CD44 expression between TOP-GFPlow vs TOP-GFPhigh (450 culture),inconclusive,Louis Vermeulen; Felipe de Sousa e Melo; Maartje van der Heijden; Kate Cameron; Joan H. de Jong; Tijana Borovski; Jurriaan B. Tuynman; Matilde Todaro; Christian J. Merz; Hans M. Rodermond; Martin R. Sprick; Kristel Kemper; Dick J. Richel; Giorgio Stassi; Jan Paul Medema,Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,Nature Cell Biology,12,5,468,2010,Anthony Essex; Javier Pineda; Grishma Acharya; Xin Hong; James Evans; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Elizabeth Iorns; Rachel Tsui; Alexandria Denis; Nicole Perfito; Timothy M. Errington; Timothy M Errington,Replication Study: Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,eLife,8,,e45426,2019,,,,,,,,1,,,,,,,,,cancer biology,RP:CB,,no,,,,"<a href=""https://doi.org/10.7554/eLife.45426"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Essex A. <i>et al.</i> <i>eLife</i> 2019</a>","<a href=""https://doi.org/10.1038/ncb2048"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vermeulen L. <i>et al.</i> <i>Nature Cell Biology</i> 2010</a>"
