validated,validated_person,source,discipline,effect,tags,description,claim_text_orig,claim_statistics_orig,claim_statistics_orig_page,claim_text_orig_page,notes,contributors,date_entered,notes_validation,exclusion,es_original,es_replication,n_original,n_replication,ref_original,doi_original,refonly_original,study_original,ref_replication,doi_replication,refonly_replication,study_replication,es_orig,es_rep,es_orig_value,es_orig_estype,es_rep_value,es_rep_estype,pval_value_o,pval_type_o,pval_tails_o,pval_value_r,pval_type_r,pval_tails_r,es_orig_RRR,es_orig_RRR_estype,es_rep_RRR,es_rep_RRR_estype,osf_link,outcome,published_rep,id_sample,same_design,nesting,same_test,original_authors,study_orig,study_rep,teststatistic_orig,teststatistic_rep,p_es_orig,p_es_rep,p_n_orig,p_n_rep,p_p_orig,p_p_rep,result,preregistration,differences,vi_orig,vi_rep,ci.lower_original,ci.upper_original,ci.lower_replication,ci.upper_replication,significant_original,significant_replication,power,orig_journal,both_pdfs,ON_COS_SHEET,DOI_changed,dupl
2,LK,Individual submissions,Social Psychology,Social value orientation,social value orientation (TDM); sister; sample 2,prosocials have more sisters than individualists,,,,,only 544 participants in the original paper and 2483 in sample 2 were included in the analysis because of unclassified participants by TDM; number of competitors was very low.,Yi Liu,5/3/23 0:00,There are more effects in the original and the replication study which are not relevant to the main hypotheses. The preregistration link was incorrect; it was the OSF link for the OSF folder.,,0.1579905,0.059892291,631,2644,"Van Lange, P. A. M., De Bruin, E., Otten, W., & Joireman, J. A. (1997). Development of prosocial, individualistic, and competitive orientations: Theory and preliminary evidence. Journal of Personality and Social Psychology, 73(4), 733–746. https://doi.org/10.1037/0022-3514.73.4.733 Study 3",10.1037/0022-3514.73.4.733,"Van Lange, P. A. M., De Bruin, E., Otten, W., & Joireman, J. A. (1997). Development of prosocial, individualistic, and competitive orientations: Theory and preliminary evidence. Journal of Personality and Social Psychology, 73(4), 733–746. https://doi.org/10.1037/0022-3514.73.4.733",3,"Liu, Y., Wang, B., & Van Lange, P. a. M. (2022). The development of social value orientation: Attachment styles, number of siblings, age, and a comparison of measures. European Journal of Personality, 37(4), 402–417.",10.1177/08902070221094216,"Liu, Y., Wang, B., & Van Lange, P. a. M. (2022). The development of social value orientation: Attachment styles, number of siblings, age, and a comparison of measures. European Journal of Personality, 37(4), 402–417. https://doi.org/10.1177/08902070221094216",,,,0.32,d,0.12,d,,,,,,,,,,,https://osf.io/g9b7c/,,2,Prolific,1,,1,1,,,,,,,,,,,informative failure to replicate,https://osf.io/u6zw9,"(1) the sample of the study is from the US and UK instead of the Netherlands, thus the language used in the studies is different;(2) some of the measures (e.g., SLM for SVO, AAS and ECR-R for attachment) are not the same as the original study, but we include the measures used in the original study as well; (3) the original Studies 1 and 3 were conducted in paper-and-pencil, while the current studies were conducted online",,,,,,,,,,Journal of Personality and Social Psychology,1,1,,
2,LK,Individual submissions,Social Psychology,Social value orientation,social value orientation (TDM); sister; sample 2,prosocials have more sisters than competitors,,,,,only 544 participants in the original paper and 2483 in sample 2 were included in the analysis because of unclassified participants by TDM; number of competitors was very low.,Yi Liu,5/3/23 0:00,There are more effects in the original and the replication study which are not relevant to the main hypotheses. The preregistration link was incorrect; it was the OSF link for the OSF folder.,,0.13864784,0.019996001,631,2644,"Van Lange, P. A. M., De Bruin, E., Otten, W., & Joireman, J. A. (1997). Development of prosocial, individualistic, and competitive orientations: Theory and preliminary evidence. Journal of Personality and Social Psychology, 73(4), 733–746. https://doi.org/10.1037/0022-3514.73.4.733 Study 3",10.1037/0022-3514.73.4.733,"Van Lange, P. A. M., De Bruin, E., Otten, W., & Joireman, J. A. (1997). Development of prosocial, individualistic, and competitive orientations: Theory and preliminary evidence. Journal of Personality and Social Psychology, 73(4), 733–746. https://doi.org/10.1037/0022-3514.73.4.733",3,"Liu, Y., Wang, B., & Van Lange, P. a. M. (2022). The development of social value orientation: Attachment styles, number of siblings, age, and a comparison of measures. European Journal of Personality, 37(4), 402–417.",10.1177/08902070221094216,"Liu, Y., Wang, B., & Van Lange, P. a. M. (2022). The development of social value orientation: Attachment styles, number of siblings, age, and a comparison of measures. European Journal of Personality, 37(4), 402–417. https://doi.org/10.1177/08902070221094216",,,,0.28,d,0.04,d,,,,,,,,,,,https://osf.io/g9b7c/,,2,Prolific,1,,1,1,,,,,,,,,,,informative failure to replicate,https://osf.io/u6zw9,"(1) the sample of the study is from the US and UK instead of the Netherlands, thus the language used in the studies is different;(2) some of the measures (e.g., SLM for SVO, AAS and ECR-R for attachment) are not the same as the original study, but we include the measures used in the original study as well; (3) the original Studies 1 and 3 were conducted in paper-and-pencil, while the current studies were conducted online",,,,,,,,,,Journal of Personality and Social Psychology,1,1,,
2,LK,Individual submissions,Social Psychology,Social value orientation,social value orientation (TDM); older siblings; sample 2,prosocials have more older siblings than individualists,,,,,only 544 participants in the original paper and 2483 in sample 2 were included in the analysis because of unclassified participants by TDM; number of competitors was very low.,Yi Liu,5/3/23 0:00,There are more effects in the original and the replication study which are not relevant to the main hypotheses. The preregistration link was incorrect; it was the OSF link for the OSF folder.,,0.13864784,0.029986509,631,2644,"Van Lange, P. A. M., De Bruin, E., Otten, W., & Joireman, J. A. (1997). Development of prosocial, individualistic, and competitive orientations: Theory and preliminary evidence. Journal of Personality and Social Psychology, 73(4), 733–746. https://doi.org/10.1037/0022-3514.73.4.733 Study 3",10.1037/0022-3514.73.4.733,"Van Lange, P. A. M., De Bruin, E., Otten, W., & Joireman, J. A. (1997). Development of prosocial, individualistic, and competitive orientations: Theory and preliminary evidence. Journal of Personality and Social Psychology, 73(4), 733–746. https://doi.org/10.1037/0022-3514.73.4.733",3,"Liu, Y., Wang, B., & Van Lange, P. a. M. (2022). The development of social value orientation: Attachment styles, number of siblings, age, and a comparison of measures. European Journal of Personality, 37(4), 402–417.",10.1177/08902070221094216,"Liu, Y., Wang, B., & Van Lange, P. a. M. (2022). The development of social value orientation: Attachment styles, number of siblings, age, and a comparison of measures. European Journal of Personality, 37(4), 402–417. https://doi.org/10.1177/08902070221094216",,,,0.28,d,0.06,d,,,,,,,,,,,https://osf.io/g9b7c/,,2,Prolific,1,,1,1,,,,,,,,,,,informative failure to replicate,https://osf.io/u6zw9,"(1) the sample of the study is from the US and UK instead of the Netherlands, thus the language used in the studies is different;(2) some of the measures (e.g., SLM for SVO, AAS and ECR-R for attachment) are not the same as the original study, but we include the measures used in the original study as well; (3) the original Studies 1 and 3 were conducted in paper-and-pencil, while the current studies were conducted online; (4) the replication study has a larger sample size",,,,,,,,,,Journal of Personality and Social Psychology,1,1,,
2,LK,Individual submissions,Social Psychology,Social value orientation,social value orientation (TDM); older siblings; sample 2,prosocials have more older siblings than competitors,,,,,only 544 participants in the original paper and 2483 in sample 2 were included in the analysis because of unclassified participants by TDM; number of competitors was very low.,Yi Liu,5/3/23 0:00,There are more effects in the original and the replication study which are not relevant to the main hypotheses. The preregistration link was incorrect; it was the OSF link for the OSF folder.,,0.02499219,0.004999938,631,2644,"Van Lange, P. A. M., De Bruin, E., Otten, W., & Joireman, J. A. (1997). Development of prosocial, individualistic, and competitive orientations: Theory and preliminary evidence. Journal of Personality and Social Psychology, 73(4), 733–746. https://doi.org/10.1037/0022-3514.73.4.733 Study 3",10.1037/0022-3514.73.4.733,"Van Lange, P. A. M., De Bruin, E., Otten, W., & Joireman, J. A. (1997). Development of prosocial, individualistic, and competitive orientations: Theory and preliminary evidence. Journal of Personality and Social Psychology, 73(4), 733–746. https://doi.org/10.1037/0022-3514.73.4.733",3,"Liu, Y., Wang, B., & Van Lange, P. a. M. (2022). The development of social value orientation: Attachment styles, number of siblings, age, and a comparison of measures. European Journal of Personality, 37(4), 402–417.",10.1177/08902070221094216,"Liu, Y., Wang, B., & Van Lange, P. a. M. (2022). The development of social value orientation: Attachment styles, number of siblings, age, and a comparison of measures. European Journal of Personality, 37(4), 402–417. https://doi.org/10.1177/08902070221094216",,,,0.05,d,0.01,d,,,,,,,,,,,https://osf.io/g9b7c/,,2,Prolific,1,,1,1,,,,,,,,,,,informative failure to replicate,https://osf.io/u6zw9,"(1) the sample of the study is from the US and UK instead of the Netherlands, thus the language used in the studies is different;(2) some of the measures (e.g., SLM for SVO, AAS and ECR-R for attachment) are not the same as the original study, but we include the measures used in the original study as well; (3) the original Studies 1 and 3 were conducted in paper-and-pencil, while the current studies were conducted online",,,,,,,,,,Journal of Personality and Social Psychology,1,1,,
2,LK,Individual submissions,Social Psychology,Social value orientation,social value orientation (SLM); total siblings; sample 2,prosocials have more siblings than individualists,,,,,only 544 participants in the original paper and 2483 in sample 2 were included in the analysis because of unclassified participants by TDM; number of competitors was very low.,Yi Liu,5/3/23 0:00,There are more effects in the original and the replication study which are not relevant to the main hypotheses. The preregistration link was incorrect; it was the OSF link for the OSF folder.,,0.15317095,0.059892291,631,2644,"Van Lange, P. A. M., De Bruin, E., Otten, W., & Joireman, J. A. (1997). Development of prosocial, individualistic, and competitive orientations: Theory and preliminary evidence. Journal of Personality and Social Psychology, 73(4), 733–746. https://doi.org/10.1037/0022-3514.73.4.733 Study 3",10.1037/0022-3514.73.4.733,"Van Lange, P. A. M., De Bruin, E., Otten, W., & Joireman, J. A. (1997). Development of prosocial, individualistic, and competitive orientations: Theory and preliminary evidence. Journal of Personality and Social Psychology, 73(4), 733–746. https://doi.org/10.1037/0022-3514.73.4.733",3,"Liu, Y., Wang, B., & Van Lange, P. a. M. (2022). The development of social value orientation: Attachment styles, number of siblings, age, and a comparison of measures. European Journal of Personality, 37(4), 402–417.",10.1177/08902070221094216,"Liu, Y., Wang, B., & Van Lange, P. a. M. (2022). The development of social value orientation: Attachment styles, number of siblings, age, and a comparison of measures. European Journal of Personality, 37(4), 402–417. https://doi.org/10.1177/08902070221094216",,,,0.31,d,0.12,d,,,,,,,,,,,https://osf.io/g9b7c/,,2,Prolific,1,,1,1,,,,,,,,,,,success,https://osf.io/u6zw9,"(1) the sample of the study is from the US and UK instead of the Netherlands, thus the language used in the studies is different;(2) some of the measures (e.g., SLM for SVO, AAS and ECR-R for attachment) are not the same as the original study, but we include the measures used in the original study as well; (3) the original Studies 1 and 3 were conducted in paper-and-pencil, while the current studies were conducted online",,,,,,,,,,Journal of Personality and Social Psychology,1,1,,
2,LK,Individual submissions,Social Psychology,Social value orientation,social value orientation (SLM); total siblings; sample 2,prosocials have more siblings than competitors,,,,,only 544 participants in the original paper and 2483 in sample 2 were included in the analysis because of unclassified participants by TDM; number of competitors was very low.,Yi Liu,5/3/23 0:00,There are more effects in the original and the replication study which are not relevant to the main hypotheses. The preregistration link was incorrect; it was the OSF link for the OSF folder.,,0.10934048,-0.326136346,631,2644,"Van Lange, P. A. M., De Bruin, E., Otten, W., & Joireman, J. A. (1997). Development of prosocial, individualistic, and competitive orientations: Theory and preliminary evidence. Journal of Personality and Social Psychology, 73(4), 733–746. https://doi.org/10.1037/0022-3514.73.4.733 Study 3",10.1037/0022-3514.73.4.733,"Van Lange, P. A. M., De Bruin, E., Otten, W., & Joireman, J. A. (1997). Development of prosocial, individualistic, and competitive orientations: Theory and preliminary evidence. Journal of Personality and Social Psychology, 73(4), 733–746. https://doi.org/10.1037/0022-3514.73.4.733",3,"Liu, Y., Wang, B., & Van Lange, P. a. M. (2022). The development of social value orientation: Attachment styles, number of siblings, age, and a comparison of measures. European Journal of Personality, 37(4), 402–417.",10.1177/08902070221094216,"Liu, Y., Wang, B., & Van Lange, P. a. M. (2022). The development of social value orientation: Attachment styles, number of siblings, age, and a comparison of measures. European Journal of Personality, 37(4), 402–417. https://doi.org/10.1177/08902070221094216",,,,0.22,d,-0.69,d,,,,,,,,,,,https://osf.io/g9b7c/,,2,Prolific,1,,1,1,,,,,,,,,,,success,https://osf.io/u6zw9,"(1) the sample of the study is from the US and UK instead of the Netherlands, thus the language used in the studies is different;(2) some of the measures (e.g., SLM for SVO, AAS and ECR-R for attachment) are not the same as the original study, but we include the measures used in the original study as well; (3) the original Studies 1 and 3 were conducted in paper-and-pencil, while the current studies were conducted online; (4) the replication study has a larger sample size",,,,,,,,,,Journal of Personality and Social Psychology,1,1,,
2,LK,Individual submissions,Social Psychology,Social value orientation,social value orientation (SLM); sister; sample 2,prosocials have more sisters than individualists,,,,,only 544 participants in the original paper and 2483 in sample 2 were included in the analysis because of unclassified participants by TDM; number of competitors was very low.,Yi Liu,5/3/23 0:00,There are more effects in the original and the replication study which are not relevant to the main hypotheses. The preregistration link was incorrect; it was the OSF link for the OSF folder.,,0.1579905,0.029986509,631,2644,"Van Lange, P. A. M., De Bruin, E., Otten, W., & Joireman, J. A. (1997). Development of prosocial, individualistic, and competitive orientations: Theory and preliminary evidence. Journal of Personality and Social Psychology, 73(4), 733–746. https://doi.org/10.1037/0022-3514.73.4.733 Study 3",10.1037/0022-3514.73.4.733,"Van Lange, P. A. M., De Bruin, E., Otten, W., & Joireman, J. A. (1997). Development of prosocial, individualistic, and competitive orientations: Theory and preliminary evidence. Journal of Personality and Social Psychology, 73(4), 733–746. https://doi.org/10.1037/0022-3514.73.4.733",3,"Liu, Y., Wang, B., & Van Lange, P. a. M. (2022). The development of social value orientation: Attachment styles, number of siblings, age, and a comparison of measures. European Journal of Personality, 37(4), 402–417.",10.1177/08902070221094216,"Liu, Y., Wang, B., & Van Lange, P. a. M. (2022). The development of social value orientation: Attachment styles, number of siblings, age, and a comparison of measures. European Journal of Personality, 37(4), 402–417. https://doi.org/10.1177/08902070221094216",,,,0.32,d,0.06,d,,,,,,,,,,,https://osf.io/g9b7c/,,2,Prolific,1,,1,1,,,,,,,,,,,informative failure to replicate,https://osf.io/u6zw9,"(1) the sample of the study is from the US and UK instead of the Netherlands, thus the language used in the studies is different;(2) some of the measures (e.g., SLM for SVO, AAS and ECR-R for attachment) are not the same as the original study, but we include the measures used in the original study as well; (3) the original Studies 1 and 3 were conducted in paper-and-pencil, while the current studies were conducted online",,,,,,,,,,Journal of Personality and Social Psychology,1,1,,
2,LK,Individual submissions,Social Psychology,Social value orientation,social value orientation (SLM); sister; sample 2,prosocials have more sisters than competitors,,,,,only 544 participants in the original paper and 2483 in sample 2 were included in the analysis because of unclassified participants by TDM; number of competitors was very low.,Yi Liu,5/3/23 0:00,There are more effects in the original and the replication study which are not relevant to the main hypotheses. The preregistration link was incorrect; it was the OSF link for the OSF folder.,,0.13864784,-0.282945147,631,2644,"Van Lange, P. A. M., De Bruin, E., Otten, W., & Joireman, J. A. (1997). Development of prosocial, individualistic, and competitive orientations: Theory and preliminary evidence. Journal of Personality and Social Psychology, 73(4), 733–746. https://doi.org/10.1037/0022-3514.73.4.733 Study 3",10.1037/0022-3514.73.4.733,"Van Lange, P. A. M., De Bruin, E., Otten, W., & Joireman, J. A. (1997). Development of prosocial, individualistic, and competitive orientations: Theory and preliminary evidence. Journal of Personality and Social Psychology, 73(4), 733–746. https://doi.org/10.1037/0022-3514.73.4.733",3,"Liu, Y., Wang, B., & Van Lange, P. a. M. (2022). The development of social value orientation: Attachment styles, number of siblings, age, and a comparison of measures. European Journal of Personality, 37(4), 402–417.",10.1177/08902070221094216,"Liu, Y., Wang, B., & Van Lange, P. a. M. (2022). The development of social value orientation: Attachment styles, number of siblings, age, and a comparison of measures. European Journal of Personality, 37(4), 402–417. https://doi.org/10.1177/08902070221094216",,,,0.28,d,-0.59,d,,,,,,,,,,,https://osf.io/g9b7c/,,2,Prolific,1,,1,1,,,,,,,,,,,success,https://osf.io/u6zw9,"(1) the sample of the study is from the US and UK instead of the Netherlands, thus the language used in the studies is different;(2) some of the measures (e.g., SLM for SVO, AAS and ECR-R for attachment) are not the same as the original study, but we include the measures used in the original study as well; (3) the original Studies 1 and 3 were conducted in paper-and-pencil, while the current studies were conducted online",,,,,,,,,,Journal of Personality and Social Psychology,1,1,,
2,LK,Individual submissions,Social Psychology,Social value orientation,social value orientation (SLM); older siblings; sample 2,prosocials have more older siblings than individualists,,,,,only 544 participants in the original paper and 2483 in sample 2 were included in the analysis because of unclassified participants by TDM; number of competitors was very low.,Yi Liu,5/3/23 0:00,There are more effects in the original and the replication study which are not relevant to the main hypotheses. The preregistration link was incorrect; it was the OSF link for the OSF folder.,,0.13864784,0.044954507,631,2644,"Van Lange, P. A. M., De Bruin, E., Otten, W., & Joireman, J. A. (1997). Development of prosocial, individualistic, and competitive orientations: Theory and preliminary evidence. Journal of Personality and Social Psychology, 73(4), 733–746. https://doi.org/10.1037/0022-3514.73.4.733 Study 3",10.1037/0022-3514.73.4.733,"Van Lange, P. A. M., De Bruin, E., Otten, W., & Joireman, J. A. (1997). Development of prosocial, individualistic, and competitive orientations: Theory and preliminary evidence. Journal of Personality and Social Psychology, 73(4), 733–746. https://doi.org/10.1037/0022-3514.73.4.733",3,"Liu, Y., Wang, B., & Van Lange, P. a. M. (2022). The development of social value orientation: Attachment styles, number of siblings, age, and a comparison of measures. European Journal of Personality, 37(4), 402–417.",10.1177/08902070221094216,"Liu, Y., Wang, B., & Van Lange, P. a. M. (2022). The development of social value orientation: Attachment styles, number of siblings, age, and a comparison of measures. European Journal of Personality, 37(4), 402–417. https://doi.org/10.1177/08902070221094216",,,,0.28,d,0.09,d,,,,,,,,,,,https://osf.io/g9b7c/,,2,Prolific,1,,1,1,,,,,,,,,,,informative failure to replicate,https://osf.io/u6zw9,"(1) the sample of the study is from the US and UK instead of the Netherlands, thus the language used in the studies is different;(2) some of the measures (e.g., SLM for SVO, AAS and ECR-R for attachment) are not the same as the original study, but we include the measures used in the original study as well; (3) the original Studies 1 and 3 were conducted in paper-and-pencil, while the current studies were conducted online",,,,,,,,,,Journal of Personality and Social Psychology,1,1,,
2,LK,Individual submissions,Social Psychology,Social value orientation,social value orientation (SLM); older siblings; sample 2,prosocials have more older siblings than competitors,,,,,only 544 participants in the original paper and 2483 in sample 2 were included in the analysis because of unclassified participants by TDM; number of competitors was very low.,Yi Liu,5/3/23 0:00,There are more effects in the original and the replication study which are not relevant to the main hypotheses. The preregistration link was incorrect; it was the OSF link for the OSF folder.,,0.02499219,-0.133786376,631,2644,"Van Lange, P. A. M., De Bruin, E., Otten, W., & Joireman, J. A. (1997). Development of prosocial, individualistic, and competitive orientations: Theory and preliminary evidence. Journal of Personality and Social Psychology, 73(4), 733–746. https://doi.org/10.1037/0022-3514.73.4.733 Study 3",10.1037/0022-3514.73.4.733,"Van Lange, P. A. M., De Bruin, E., Otten, W., & Joireman, J. A. (1997). Development of prosocial, individualistic, and competitive orientations: Theory and preliminary evidence. Journal of Personality and Social Psychology, 73(4), 733–746. https://doi.org/10.1037/0022-3514.73.4.733",3,"Liu, Y., Wang, B., & Van Lange, P. a. M. (2022). The development of social value orientation: Attachment styles, number of siblings, age, and a comparison of measures. European Journal of Personality, 37(4), 402–417.",10.1177/08902070221094216,"Liu, Y., Wang, B., & Van Lange, P. a. M. (2022). The development of social value orientation: Attachment styles, number of siblings, age, and a comparison of measures. European Journal of Personality, 37(4), 402–417. https://doi.org/10.1177/08902070221094216",,,,0.05,d,-0.27,d,,,,,,,,,,,https://osf.io/g9b7c/,,2,Prolific,1,,1,1,,,,,,,,,,,informative failure to replicate,https://osf.io/u6zw9,"(1) the sample of the study is from the US and UK instead of the Netherlands, thus the language used in the studies is different;(2) some of the measures (e.g., SLM for SVO, AAS and ECR-R for attachment) are not the same as the original study, but we include the measures used in the original study as well; (3) the original Studies 1 and 3 were conducted in paper-and-pencil, while the current studies were conducted online",,,,,,,,,,Journal of Personality and Social Psychology,1,1,,
1,CD,Individual submissions,,,binge-watching; self-determination theory; media psychology; well-being,binge-goal conflict,,,,,,Tobias Dienlin,4/13/23 0:00,,,0.65,0.47,499,668,"Granow, V. C., Reinecke, L., & Ziegele, M. (2018). Binge-Watching and Psychological Well-Being: Media Use Between Lack of Control and Perceived Autonomy. Communication Research Reports, 35(5), 392–401. https://doi.org/10.1080/08824096.2018.1525347",10.1080/08824096.2018.1525347,"Granow, V. C., Reinecke, L., & Ziegele, M. (2018). Binge-Watching and Psychological Well-Being: Media Use Between Lack of Control and Perceived Autonomy. Communication Research Reports, 35(5), 392–401. https://doi.org/10.1080/08824096.2018.1525347",,"Erdmann, E., & Dienlin, T. (2022). Binge-watching, self-determination, and well-being: A partially successful direct replication and extension of Granow et al. (2018). Journal of Media Psychology, 1864-1105/a000334. ",10.1027/1864-1105/a000334,"Erdmann, E., & Dienlin, T. (2022). Binge-watching, self-determination, and well-being: A partially successful direct replication and extension of Granow et al. (2018). Journal of Media Psychology, 1864-1105/a000334. https://doi.org/10.1027/1864-1105/a000334",,,,0.65,beta,0.47,beta,,,,,,,,,,,,,2,,2,,2,0,,,,,,,,,,,success,,"One item was changed in wording (""Based on feedback from the pretest, minor linguistic adjustments were made (e.g., “. . . I manage to distance myself from my (work) tasks” instead of “. . . dis- tance myself from work”) to ensure that non-working individuals also feel addressed.) The SEM that we fitted did not exactly represent the one in original study. In the original study several items were deleted to achieve good model fit. However, this procedure was not outlined in the paper, and we could not get the exact model from the original authors. In the original study, participants were collected via the sosci panel and additionally via Facebook. In the replication, participants were collected via Facebook.",,,,,,,,,,Communication Research Reports,1,1,10.1080/08824096.2018.1525347,
1,CD,Individual submissions,,,binge-watching; self-determination theory; media psychology; well-being,binge-autonomy,,,,,,Tobias Dienlin,4/13/23 0:00,,,0.15,0.34,499,668,"Granow, V. C., Reinecke, L., & Ziegele, M. (2018). Binge-Watching and Psychological Well-Being: Media Use Between Lack of Control and Perceived Autonomy. Communication Research Reports, 35(5), 392–401. https://doi.org/10.1080/08824096.2018.1525347",10.1080/08824096.2018.1525347,"Granow, V. C., Reinecke, L., & Ziegele, M. (2018). Binge-Watching and Psychological Well-Being: Media Use Between Lack of Control and Perceived Autonomy. Communication Research Reports, 35(5), 392–401. https://doi.org/10.1080/08824096.2018.1525347",,"Erdmann, E., & Dienlin, T. (2022). Binge-watching, self-determination, and well-being: A partially successful direct replication and extension of Granow et al. (2018). Journal of Media Psychology, 1864-1105/a000334. ",10.1027/1864-1105/a000334,"Erdmann, E., & Dienlin, T. (2022). Binge-watching, self-determination, and well-being: A partially successful direct replication and extension of Granow et al. (2018). Journal of Media Psychology, 1864-1105/a000334. https://doi.org/10.1027/1864-1105/a000334",,,,0.15,beta,0.34,beta,,,,,,,,,,,,,2,sosci_18,,,,0,,,,,,,,,,,success,,"One item was changed in wording (""Based on feedback from the pretest, minor linguistic adjustments were made (e.g., “. . . I manage to distance myself from my (work) tasks” instead of “. . . dis- tance myself from work”) to ensure that non-working individuals also feel addressed.) The SEM that we fitted did not exactly represent the one in original study. In the original study several items were deleted to achieve good model fit. However, this procedure was not outlined in the paper, and we could not get the exact model from the original authors. In the original study, participants were collected via the sosci panel and additionally via Facebook. In the replication, participants were collected via Facebook.",,,,,,,,,,Communication Research Reports,1,1,,
1,CD,Individual submissions,,,binge-watching; self-determination theory; media psychology; well-being,goal conflict-guilt,,,,,,Tobias Dienlin,4/13/23 0:00,,,0.47,0.19,499,668,"Granow, V. C., Reinecke, L., & Ziegele, M. (2018). Binge-Watching and Psychological Well-Being: Media Use Between Lack of Control and Perceived Autonomy. Communication Research Reports, 35(5), 392–401. https://doi.org/10.1080/08824096.2018.1525347",10.1080/08824096.2018.1525347,"Granow, V. C., Reinecke, L., & Ziegele, M. (2018). Binge-Watching and Psychological Well-Being: Media Use Between Lack of Control and Perceived Autonomy. Communication Research Reports, 35(5), 392–401. https://doi.org/10.1080/08824096.2018.1525347",,"Erdmann, E., & Dienlin, T. (2022). Binge-watching, self-determination, and well-being: A partially successful direct replication and extension of Granow et al. (2018). Journal of Media Psychology, 1864-1105/a000334. ",10.1027/1864-1105/a000334,"Erdmann, E., & Dienlin, T. (2022). Binge-watching, self-determination, and well-being: A partially successful direct replication and extension of Granow et al. (2018). Journal of Media Psychology, 1864-1105/a000334. https://doi.org/10.1027/1864-1105/a000334",,,,0.47,beta,0.19,beta,,,,,,,,,,,,,2,sosci_18,,,,0,,,,,,,,,,,success,,"One item was changed in wording (""Based on feedback from the pretest, minor linguistic adjustments were made (e.g., “. . . I manage to distance myself from my (work) tasks” instead of “. . . dis- tance myself from work”) to ensure that non-working individuals also feel addressed.) The SEM that we fitted did not exactly represent the one in original study. In the original study several items were deleted to achieve good model fit. However, this procedure was not outlined in the paper, and we could not get the exact model from the original authors. In the original study, participants were collected via the sosci panel and additionally via Facebook. In the replication, participants were collected via Facebook.",,,,,,,,,,Communication Research Reports,1,1,,
1,CD,Individual submissions,,,binge-watching; self-determination theory; media psychology; well-being,guilt-recovery,,,,,,Tobias Dienlin,4/13/23 0:00,,,-0.11,0.07,499,668,"Granow, V. C., Reinecke, L., & Ziegele, M. (2018). Binge-Watching and Psychological Well-Being: Media Use Between Lack of Control and Perceived Autonomy. Communication Research Reports, 35(5), 392–401. https://doi.org/10.1080/08824096.2018.1525347",10.1080/08824096.2018.1525347,"Granow, V. C., Reinecke, L., & Ziegele, M. (2018). Binge-Watching and Psychological Well-Being: Media Use Between Lack of Control and Perceived Autonomy. Communication Research Reports, 35(5), 392–401. https://doi.org/10.1080/08824096.2018.1525347",,"Erdmann, E., & Dienlin, T. (2022). Binge-watching, self-determination, and well-being: A partially successful direct replication and extension of Granow et al. (2018). Journal of Media Psychology, 1864-1105/a000334. ",10.1027/1864-1105/a000334,"Erdmann, E., & Dienlin, T. (2022). Binge-watching, self-determination, and well-being: A partially successful direct replication and extension of Granow et al. (2018). Journal of Media Psychology, 1864-1105/a000334. https://doi.org/10.1027/1864-1105/a000334",,,,-0.11,beta,0.07,beta,,,,,,,,,,,,,2,sosci_18,,,,0,,,,,,,,,,,informative failure to replicate,,"One item was changed in wording (""Based on feedback from the pretest, minor linguistic adjustments were made (e.g., “. . . I manage to distance myself from my (work) tasks” instead of “. . . dis- tance myself from work”) to ensure that non-working individuals also feel addressed.) The SEM that we fitted did not exactly represent the one in original study. In the original study several items were deleted to achieve good model fit. However, this procedure was not outlined in the paper, and we could not get the exact model from the original authors. In the original study, participants were collected via the sosci panel and additionally via Facebook. In the replication, participants were collected via Facebook.",,,,,,,,,,Communication Research Reports,1,1,,
1,CD,Individual submissions,,,binge-watching; self-determination theory; media psychology; well-being,autonomy-recovery,,,,,,Tobias Dienlin,4/13/23 0:00,,,0.27,0.64,499,668,"Granow, V. C., Reinecke, L., & Ziegele, M. (2018). Binge-Watching and Psychological Well-Being: Media Use Between Lack of Control and Perceived Autonomy. Communication Research Reports, 35(5), 392–401. https://doi.org/10.1080/08824096.2018.1525347",10.1080/08824096.2018.1525347,"Granow, V. C., Reinecke, L., & Ziegele, M. (2018). Binge-Watching and Psychological Well-Being: Media Use Between Lack of Control and Perceived Autonomy. Communication Research Reports, 35(5), 392–401. https://doi.org/10.1080/08824096.2018.1525347",,"Erdmann, E., & Dienlin, T. (2022). Binge-watching, self-determination, and well-being: A partially successful direct replication and extension of Granow et al. (2018). Journal of Media Psychology, 1864-1105/a000334. ",10.1027/1864-1105/a000334,"Erdmann, E., & Dienlin, T. (2022). Binge-watching, self-determination, and well-being: A partially successful direct replication and extension of Granow et al. (2018). Journal of Media Psychology, 1864-1105/a000334. https://doi.org/10.1027/1864-1105/a000334",,,,0.27,beta,0.64,beta,,,,,,,,,,,,,2,sosci_18,,,,0,,,,,,,,,,,success,,"One item was changed in wording (""Based on feedback from the pretest, minor linguistic adjustments were made (e.g., “. . . I manage to distance myself from my (work) tasks” instead of “. . . dis- tance myself from work”) to ensure that non-working individuals also feel addressed.) The SEM that we fitted did not exactly represent the one in original study. In the original study several items were deleted to achieve good model fit. However, this procedure was not outlined in the paper, and we could not get the exact model from the original authors. In the original study, participants were collected via the sosci panel and additionally via Facebook. In the replication, participants were collected via Facebook.",,,,,,,,,,Communication Research Reports,1,1,,
