description,result,original_n,original_es,original_es_type,original_es_95_CI,original_p_value,original_p_value_type,original_p_value_tails,replication_n,replication_es,replication_es_type,replication_es_95_CI,replication_p_value,replication_p_value_type,replication_p_value_tails,original_url,original_authors,original_title,original_journal,original_volume,original_issue,original_pages,original_year,replication_url
This study tested whether the kinase COT causes resistance to RAF inhibitors by reactivating the MAPK signaling pathway. Subexperiment #4: pERK levels in RPMI-7951 cells treated with MAP3K8 inhibitor (20 uM) compared to DMSO (mu=1),inconclusive,,,d,,,,,8,-0.9381665,d,"[-1.76044756, -0.07249739]",0.03277309,t,,https://doi.org/10.1038/nature09627,Cory M. Johannessen; Jesse S. Boehm; So Young Kim; Sapana Thomas; Leslie Wardwell; Laura A. Johnson; W. Marston Linehan; Nicolas Stransky; Alexandria P. Cogdill; Jordi Barretina; Giordano Caponigro; Haley Hieronymus; Ryan R. Murray; Kourosh Salehi‐Ashtiani; David E. Hill; Marc Vidal; Jean J. Zhao; Xiaoping Yang; Ozan Alkan; Sung Joon Kim; Jennifer L. Harris; Christopher J. Wilson; Vic E. Myer; Peter M. Finan; David E. Root; Thomas M. Roberts; Todd R. Golub; Keith T. Flaherty; Reinhard Dummer; Barbara L. Weber; William R. Sellers; Robert Schlegel; Jennifer A. Wargo; William C. Hahn; Levi A. Garraway,COT drives resistance to RAF inhibition through MAP kinase pathway reactivation,Nature,468,7326.0,968,2010,https://doi.org/10.7554/eLife.11414
This study tested whether a tumor-penetrating peptide (iRGD) can enhance chemotherapy drug delivery and efficacy. Subexperiment #1: DOX accumulation in prostate tumor tissue of DOX+PBS vs DOX+iRGD,failure,6.0,7.409639,Glass' delta,"[0.8898267, 14.37962]",0.0154218,t,,8,-0.3177959,Glass' delta,"[-1.700543, 1.113274]",0.7365876,t,,https://doi.org/10.1126/science.1183057,Kazuki N. Sugahara; Tambet Teesalu; Priya Karmali; Venkata Ramana Kotamraju; Lilach Agemy; Daniel Greenwald; Erkki Ruoslahti,Coadministration of a Tumor-Penetrating Peptide Enhances the Efficacy of Cancer Drugs,Science,328,5981.0,1031,2010,https://doi.org/10.7554/eLife.17584
This study tested whether a tumor-penetrating peptide (iRGD) can enhance chemotherapy drug delivery and efficacy. Subexperiment #2: Tumor weight of DOX+PBS vs DOX+iRGD,failure,20.0,1.610345,Glass' delta,"[0.4425053, 2.72709]",0.0005879201,t,,14,0.2240333,Glass' delta,"[-0.8398834, 1.270007]",0.825914,t,,https://doi.org/10.1126/science.1183057,Kazuki N. Sugahara; Tambet Teesalu; Priya Karmali; Venkata Ramana Kotamraju; Lilach Agemy; Daniel Greenwald; Erkki Ruoslahti,Coadministration of a Tumor-Penetrating Peptide Enhances the Efficacy of Cancer Drugs,Science,328,5981.0,1031,2010,https://doi.org/10.7554/eLife.17584
"This study tested whether a tumor-penetrating peptide (iRGD) can enhance chemotherapy drug delivery and efficacy. Subexperiment #3: Percent body weight shift of PBS, DOX+PBS, DOX+iRGD",success,30.0,0.05997818343,r,"[-0.3069231241, 0.4113586476]",0.9525123,F,,21,0.3951733628,r,"[-0.04402342131, 0.7063611971]",0.2333175,F,,https://doi.org/10.1126/science.1183057,Kazuki N. Sugahara; Tambet Teesalu; Priya Karmali; Venkata Ramana Kotamraju; Lilach Agemy; Daniel Greenwald; Erkki Ruoslahti,Coadministration of a Tumor-Penetrating Peptide Enhances the Efficacy of Cancer Drugs,Science,328,5981.0,1031,2010,https://doi.org/10.7554/eLife.17584
This study tested whether a tumor-penetrating peptide (iRGD) can enhance chemotherapy drug delivery and efficacy. Subexperiment #4: Prostate tumor apoptotic index of DOX+PBS vs DOX+iRGD,failure,20.0,2.298168,d,"[1.129156, 3.429967]",2.1e-05,t,,12,0.2512344,d,"[-0.8916921, 1.3818889]",0.669649,t,,https://doi.org/10.1126/science.1183057,Kazuki N. Sugahara; Tambet Teesalu; Priya Karmali; Venkata Ramana Kotamraju; Lilach Agemy; Daniel Greenwald; Erkki Ruoslahti,Coadministration of a Tumor-Penetrating Peptide Enhances the Efficacy of Cancer Drugs,Science,328,5981.0,1031,2010,https://doi.org/10.7554/eLife.17584
This study tested whether mutant IDH enzymes produce an abnormal metabolite (2-HG) that drives leukemia development. Subexperiment #1: Linear regression slopes of isocitrate-dependent NADPH production assay of wild-type IDH2 vs vector control,inconclusive,6.0,,Cliff's delta,,,,,14,1.0,Cliff's delta,"[0.9382054, 1.0]",0.0005827506,z,,https://doi.org/10.7554/elife.12626,Oliver Fiehn; Megan R. Showalter; Christine E Schaner-Tooley,Registered report: The common feature of leukemia-associated IDH1 and IDH2 mutations is a neomorphic enzyme activity converting alpha-ketoglutarate to 2-hydroxyglutarate,eLife,5,,,2016,https://doi.org/10.7554/eLife.26030
This study tested whether mutant IDH enzymes produce an abnormal metabolite (2-HG) that drives leukemia development. Subexperiment #2: Linear regression slopes of isocitrate-dependent NADPH production assay of R172K mutant IDH2 vs vector control,inconclusive,6.0,,Cliff's delta,,,,,14,0.5102041,Cliff's delta,"[-0.2080929, 0.8709953]",0.1282051,z,,https://doi.org/10.7554/elife.12626,Oliver Fiehn; Megan R. Showalter; Christine E Schaner-Tooley,Registered report: The common feature of leukemia-associated IDH1 and IDH2 mutations is a neomorphic enzyme activity converting alpha-ketoglutarate to 2-hydroxyglutarate,eLife,5,,,2016,https://doi.org/10.7554/eLife.26030
This study tested whether mutant IDH enzymes produce an abnormal metabolite (2-HG) that drives leukemia development. Subexperiment #3: Linear regression slopes of alpha-ketoglutarate-dependent NADPH consumption assay of wild-type IDH2 vs vector control,inconclusive,6.0,,Glass' delta,,,,,14,0.1273816,Glass' delta,"[-0.9277802, 1.172241]",0.7750359,t,,https://doi.org/10.7554/elife.12626,Oliver Fiehn; Megan R. Showalter; Christine E Schaner-Tooley,Registered report: The common feature of leukemia-associated IDH1 and IDH2 mutations is a neomorphic enzyme activity converting alpha-ketoglutarate to 2-hydroxyglutarate,eLife,5,,,2016,https://doi.org/10.7554/eLife.26030
This study tested whether mutant IDH enzymes produce an abnormal metabolite (2-HG) that drives leukemia development. Subexperiment #4: Linear regression slopes of alpha-ketoglutarate-dependent NADPH consumption assay of R172K mutant IDH2 vs vector control,inconclusive,6.0,,Glass' delta,,,,,14,8.311091,Glass' delta,"[3.634329, 13.0013]",0.000576582,t,,https://doi.org/10.7554/elife.12626,Oliver Fiehn; Megan R. Showalter; Christine E Schaner-Tooley,Registered report: The common feature of leukemia-associated IDH1 and IDH2 mutations is a neomorphic enzyme activity converting alpha-ketoglutarate to 2-hydroxyglutarate,eLife,5,,,2016,https://doi.org/10.7554/eLife.26030
This study tested whether mutant IDH enzymes produce an abnormal metabolite (2-HG) that drives leukemia development. Subexperiment #5: 2HG levels of R172K mutant IDH2 vs largest value observed in control/WT IDH2 cells,inconclusive,,,d,,,,,10,6.912087,d,"[3.71711, 10.10351]",4.14e-09,t,,https://doi.org/10.7554/elife.12626,Oliver Fiehn; Megan R. Showalter; Christine E Schaner-Tooley,Registered report: The common feature of leukemia-associated IDH1 and IDH2 mutations is a neomorphic enzyme activity converting alpha-ketoglutarate to 2-hydroxyglutarate,eLife,5,,,2016,https://doi.org/10.7554/eLife.26030
This study tested whether mutant IDH enzymes produce an abnormal metabolite (2-HG) that drives leukemia development. Subexperiment #6: 2HG levels of R132C mutant IDH1 vs largest value observed in WT IDH,failure,5.0,8.404241,d,"[2.83925, 14.08517]",4.72e-05,t,,4,2.234498,d,"[0.2632168, 4.1670553]",0.02087446,t,,https://doi.org/10.7554/elife.12626,Oliver Fiehn; Megan R. Showalter; Christine E Schaner-Tooley,Registered report: The common feature of leukemia-associated IDH1 and IDH2 mutations is a neomorphic enzyme activity converting alpha-ketoglutarate to 2-hydroxyglutarate,eLife,5,,,2016,https://doi.org/10.7554/eLife.26030
This study tested whether mutant IDH enzymes produce an abnormal metabolite (2-HG) that drives leukemia development. Subexperiment #7: 2HG levels of R172K mutant IDH2 vs largest value observed in WT IDH,success,9.0,6.745624,d,"[3.446096, 10.044942]",3.71e-08,t,,4,4.595493,d,"[1.053507, 8.224204]",0.002723826,t,,https://doi.org/10.7554/elife.12626,Oliver Fiehn; Megan R. Showalter; Christine E Schaner-Tooley,Registered report: The common feature of leukemia-associated IDH1 and IDH2 mutations is a neomorphic enzyme activity converting alpha-ketoglutarate to 2-hydroxyglutarate,eLife,5,,,2016,https://doi.org/10.7554/eLife.26030
This study tested whether mutant IDH enzymes produce an abnormal metabolite (2-HG) that drives leukemia development. Subexperiment #8: 2HG levels of R132C mutant IDH1 or R172K mutant IDH2 vs largest value observed in WT IDH,success,14.0,4.361155,d,"[2.617673, 6.089983]",4.86e-10,t,,8,3.086355,d,"[1.349622, 4.797836]",5.2e-05,t,,https://doi.org/10.7554/elife.12626,Oliver Fiehn; Megan R. Showalter; Christine E Schaner-Tooley,Registered report: The common feature of leukemia-associated IDH1 and IDH2 mutations is a neomorphic enzyme activity converting alpha-ketoglutarate to 2-hydroxyglutarate,eLife,5,,,2016,https://doi.org/10.7554/eLife.26030
This study tested whether blocking BET bromodomain proteins could suppress the cancer-promoting gene c-Myc. Subexperiment #1: Relative MYC expression of MM.1S cells harvested 1 hr after (+)-JQ1 treatment vs cells 0 hr after (+)-JQ1 treatment,failure,2.0,2.482988,dz,"[-0.5946068, 5.7866542]",0.1766213,t,,5,17.40596,dz,"[6.015823, 28.411386]",2.6e-06,t,,https://doi.org/10.1016/j.cell.2011.08.017,Jake Delmore; Ghayas C. Issa; Madeleine E. Lemieux; Peter B. Rahl; Junwei Shi; Hannah M. Jacobs; Efstathios Kastritis; Timothy Gilpatrick; Ronald M. Paranal; Jun Qi; Marta Chesi; Anna C. Schinzel; Michael R. McKeown; Timothy P. Heffernan; Christopher R. Vakoc; P. Leif Bergsagel; Irene M. Ghobrial; Paul G. Richardson; Richard A. Young; William C. Hahn; Kenneth C. Anderson; Andrew L. Kung; James E. Bradner; Constantine S. Mitsiades,BET Bromodomain Inhibition as a Therapeutic Strategy to Target c-Myc,Cell,146,6.0,904,2011,https://doi.org/10.7554/eLife.21253
This study tested whether blocking BET bromodomain proteins could suppress the cancer-promoting gene c-Myc. Subexperiment #2: Relative MYC expression of MM.1S cells harvested 8 hr after (+)-JQ1 treatment vs cells 0 hr after (+)-JQ1 treatment,failure,2.0,2.411988,dz,"[-0.605721, 5.633767]",0.1815468,t,,5,11.224173,dz,"[3.841858, 18.349709]",1.5e-05,t,,https://doi.org/10.1016/j.cell.2011.08.017,Jake Delmore; Ghayas C. Issa; Madeleine E. Lemieux; Peter B. Rahl; Junwei Shi; Hannah M. Jacobs; Efstathios Kastritis; Timothy Gilpatrick; Ronald M. Paranal; Jun Qi; Marta Chesi; Anna C. Schinzel; Michael R. McKeown; Timothy P. Heffernan; Christopher R. Vakoc; P. Leif Bergsagel; Irene M. Ghobrial; Paul G. Richardson; Richard A. Young; William C. Hahn; Kenneth C. Anderson; Andrew L. Kung; James E. Bradner; Constantine S. Mitsiades,BET Bromodomain Inhibition as a Therapeutic Strategy to Target c-Myc,Cell,146,6.0,904,2011,https://doi.org/10.7554/eLife.21253
This study tested whether blocking BET bromodomain proteins could suppress the cancer-promoting gene c-Myc. Subexperiment #3: Overall survival of (+)-JQ1 vs vehicle control,failure,19.0,25.92992,HR,"[5.484926, 122.583391]",4e-05,chi-squared,,24,3.754594,HR,"[1.193745, 11.809033]",0.02364086,chi-squared,,https://doi.org/10.1016/j.cell.2011.08.017,Jake Delmore; Ghayas C. Issa; Madeleine E. Lemieux; Peter B. Rahl; Junwei Shi; Hannah M. Jacobs; Efstathios Kastritis; Timothy Gilpatrick; Ronald M. Paranal; Jun Qi; Marta Chesi; Anna C. Schinzel; Michael R. McKeown; Timothy P. Heffernan; Christopher R. Vakoc; P. Leif Bergsagel; Irene M. Ghobrial; Paul G. Richardson; Richard A. Young; William C. Hahn; Kenneth C. Anderson; Andrew L. Kung; James E. Bradner; Constantine S. Mitsiades,BET Bromodomain Inhibition as a Therapeutic Strategy to Target c-Myc,Cell,146,6.0,904,2011,https://doi.org/10.7554/eLife.21253
This study tested whether blocking BET bromodomain proteins could suppress the cancer-promoting gene c-Myc. Subexperiment #4: Bioluminescence (tumor burden) of (+)-JQ1 vs vehicle control,failure,19.0,2.297534,d,"[1.09556, 3.460222]",0.0001094824,t,,18,0.557773,d,"[-0.417364, 1.516296]",0.2655945,t,,https://doi.org/10.1016/j.cell.2011.08.017,Jake Delmore; Ghayas C. Issa; Madeleine E. Lemieux; Peter B. Rahl; Junwei Shi; Hannah M. Jacobs; Efstathios Kastritis; Timothy Gilpatrick; Ronald M. Paranal; Jun Qi; Marta Chesi; Anna C. Schinzel; Michael R. McKeown; Timothy P. Heffernan; Christopher R. Vakoc; P. Leif Bergsagel; Irene M. Ghobrial; Paul G. Richardson; Richard A. Young; William C. Hahn; Kenneth C. Anderson; Andrew L. Kung; James E. Bradner; Constantine S. Mitsiades,BET Bromodomain Inhibition as a Therapeutic Strategy to Target c-Myc,Cell,146,6.0,904,2011,https://doi.org/10.7554/eLife.21253
This study tested whether loss of caveolin-1 in stromal cells promotes tumor invasion by stiffening the tumor microenvironment. Subexperiment #1: Primary tumor growth between LM-4175 with or without Cav1 WT or Cav1 KO pMEFs,success,34.0,0.1680213,r,"[-0.1803942, 0.4789723]",0.6415434,chi-squared,,61,0.02751682,r,"[-0.225869, 0.2774153]",0.9782731,chi-squared,,https://doi.org/10.1016/j.cell.2011.05.040,Jacky G. Goetz; Susana Minguet; Inmaculada Navarro‐Lérida; Juan José Lazcano; Rafael Samaniego; Enrique Calvo; Marta Tello; Teresa Osteso-Ibáñez; Teijo Pellinen; Asier Echarri; Ana Cerezo; Andres J. Klein‐Szanto; Ricardo Garcı́a; Patricia J. Keely; Paloma Sánchez‐Mateos; Edna Cukierman; Miguel Á. del Pozo,Biomechanical Remodeling of the Microenvironment by Stromal Caveolin-1 Favors Tumor Invasion and Metastasis,Cell,146,1.0,148,2011,https://doi.org/10.7554/eLife.45120
This study tested whether loss of caveolin-1 in stromal cells promotes tumor invasion by stiffening the tumor microenvironment. Subexperiment #2: Total metastatic foci per mouse of LM-4175 vs LM-4175 + Cav1 WT,failure,18.0,0.8888889,Cliff's delta,"[0.469068, 0.9810331]",0.001023486,z,,36,0.2076923,Cliff's delta,"[-0.07528094, 0.45970759]",0.327788,z,,https://doi.org/10.1016/j.cell.2011.05.040,Jacky G. Goetz; Susana Minguet; Inmaculada Navarro‐Lérida; Juan José Lazcano; Rafael Samaniego; Enrique Calvo; Marta Tello; Teresa Osteso-Ibáñez; Teijo Pellinen; Asier Echarri; Ana Cerezo; Andres J. Klein‐Szanto; Ricardo Garcı́a; Patricia J. Keely; Paloma Sánchez‐Mateos; Edna Cukierman; Miguel Á. del Pozo,Biomechanical Remodeling of the Microenvironment by Stromal Caveolin-1 Favors Tumor Invasion and Metastasis,Cell,146,1.0,148,2011,https://doi.org/10.7554/eLife.45120
This study tested whether loss of caveolin-1 in stromal cells promotes tumor invasion by stiffening the tumor microenvironment. Subexperiment #3: Total metastatic foci per mouse of LM-4175 vs LM-4175 + Cav1 KO,success,21.0,0.4222222,Cliff's delta,"[-0.0821183, 0.7544005]",0.1460453,z,,35,0.404,Cliff's delta,"[0.09630774, 0.64121404]",0.0623144,z,,https://doi.org/10.1016/j.cell.2011.05.040,Jacky G. Goetz; Susana Minguet; Inmaculada Navarro‐Lérida; Juan José Lazcano; Rafael Samaniego; Enrique Calvo; Marta Tello; Teresa Osteso-Ibáñez; Teijo Pellinen; Asier Echarri; Ana Cerezo; Andres J. Klein‐Szanto; Ricardo Garcı́a; Patricia J. Keely; Paloma Sánchez‐Mateos; Edna Cukierman; Miguel Á. del Pozo,Biomechanical Remodeling of the Microenvironment by Stromal Caveolin-1 Favors Tumor Invasion and Metastasis,Cell,146,1.0,148,2011,https://doi.org/10.7554/eLife.45120
This study tested whether loss of caveolin-1 in stromal cells promotes tumor invasion by stiffening the tumor microenvironment. Subexperiment #4: Total metastatic foci per mouse of LM-4175 + Cav1 WT vs LM-4175 + Cav1 KO,failure,27.0,0.4777778,Cliff's delta,"[0.03119762, 0.76534551]",0.03519667,z,,51,-0.1984615,Cliff's delta,"[-0.4731837, 0.1114388]",0.2227251,z,,https://doi.org/10.1016/j.cell.2011.05.040,Jacky G. Goetz; Susana Minguet; Inmaculada Navarro‐Lérida; Juan José Lazcano; Rafael Samaniego; Enrique Calvo; Marta Tello; Teresa Osteso-Ibáñez; Teijo Pellinen; Asier Echarri; Ana Cerezo; Andres J. Klein‐Szanto; Ricardo Garcı́a; Patricia J. Keely; Paloma Sánchez‐Mateos; Edna Cukierman; Miguel Á. del Pozo,Biomechanical Remodeling of the Microenvironment by Stromal Caveolin-1 Favors Tumor Invasion and Metastasis,Cell,146,1.0,148,2011,https://doi.org/10.7554/eLife.45120
This study tested whether loss of caveolin-1 in stromal cells promotes tumor invasion by stiffening the tumor microenvironment. Subexperiment #5: Percent of fibronectin fibers within +/- 20 degrees from LM-4175 vs LM-4175 + Cav1 WT,failure,13.0,1.0,Cliff's delta,"[0.9176244, 1.0]",0.001554002,z,,13,0.05,Cliff's delta,"[-0.6029312, 0.6628181]",0.9432789,z,,https://doi.org/10.1016/j.cell.2011.05.040,Jacky G. Goetz; Susana Minguet; Inmaculada Navarro‐Lérida; Juan José Lazcano; Rafael Samaniego; Enrique Calvo; Marta Tello; Teresa Osteso-Ibáñez; Teijo Pellinen; Asier Echarri; Ana Cerezo; Andres J. Klein‐Szanto; Ricardo Garcı́a; Patricia J. Keely; Paloma Sánchez‐Mateos; Edna Cukierman; Miguel Á. del Pozo,Biomechanical Remodeling of the Microenvironment by Stromal Caveolin-1 Favors Tumor Invasion and Metastasis,Cell,146,1.0,148,2011,https://doi.org/10.7554/eLife.45120
This study tested whether loss of caveolin-1 in stromal cells promotes tumor invasion by stiffening the tumor microenvironment. Subexperiment #6: Percent of fibronectin fibers within +/- 20 degrees from LM-4175 + Cav1 WT vs LM-4175 + Cav1 KO,success,18.0,0.7,Cliff's delta,"[0.2140474, 0.908207]",0.01165501,z,,15,0.5357143,Cliff's delta,"[-0.0736732, 0.8538133]",0.09386169,z,,https://doi.org/10.1016/j.cell.2011.05.040,Jacky G. Goetz; Susana Minguet; Inmaculada Navarro‐Lérida; Juan José Lazcano; Rafael Samaniego; Enrique Calvo; Marta Tello; Teresa Osteso-Ibáñez; Teijo Pellinen; Asier Echarri; Ana Cerezo; Andres J. Klein‐Szanto; Ricardo Garcı́a; Patricia J. Keely; Paloma Sánchez‐Mateos; Edna Cukierman; Miguel Á. del Pozo,Biomechanical Remodeling of the Microenvironment by Stromal Caveolin-1 Favors Tumor Invasion and Metastasis,Cell,146,1.0,148,2011,https://doi.org/10.7554/eLife.45120
This study tested whether loss of caveolin-1 in stromal cells promotes tumor invasion by stiffening the tumor microenvironment. Subexperiment #7: Correlation of percent of fibronectin fibers within +/- 20 degrees and number of metastasis,reversal,25.0,0.6766662,Spearman's r,"[0.3842812, 0.8456849]",0.0002038955,rho,,20,-0.5003121,Spearman's r,"[-0.77192894, -0.07422445]",0.02466544,rho,,https://doi.org/10.1016/j.cell.2011.05.040,Jacky G. Goetz; Susana Minguet; Inmaculada Navarro‐Lérida; Juan José Lazcano; Rafael Samaniego; Enrique Calvo; Marta Tello; Teresa Osteso-Ibáñez; Teijo Pellinen; Asier Echarri; Ana Cerezo; Andres J. Klein‐Szanto; Ricardo Garcı́a; Patricia J. Keely; Paloma Sánchez‐Mateos; Edna Cukierman; Miguel Á. del Pozo,Biomechanical Remodeling of the Microenvironment by Stromal Caveolin-1 Favors Tumor Invasion and Metastasis,Cell,146,1.0,148,2011,https://doi.org/10.7554/eLife.45120
"This study tested whether computational analysis of gene expression data can identify new uses for existing drugs, specifically cimetidine for lung cancer. Subexperiment #1: Relative tumor volume of A549 xenografts treated with cimetidine vs vehicle",success,12.0,1.355951,d,"[0.05518853, 2.60415546]",0.04073944,t,,27,0.928691,d,"[0.1232132, 1.7175443]",0.02357807,t,,https://doi.org/10.1126/scitranslmed.3001318,Marina Sirota; Joel T. Dudley; Jeewon Kim; Annie Chiang; Alex A. Morgan; E. Alejandro Sweet‐Cordero; Julien Sage; Atul J. Butte,Discovery and Preclinical Validation of Drug Indications Using Compendia of Public Gene Expression Data,Science Translational Medicine,3,96.0,96ra77,2011,https://doi.org/10.7554/eLife.17044
"This study tested whether computational analysis of gene expression data can identify new uses for existing drugs, specifically cimetidine for lung cancer. Subexperiment #2: Relative tumor volume of A549 xenografts treated with DOX vs vehicle",success,12.0,3.004983,d,"[1.251697, 4.695657]",0.0003985327,t,,18,1.263148,d,"[0.05315685, 2.43910131]",0.04057874,t,,https://doi.org/10.1126/scitranslmed.3001318,Marina Sirota; Joel T. Dudley; Jeewon Kim; Annie Chiang; Alex A. Morgan; E. Alejandro Sweet‐Cordero; Julien Sage; Atul J. Butte,Discovery and Preclinical Validation of Drug Indications Using Compendia of Public Gene Expression Data,Science Translational Medicine,3,96.0,96ra77,2011,https://doi.org/10.7554/eLife.17044
"This study tested whether computational analysis of gene expression data can identify new uses for existing drugs, specifically cimetidine for lung cancer. Subexperiment #3: Relative tumor volume of ACHN xenografts treated with cimetidine vs vehicle",failure,12.0,0.6081211,d,"[-0.5678437, 1.7556535]",0.31699,t,,30,-0.181138,d,"[-0.8967692, 0.5376991]",0.4863648,z,,https://doi.org/10.1126/scitranslmed.3001318,Marina Sirota; Joel T. Dudley; Jeewon Kim; Annie Chiang; Alex A. Morgan; E. Alejandro Sweet‐Cordero; Julien Sage; Atul J. Butte,Discovery and Preclinical Validation of Drug Indications Using Compendia of Public Gene Expression Data,Science Translational Medicine,3,96.0,96ra77,2011,https://doi.org/10.7554/eLife.17044
This study tested whether a pseudogene (PTENP1) can regulate the tumor suppressor PTEN by competing for microRNA binding. Subexperiment #1: PTEN-3'UTR luciferase reporter activity of siNC vs siSERINC1,failure,8.0,3.616474,d,"[1.147255, 6.003115]",0.002190081,t,,8,-0.1249458,d,"[-1.507507, 1.267743]",0.8655577,t,,https://doi.org/10.1016/j.cell.2011.09.029,Yvonne Tay; Lev M. Kats; Leonardo Salmena; Dror Weiss; Shen Mynn Tan; Ugo Ala; Florian A. Karreth; Laura Poliseno; Paolo Provero; Ferdinando Di Cunto; Judy Lieberman; Isidore Rigoutsos; Pier Paolo Pandolfi,Coding-Independent Regulation of the Tumor Suppressor PTEN by Competing Endogenous mRNAs,Cell,147,2.0,344,2011,https://doi.org/10.7554/eLife.56651
This study tested whether a pseudogene (PTENP1) can regulate the tumor suppressor PTEN by competing for microRNA binding. Subexperiment #2: PTEN-3'UTR luciferase reporter activity of siNC vs siZNF460,success,8.0,0.9328917,d,"[-0.5789872, 2.378636]",0.2351748,t,,8,0.6358212,d,"[-0.8181923, 2.041438]",0.4031949,t,,https://doi.org/10.1016/j.cell.2011.09.029,Yvonne Tay; Lev M. Kats; Leonardo Salmena; Dror Weiss; Shen Mynn Tan; Ugo Ala; Florian A. Karreth; Laura Poliseno; Paolo Provero; Ferdinando Di Cunto; Judy Lieberman; Isidore Rigoutsos; Pier Paolo Pandolfi,Coding-Independent Regulation of the Tumor Suppressor PTEN by Competing Endogenous mRNAs,Cell,147,2.0,344,2011,https://doi.org/10.7554/eLife.56651
This study tested whether a pseudogene (PTENP1) can regulate the tumor suppressor PTEN by competing for microRNA binding. Subexperiment #3: PTEN-3'UTR luciferase reporter activity of siNC vs siVAPA,failure,8.0,5.653017,Glass' delta,"[1.227296, 10.16045]",0.0007419815,t,,8,0.1556105,Glass' delta,"[-1.2475, 1.534436]",0.8291362,t,,https://doi.org/10.1016/j.cell.2011.09.029,Yvonne Tay; Lev M. Kats; Leonardo Salmena; Dror Weiss; Shen Mynn Tan; Ugo Ala; Florian A. Karreth; Laura Poliseno; Paolo Provero; Ferdinando Di Cunto; Judy Lieberman; Isidore Rigoutsos; Pier Paolo Pandolfi,Coding-Independent Regulation of the Tumor Suppressor PTEN by Competing Endogenous mRNAs,Cell,147,2.0,344,2011,https://doi.org/10.7554/eLife.56651
This study tested whether a pseudogene (PTENP1) can regulate the tumor suppressor PTEN by competing for microRNA binding. Subexperiment #4: PTEN-3'UTR luciferase reporter activity of siNC vs siCNOT6L,failure,8.0,3.252155,Glass' delta,"[0.407338, 6.0475]",0.004015118,t,,8,0.3363867,Glass' delta,"[-1.098502, 1.720333]",0.6850368,t,,https://doi.org/10.1016/j.cell.2011.09.029,Yvonne Tay; Lev M. Kats; Leonardo Salmena; Dror Weiss; Shen Mynn Tan; Ugo Ala; Florian A. Karreth; Laura Poliseno; Paolo Provero; Ferdinando Di Cunto; Judy Lieberman; Isidore Rigoutsos; Pier Paolo Pandolfi,Coding-Independent Regulation of the Tumor Suppressor PTEN by Competing Endogenous mRNAs,Cell,147,2.0,344,2011,https://doi.org/10.7554/eLife.56651
This study tested whether a pseudogene (PTENP1) can regulate the tumor suppressor PTEN by competing for microRNA binding. Subexperiment #5: PTEN-3'UTR luciferase reporter activity of siNC vs siPTEN,success,8.0,8.586207,Glass' delta,"[2.109776, 15.2773]",0.0003724277,t,,8,2.484508,Glass' delta,"[0.1009866, 4.77607]",0.02857143,z,,https://doi.org/10.1016/j.cell.2011.09.029,Yvonne Tay; Lev M. Kats; Leonardo Salmena; Dror Weiss; Shen Mynn Tan; Ugo Ala; Florian A. Karreth; Laura Poliseno; Paolo Provero; Ferdinando Di Cunto; Judy Lieberman; Isidore Rigoutsos; Pier Paolo Pandolfi,Coding-Independent Regulation of the Tumor Suppressor PTEN by Competing Endogenous mRNAs,Cell,147,2.0,344,2011,https://doi.org/10.7554/eLife.56651
This study tested whether a pseudogene (PTENP1) can regulate the tumor suppressor PTEN by competing for microRNA binding. Subexperiment #6: PTEN-3'UTR luciferase reporter activity of EV vs SERINC1-3'UTR,reversal,8.0,2.704109,d,"[0.6200775, 4.693687]",0.008718023,t,,12,-1.917353,d,"[-3.289486, -0.484107]",0.007735024,t,,https://doi.org/10.1016/j.cell.2011.09.029,Yvonne Tay; Lev M. Kats; Leonardo Salmena; Dror Weiss; Shen Mynn Tan; Ugo Ala; Florian A. Karreth; Laura Poliseno; Paolo Provero; Ferdinando Di Cunto; Judy Lieberman; Isidore Rigoutsos; Pier Paolo Pandolfi,Coding-Independent Regulation of the Tumor Suppressor PTEN by Competing Endogenous mRNAs,Cell,147,2.0,344,2011,https://doi.org/10.7554/eLife.56651
This study tested whether a pseudogene (PTENP1) can regulate the tumor suppressor PTEN by competing for microRNA binding. Subexperiment #7: PTEN-3'UTR luciferase reporter activity of EV vs VAPA-3'UTR1,failure,8.0,4.625142,Glass' delta,"[0.8937053, 8.384744]",0.01214254,t,,12,-1.441733,Glass' delta,"[-2.826101, 0.02658932]",0.0106408,t,,https://doi.org/10.1016/j.cell.2011.09.029,Yvonne Tay; Lev M. Kats; Leonardo Salmena; Dror Weiss; Shen Mynn Tan; Ugo Ala; Florian A. Karreth; Laura Poliseno; Paolo Provero; Ferdinando Di Cunto; Judy Lieberman; Isidore Rigoutsos; Pier Paolo Pandolfi,Coding-Independent Regulation of the Tumor Suppressor PTEN by Competing Endogenous mRNAs,Cell,147,2.0,344,2011,https://doi.org/10.7554/eLife.56651
