replication_doi,replication_url,replication_title,replication_journal,contains_replications,original_url,original_authors,original_title,original_journal,original_volume,original_issue,original_pages,original_year,description,result,replication_type,discipline,subdiscipline,justification,confidence,original_n,original_es,original_es_type,original_es_95_CI,original_p_value,original_p_value_type,original_p_value_tails,replication_n,replication_es,replication_es_type,replication_es_95_CI,replication_p_value,replication_p_value_type,replication_p_value_tails,version
10.1037/a0028216,https://doi.org/10.1037/a0028216,,,True,https://doi.org/10.1111/j.1467-9280.2008.02137,"Magen, E.; Dweck, C.; Gross, J.",Representing a single choice as an extended sequence reduces impulsive choice,Psychological Science,19,,648-649,2008,Making zero outcomes explicit in intertemporal choices (turning single outcomes into sequences) increases preference for the larger-but-later option,success,direct,psychology,cognitive psychology,,high,,,,,,,,277,,,,0.005,<,,
10.1037/a0028216,https://doi.org/10.1037/a0028216,,,True,https://doi.org/10.1017/s193029750000406x,"Rao, L.; Li, S.",New paradoxes in intertemporal choice,Judgment and Decision Making,6,2,122-129,2011,Adding a common amount to the immediate outcomes of both options in an intertemporal choice decreases preference for the larger-but-later option,success,direct,psychology,cognitive psychology,,high,,,,,,,,277,,,,0.005,<,,
10.1037/a0028216,https://doi.org/10.1037/a0028216,,,True,https://doi.org/10.1509/jmkr.48.2.282,"Urminsky, O.; Kivetz, R.","Scope insensitivity and the ""mere token",Journal of Marketing Research,48,,282-295,2011,"Adding a small early outcome (token) to both options in an intertemporal choice increases preference for the larger-but-later option, with preference being insensitive to the magnitude of the token",inconclusive,close,psychology,cognitive psychology,,high,,,,,,,,349,,,,0.10,<,,
10.1037/a0028585,https://doi.org/10.1037/a0028585,,,True,https://doi.org/10.1207/s15327752jpa8701_10,"Stredny, R.; Archer, R.; Mason, J.",MMPI-2 and MCMI-III characteristics of parental competency examinees,Journal of Personality Assessment,87,1,113-115,2006,"Parents undergoing court-mandated parental competency evaluations exhibit specific MMPI-2 score patterns on clinical, validity, and restructured clinical scales",success,direct,psychology,clinical psychology,,high,127,,,,,,,136,0.4,d,,0.003,<,two-sided,
10.1037/a0029406,https://doi.org/10.1037/a0029406,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1037/a0029513,https://doi.org/10.1037/a0029513,,,True,https://doi.org/10.1111/1468-0475.t01-1-00007,"Albers, W.; Pope, R.; Selten, R.; Vogt, B.",Experimental evidence for attractions to chance,German Economic Review,1,,113-130,2000,"Risk-averse decision makers show attraction to chance by choosing to play symmetric lotteries of the form {.5, Y+X; .5, Y-X} where X>0, despite revealing risk-averse preferences in standard lottery elicitation tasks",success,direct,economics,behavioral economics,,high,,,,,,,,50,,,,0.01,<,,
10.1037/a0030530,https://doi.org/10.1037/a0030530,,,True,https://doi.org/10.1037/a0026099,"Morsanyi, K.; Handley, S.",Logic feels so good-I like it! Evidence for intuitive detection of logicality in syllogistic reasoning,"Journal of Experimental Psychology: Leaming, Memory",38,,596-616,2012,"People can intuitively detect the logical validity of difficult syllogisms via small changes in affective state, as measured by liking ratings of syllogism conclusions",failure,close,psychology,cognitive psychology,,high,,0.14,etasq,,,,,40,0.08,etasq,,0.001,<,,
10.1037/a0033323,https://doi.org/10.1037/a0033323,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1037/a0034376,https://doi.org/10.1037/a0034376,,,True,https://doi.org/10.1037/a0023222,"Berry, C.; Clark, M.; McClure, T.",Racial/ethnic differences in the criterion-related validity of cognitive ability tests: A qualitative and quantitative review,Journal of Applied Psychology,96,,881-906,2011,"Cognitive ability tests have lower observed criterion-related validity (test-criterion correlations) for Black and Hispanic subgroups compared to White and Asian subgroups across college admissions, civilian employment, and military domains",success,close,psychology,social psychology,,high,,,,,,,,1000000,,,,,,,
10.1037/a0034748,https://doi.org/10.1037/a0034748,,,True,https://doi.org/10.1037/a0018937,"Wiseman, Matthew C.; Moradi, Bonnie",Body image and eating disorder symptoms in sexual minority men: a test and extension of objectification theory,Journal of Counseling Psychology,57,2,154-166,2010,"Sexual objectification experiences, internalization of sociocultural standards of attractiveness, body surveillance, and body shame predict eating disorder symptoms in sexual minority individuals",inconclusive,close,psychology,social psychology,,high,,,,,,,,316,,,,,,,
10.1037/a0036079,https://doi.org/10.1037/a0036079,,,True,https://doi.org/10.1037/a0023527,"Bargh, J.; Shalev, I.",The substitutability of physical and social warmth in daily life,Emotion,12,1,154-162,2012,"Trait loneliness is positively associated with physical warmth extraction from bathing (frequency, duration, and water temperature of showers and baths)",failure,direct,psychology,social psychology,,high,92,0.47,r,,,,,3073,0.050,r,"[-0.024, 0.123]",0.186,=,,
10.1037/a0038159,https://doi.org/10.1037/a0038159,,,True,https://doi.org/10.1037/a0019219,"Stephen, D. G.; Arzamarski, R.; Michaels, C. F.",The role of fractality in perceptual learning: exploration in dynamic touch,Journal of Experimental Psychology: Human Perception and Performance,36,5,1161-1173,2010,Fractal temporal correlations in hand-wielding movements moderate the effect of inertial moments on haptic length judgments in dynamic touch tasks,success,close,psychology,cognitive psychology,,high,,,,,,,,14,,,,0.01,<,,
10.1037/a0038159,https://doi.org/10.1037/a0038159,,,True,https://doi.org/10.3758/S13414-011-0142-6,"Stephen, D. G.; Hajnal, A.",Transfer of calibration between hand and foot: functional equivalence and fractal fluctuations,Perception & Psychophysics,73,,1302-1328,2011,Fractal temporal correlations in hand-wielding movements moderate the effect of inertial moments on haptic length judgments in dynamic touch tasks,success,close,psychology,cognitive psychology,,high,,,,,,,,14,,,,0.01,<,,
10.1037/a0039508,https://doi.org/10.1037/a0039508,,,True,https://doi.org/10.1037/a0017400,"Chao, H.",Inhibition of return to negative emotion: Evidence from an emotional expression detection task,Emotion,10,,272-277,2010,"Following a negative emotional cue, participants are slower to respond to negative targets than positive targets (inhibition of return to negative emotions), and following a positive cue, participants are faster to respond to positive targets than negative targets",failure,direct,psychology,cognitive psychology,,high,,,,,,,,29,0.80,d,,0.0005,<,,
10.1037/abn0000144,https://doi.org/10.1037/abn0000144,,,True,https://doi.org/10.1521/pedi.2012.26.5.704,"Berghuis, H.; Kamphuis, J.; Verheul, R.",Core features of personality disorder: Differentiating general personality dysfunctioning from personality traits,Journal of Personality Disorders,26,,704-716,2012,Self-pathology scales form a distinct factor separate from FFM neuroticism when all 15 GAPD scales are included in factor analysis,success,direct,psychology,clinical psychology,,high,,,,,,,,584,,,,,,,
10.1037/abn0000144,https://doi.org/10.1037/abn0000144,,,True,https://doi.org/10.1521/pedi.2012.26.5.704,"Berghuis, H.; Kamphuis, J.; Verheul, R.",Core features of personality disorder: Differentiating general personality dysfunctioning from personality traits,Journal of Personality Disorders,26,,704-716,2012,Self-pathology scales form a distinct factor separate from FFM neuroticism when all 15 GAPD scales are included in factor analysis,success,direct,psychology,clinical psychology,,high,,,,,,,,515,,,,,,,
10.1037/abn0000277,https://doi.org/10.1037/abn0000277,,,True,https://doi.org/10.1111/j.1460-9568.2006.05035.x,"Sanderson, D.; Pearce, J.; Kyd, R.; Aggleton, J.",The importance of the rat hippocampus for learning the structure of visual arrays,European Journal of Neuroscience,24,,1781-1788,2006,Hippocampal lesions in rats specifically impair structural learning (discriminating spatial arrangements of visual elements) but not other forms of configural learning such as biconditional discrimination or transverse patterning,success,conceptual,neuroscience,behavioral neuroscience,,high,,,,,,,,38,0.84,d,"[0.16, 1.49]",0.05,<,,
10.1037/aca0000031,https://doi.org/10.1037/aca0000031,,,True,https://doi.org/10.1126/science.1239918,"Kidd, D.; Castano, E.",Reading literary fiction improves theory of mind,Science,342,,377-380,2013,Reading award-winning literary fiction (compared to nonfiction) leads to increases in performance on tests of theory of mind,success,conceptual,psychology,social psychology,,high,90,0.23,f,,,,,100,0.43,d,,0.017,=,one-sided,
10.1037/adb0000155,https://doi.org/10.1037/adb0000155,,,True,https://doi.org/10.1016/j.drugalcdep.2008.03.031,"Hughes, J.; Peters, E.; Callas, P.; Budney, A.; Livingston, A.",Attempts to stop or reduce marijuana use in non-treatment seekers: a pilot study,Drug and Alcohol Dependence,97,1-2,180-184,2008,"Daily cannabis users trying to change make many rapid transitions among use as usual, reduction and abstinence; reduction attempts are more common than abstinence attempts; quit and reduction attempts are short-lived; alcohol/drug use does not increase with abstinence; few seek treatment",success,direct,psychology,clinical psychology,,high,19,,,,,,,193,,,,,,,
10.1037/apl0000183,https://doi.org/10.1037/apl0000183,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1037/apl0000254,https://doi.org/10.1037/apl0000254,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1037/apl0000383,https://doi.org/10.1037/apl0000383,,,True,https://doi.org/10.1007/BF01126707,"Campion, M.; Stevens, M.","Neglected questions in job design: How people design jobs, task-job predictability, and influence of training",Journal of Business and Psychology,6,,169-191,1991,"Naïve job designers (untrained individuals) naturally tend to design simplified, low-variety work with a mechanistic or work simplification approach when creating jobs for others",success,direct,psychology,social psychology,,high,,,,,,,,211,,,,,,,
10.1037/cdp0000160,https://doi.org/10.1037/cdp0000160,,,True,https://doi.org/10.1037/a0027361,"Cicero, D.; Becker, T.; Martin, E.; Docherty, A.; Kerns, J.",The role of aberrant salience and self-concept clarity in psychotic-like experiences,"Personality Disorders: Theory, Research, and Treatment",4,,33-42,2013,People with high aberrant salience and low self-concept clarity have the highest levels of psychotic-like experiences,success,close,psychology,clinical psychology,,high,,,,,,,,663,0.08,f2,,0.018,=,,
10.1037/dev0000499,https://doi.org/10.1037/dev0000499,,,True,https://doi.org/10.1111/j.1467-7687.2009.00807.x,"Stevens, C.; Lauinger, B.; Neville, H.",Differences in the neural mechanisms of selective attention in children from different socioeconomic backgrounds: an event-related brain potential study,Developmental Science,12,,634-646,2009,Increased socioeconomic risk is associated with larger ERP amplitudes elicited by distracting sounds in preschool-aged children,success,direct,psychology,developmental psychology,,high,16,,,,,,,104,0.21,r,,0.033,=,,
10.1037/e445022005-001,https://doi.org/10.1037/e445022005-001,,,True,https://doi.org/10.1037/e670082012-001,"Driskill, W. E.; Weissmuller, J. J.; Quebe, J.; Hand, D. K.; Dittmar, M. J.; Hunter, D. R.",The use of weather information in aeronautical decision-making,"Office of Aviation Medicine, Federal Aviation Administration, Department of Transportation",,,,1997,"Pilots' cognitive processes in making aeronautical decisions about flight in poor weather conditions can be modeled using regression methods, with values attributed to weather variables being a function of terrain type",success,close,psychology,human factors and ergonomics,,high,150,,,,,,,326,,,,,,,
10.1037/ebs0000028 (1),https://doi.org/10.1037/ebs0000028 (1),,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1037/edu0000743,https://doi.org/10.1037/edu0000743,,,True,https://doi.org/10.1016/j.learninstruc.2020.101416,"Lee, J.; Lee, H.; Song, J.; Bong, M.",Enhancing children's math motivation with a joint intervention on mindset and gender-stereotypes,Learning and Instruction,73,,101416,2021,"A classroom intervention teaching elementary school students about growth mindset and gender-fair beliefs in math enhances their growth mindset, reduces gender stereotypes, and improves math motivation and achievement",failure,direct,psychology,educational psychology,,high,,,,,,,,467,,,,,,,
10.1037/fam0000147,https://doi.org/10.1037/fam0000147,,,True,https://doi.org/10.1037/0893-3200.22.3.574,"Connell, A.; Dishion, T. J.",Reducing depression among at-risk early adolescents: Three-year effects of a family-centered intervention embedded within schools,Journal of Family Psychology,22,4,574-585,2008,The Family Check-Up intervention reduces growth in adolescent depressive symptoms over time,success,direct,psychology,clinical psychology,,high,,,,,,,,593,0.24,d,,,,,
10.1037/fam0000147,https://doi.org/10.1037/fam0000147,,,True,https://doi.org/10.1016/j.jadohealth.2011.10.255,"Van Ryzin, M. J.; Stormshak, E. A.; Dishion, T. J.",Engaging parents in the Family Check-Up in middle school: Longitudinal effects on family conflict and problem behavior through the transition to high school,Journal of Adolescent Health,50,6,627-633,2012,The Family Check-Up intervention reduces escalation in family conflict during middle school,success,direct,psychology,clinical psychology,,high,,,,,,,,593,0.14,d,,,,,
10.1037/h0022937,https://doi.org/10.1037/h0022937,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1037/h0023542,https://doi.org/10.1037/h0023542,,,True,https://doi.org/10.1177/001316445401400407,"Frederiksen, N.; Melville, S. D.",Differential predictability in the use of test scores,Educational and Psychological Measurement,14,4,647-656,1954,"Compulsivity moderates the relationship between vocational interest scales and grade-point average in male engineering students, such that interest scales correlate more strongly with GPA for less compulsive students",inconclusive,close,psychology,educational psychology,,high,,,,,,,,145,,,,,,,
10.1037/h0023542,https://doi.org/10.1037/h0023542,,,True,https://doi.org/10.1177/001316446002000412,"Frederiksen, N.; Gilbert, A. C. F.",Replication of a study of differential predictability,Educational and Psychological Measurement,20,4,759-767,1960,"Compulsivity moderates the relationship between vocational interest scales and grade-point average in male engineering students, such that interest scales correlate more strongly with GPA for less compulsive students",inconclusive,close,psychology,educational psychology,,high,,,,,,,,145,,,,,,,
10.1037/h0027407,https://doi.org/10.1037/h0027407,,,True,https://doi.org/10.1037/h0024237,"Korman, A. K.",Self-esteem as a moderator of the relationship between self-perceived abilities and vocational choice,Journal of Applied Psychology,51,1,65-67,1967,High self-esteem individuals are more likely to choose careers that are need-fulfilling and in which they believe they will be adequate compared to low self-esteem individuals,success,close,psychology,social psychology,,high,,,,,,,,,,,,,,,
10.1037/h0027796,https://doi.org/10.1037/h0027796,,,True,https://doi.org/10.2466/pr0.1965.17.2.519,"Mehrabian, A.",Communication length as an index of communicator attitude,Psychological Reports,17,2,519-522,1965,People write more words in positive letters of recommendation about someone they like compared to someone they dislike,success,direct,psychology,social psychology,,high,69,,,,,,,72,,,,0.001,<,,
10.1037/h0031152,https://doi.org/10.1037/h0031152,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1037/h0031564,https://doi.org/10.1037/h0031564,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1037/h0032457,https://doi.org/10.1037/h0032457,,,True,https://doi.org/10.1016/0001-8791(71)90010-8,"Osipow, Samuel H.; Scheid, A. B.",The effect of manipulated success ratios on task preference,Journal of Vocational Behavior,1,1,93-98,1971,"Task preferences can be manipulated by varying the rate of success feedback, with subjects preferring tasks where they experience high success ratios even when those tasks were initially less preferred",success,direct,psychology,social psychology,,high,,,,,,,,90,,,,0.01,<,,
10.1037/h0032457,https://doi.org/10.1037/h0032457,,,True,https://doi.org/10.1016/0001-8791(71)90010-8,"Osipow, Samuel H.; Scheid, A. B.",The effect of manipulated success ratios on task preference,Journal of Vocational Behavior,1,1,93-98,1971,"Task preferences can be manipulated by varying the rate of success feedback, with subjects preferring tasks where they experience high success ratios even when those tasks were initially less preferred",success,close,psychology,social psychology,,high,,,,,,,,90,,,,0.01,<,,
10.1037/h0033373,https://doi.org/10.1037/h0033373,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1037/h0033973,https://doi.org/10.1037/h0033973,,,True,https://doi.org/10.1037/h0031111,"Berzins, J.; Barnes, D.; Cohen, D.; Ross, W.",A reappraisal of the A-B distinction in terms of the Personality Research Form,Journal of Consulting and Clinical Psychology,36,3,360-369,1971,"A and B therapist types differ on five personality dimensions measured by the Personality Research Form, with B-types scoring higher on risk taking, dominance, change, sentience, and counterdependence",success,close,psychology,clinical psychology,,high,,,,,,,,1589,0.53,r,,0.001,<,,
10.1037/h0035791,https://doi.org/10.1037/h0035791,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1037/h0036457,https://doi.org/10.1037/h0036457,,,True,https://doi.org/10.1086/266773,"Kephart, W.; Bressler, M.",Increasing the response to mail questionnaires: a research study,Public Opinion Quarterly,22,2,123-132,1958,Including a 25-cent monetary incentive with a mailed questionnaire increases response rates compared to no incentive,success,close,psychology,social psychology,,high,,,,,,,,200,,,,0.001,<,,
10.1037/h0036771,https://doi.org/10.1037/h0036771,,,True,https://doi.org/10.1037/h0035418,"Locke, E.",Satisfiers and dissatisfiers among white-collar and blue-collar employees,Journal of Applied Psychology,58,1,67-76,1973,"White-collar employees derive satisfaction and dissatisfaction more from motivator events (especially achievement/failure), while blue-collar employees derive them more from hygiene factors (especially money)",success,close,psychology,social psychology,,high,,,,,,,,45,,,,0.01,<,,
10.1037/h0040525,https://doi.org/10.1037/h0040525,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1037/h0058574,https://doi.org/10.1037/h0058574,,,True,https://doi.org/10.1037/h0073175,"Thorndike, E.",Individual difference in judgment of the beauty of simple forms,Psychol. Reo,24,2,147-153,1917,"When presented with isosceles triangles with altitudes longer than bases, subjects show aesthetic preference for triangles with an altitude to base ratio of approximately 1.60 to 1 (the golden section)",success,conceptual,psychology,experimental philosophy,,high,,,,,,,,52,,,,0.01,<,,
10.1037/h0058574,https://doi.org/10.1037/h0058574,,,True,,"Witmer, L.",Zur experimentellen Aesthetik einfacher raumlicher Formverhaltnisse,Philos. Stud,9,,389,1894,"When presented with isosceles triangles with altitudes shorter than bases, subjects show aesthetic preference for triangles with an altitude to base ratio of approximately 0.41 to 1",failure,conceptual,psychology,experimental philosophy,,high,,,,,,,,52,,,,0.01,<,,
10.1037/h0076548,https://doi.org/10.1037/h0076548,,,True,https://doi.org/10.1037/h0031152,"Hackman, J.; Lawler, E.",Employee reactions to job characteristics,Journal of Applied Psychology Monograph,55,3,259-286,1971,"Job characteristics (variety, autonomy, task identity, and feedback) are positively related to employee affective reactions including internal work motivation, general job satisfaction, and job involvement",success,close,psychology,social psychology,,high,,,,,,,,104,,,,0.05,<,,
10.1037/h0076590,https://doi.org/10.1037/h0076590,,,True,https://doi.org/10.1037/h0035791,"Oswalt, R.; Napoliello, M.",Motivations of blood donors and nondonors,Journal of Applied Psychology,59,1,122-124,1974,"Humanitarian reasons are the primary motivating factor for blood donation, peer pressure is secondary, while nondonation is driven primarily by medical reasons, fear/nervousness, and apathy",success,close,psychology,social psychology,,high,,,,,,,,533,,,,,,,
10.1037/h0076916,https://doi.org/10.1037/h0076916,,,True,https://doi.org/10.1016/0030-5073(67)90021-9,"Bryan, J.; Locke, E.",Parkinson's law as a goal setting phenomenon,Organizational Behavior and Human Performance,2,3,258-275,1967,People work faster when given shorter time limits than when given longer time limits (Parkinson's Law: effort is adjusted to the perceived difficulty of the task),success,conceptual,psychology,social psychology,,high,,,,,,,,379,,,,0.005,<,,
10.1037/h0087446,https://doi.org/10.1037/h0087446,,,True,https://doi.org/10.1523/jneurosci.20-06-j0003.2000,"Wolford, George; Miller, Michael B.; Gazzaniga, Michael",The left hemisphere's role in hypothesis formation,Journal of Neuroscience,20,6,64,2000,The left hemisphere exhibits frequency matching while the right hemisphere exhibits maximizing in a probability-guessing task,success,close,neuroscience,cognitive neuroscience,,high,,,,,,,,30,,,,0.02,=,,
10.1037/h0091247,https://doi.org/10.1037/h0091247,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1037/h0101833.pdf,https://doi.org/10.1037/h0101833.pdf,,,True,https://doi.org/10.1002/acp.1376,"Garry, M.; French, L.; Kinzett, T.; Mori, K.",Eyewitness memory following discussion: using the MORI technique with a western sample,Applied Cognitive Psychology,22,4,431-439,2008,"Co-witnesses who discuss an event often report seeing details they only heard about from their co-witness, demonstrating memory conformity",success,direct,psychology,cognitive psychology,,high,40,1.46,g,"[0.85, 2.07]",,,,486,1.67,g,"[1.40, 1.94]",0.001,<,,
10.1037/hea0000339,https://doi.org/10.1037/hea0000339,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1037/lhb0000532,https://doi.org/10.1037/lhb0000532,,,True,https://doi.org/10.1037/lhb0000432,"Bartlett, J.; Zottoli, T.",The paradox of conviction probability: Mock defendants want better deals as risk of conviction increases,Law and Human Behavior,45,1,39-54,2021,Maximum plea sentences that mock defendants are willing to accept cluster together in groups with respect to conviction probability rather than changing linearly with each probability change,success,direct,psychology,experimental philosophy,,high,,,,,,,,1701,,,,,,,
10.1037/met0000650,https://doi.org/10.1037/met0000650,,,True,https://doi.org/10.1037/met0000511,"Dishop, C.",Spurious inference in consensus emergence modeling due to the distinguishability problem,Psychological Methods,,,,2022,Fitting the consensus emergence model (CEM) to simulated data from random walk models (Models A1 and A2) yields negative δ values indicating spurious consensus emergence,failure,direct,psychology,social psychology,,high,,,,,,,,,,,,,,,
10.1037/met0000650,https://doi.org/10.1037/met0000650,,,True,https://doi.org/10.1037/met0000511,"Dishop, C.",Spurious inference in consensus emergence modeling due to the distinguishability problem,Psychological Methods,,,,2022,Varying α parameters in Model A2 between -1 and 1 yields δ values ranging from below -0.5 to above 0.5 when fitting the CEM to simulated autoregressive data (Simulation 3),failure,direct,psychology,social psychology,,high,,,,,,,,,,,,,,,
10.1037/met0000650,https://doi.org/10.1037/met0000650,,,True,https://doi.org/10.1037/met0000511,"Dishop, C.",Spurious inference in consensus emergence modeling due to the distinguishability problem,Psychological Methods,,,,2022,"The supplementary simulation code (Models A6 and A7) demonstrates that autoregressive models generate negative δ values when fit with the CEM, indicating spurious consensus emergence",inconclusive,direct,psychology,social psychology,,high,,,,,,,,,,,,,,,
10.1037/neu0000606,https://doi.org/10.1037/neu0000606,,,True,https://doi.org/10.1016/j.neurobiolaging.2016.06.011,"McDonough, I. M.; Bischof, G. N.; Kennedy, K. M.; Rodrigue, K. M.; Farrell, M. E.; Park, D. C.",Discrepancies between fluid and crystallized ability in healthy adults: a behavioral marker of preclinical Alzheimer's disease,Neurobiology of Aging,46,,68-75,2016,Greater crystallized-fluid ability discrepancy scores are associated with increased beta-amyloid deposition and altered cortical thickness in AD-vulnerable brain regions,success,direct,neuroscience,cognitive neuroscience,,high,,,,,,,,266,,,,0.009,=,,
10.1037/neu0000624,https://doi.org/10.1037/neu0000624,,,True,https://doi.org/10.1016/0001-6918(91)90028-X,"Franz, E.; Zelaznik, H.; Mccabe, G.",Spatial topological constraints in a bimanual task,Acta Psychologica,77,,137-151,1991,"When individuals simultaneously draw lines with one hand and circles with the other, the line trajectory becomes ovalized due to bimanual coupling interference",success,direct,neuroscience,cognitive neuroscience,,high,,,,,,,,16,0.77,etasq,,0.001,<,,
10.1037/pas0000828,https://doi.org/10.1037/pas0000828,,,True,https://doi.org/10.1186/1747-597X-1-22,"Denson, T.; Earleywine, M.",Pothead or pot smoker? A taxometric investigation of cannabis dependence,and Policy,1,,22,2006,Cannabis dependence has a dimensional latent structure rather than a categorical (taxonic) structure,success,direct,psychology,clinical psychology,,high,,,,,,,,804,,,,,,,
10.1037/pas0000828,https://doi.org/10.1037/pas0000828,,,True,https://doi.org/10.1007/s10802-017-0269-6,"Liu, R.",Substance use disorders in adolescence exist along continua: Taxometric evidence in an epidemiological sample,Journal of Abnormal Child Psychology,45,,1577-1586,2017,Cannabis use disorder in adolescents has a dimensional latent structure rather than a categorical structure,success,direct,psychology,clinical psychology,,high,,,,,,,,804,,,,,,,
10.1037/per0000041,https://doi.org/10.1037/per0000041,,,True,https://doi.org/10.1521/pedi.2010.24.4.516,"Cohen, A.; Matthews, R.; Najolia, G.; Brown, L.",Toward a more psychometrically sound brief measure of schizotypal traits: Introducing the SPQ-Brief Revised,Journal of Personality Disorders,24,,516-537,2010,"The SPQ-BR demonstrates a stable factor structure with either three superordinate factors (Cognitive-Perceptual Deficits, Interpersonal Deficits, and Disorganization) or four superordinate factors (Cognitive-Perceptual Deficits, No Close Friends and Constricted Affect, Excessive Social Anxiety, and Disorganization)",success,direct,psychology,clinical psychology,,high,,,,,,,,1297,,,,,,,
10.1037/pspi0000218,https://doi.org/10.1037/pspi0000218,,,True,https://doi.org/10.1177/0956797616678930,"Skinner, A.; Meltzoff, A.; Olson, K.",Catching social bias: exposure to biased nonverbal signals creates social biases in preschool children,Psychological Science,28,,216-224,2017,Preschool children who observe an adult display positive nonverbal signals toward one individual and negative nonverbal signals toward another will favor the target of positive nonverbal signals,success,direct,psychology,social psychology,,high,,0.45,d,,,,,110,,,,0.006,=,two-sided,
10.1037/pst0000133,https://doi.org/10.1037/pst0000133,,,True,https://doi.org/10.1037/a0019247,"Shimokawa, K.; Lambert, M.; Smart, D.",Enhancing treatment outcome of patients at risk of treatment failure: Meta-analytic and mega-analytic review of a psychotherapy quality assurance system,Journal of Consulting and Clinical Psychology,78,,298-311,2010,Progress feedback using the OQ-System reduces deterioration rates and increases improvement rates for not-on-track (NOT) cases in psychotherapy,inconclusive,close,psychology,clinical psychology,,high,318,,,,,,,126,,,,,,,
10.1037/pst0000133,https://doi.org/10.1037/pst0000133,,,True,https://doi.org/10.1080/10503307.2014.900875,"Schuman, D.; Slone, N.; Reese, R.; Duncan, B.",Efficacy of client feedback in group psychotherapy with soldiers referred for substance abuse treatment,Psychotherapy Research,25,,396-407,2015,PCOMS feedback (progress monitoring using ORS) produces greater improvement for not-on-track cases and increases session attendance in group therapy,inconclusive,close,psychology,clinical psychology,,medium,263,0.28,d,,,,,430,,,,,,,
10.1037/pst0000133,https://doi.org/10.1037/pst0000133,,,True,https://doi.org/10.1037/gdn0000026,"Slone, N.; Reese, R.; Mathews-Duvall, S.; Kodet, J.",Evaluating the efficacy of client feedback in group psychotherapy,Group Dynamics: Theory,19,,122-136,2015,PCOMS feedback (combined ORS and GSRS) produces significant improvement in group therapy outcomes and increases session attendance,inconclusive,close,psychology,clinical psychology,,medium,84,0.41,d,,,,,430,,,,,,,
10.1037/pst0000133,https://doi.org/10.1037/pst0000133,,,True,https://doi.org/10.1037/ccp0000173,"Davidsen, A.; Poulsen, S.; Lindschou, J.; Winkel, P.; Tróndarson, M.; Waaddegaard, M.; Lau, M.",Feedback in group psychotherapy for eating disorders: A randomized clinical trial,Journal of Consulting and Clinical Psychology,85,,484-494,2017,"PCOMS feedback (ORS and GSRS) has no effect on eating disorder treatment outcomes, session attendance, or improvement for not-on-track cases in group therapy",reversal,close,psychology,clinical psychology,,high,159,,,,,,,430,,,,,,,
10.1037/xge0000067,https://doi.org/10.1037/xge0000067,,,True,https://doi.org/10.1177/1948550611410890,"Förster, Jens; Denzler, Markus","Sense creative! The impact of global and local vision, hearing, touching, tasting and smelling on creative and analytic thought",Social Psychological and Personality Science,3,1,118,2012,Global priming (via Navon task) increases creativity as measured by typicality ratings on fringe exemplars in a categorization task,inconclusive,direct,psychology,social psychology,,high,40,,,,,,,100,,,,0.110,=,one-sided,
10.1037/xge0000067,https://doi.org/10.1037/xge0000067,,,True,https://doi.org/10.1177/1948550611410890,"Förster, Jens; Denzler, Markus","Sense creative! The impact of global and local vision, hearing, touching, tasting and smelling on creative and analytic thought",Social Psychological and Personality Science,3,1,118,2012,Global priming (via Navon task) increases creativity as measured by typicality ratings on fringe exemplars in a categorization task,failure,direct,psychology,social psychology,,high,40,,,,,,,908,,,,0.379,=,one-sided,
10.1037/xge0000363,https://doi.org/10.1037/xge0000363,,,True,https://doi.org/10.1038/srep40094,"Aylward, J.; Robinson, O.",Non-subjective cognitive measure of anxious responding,Scientific Reports,7,,40094,2017,Threat of shock increases response inhibition accuracy on no-go trials in the Sustained Attention to Response Task,success,direct,psychology,cognitive psychology,,high,,,,,,,,61,0.46,d,,0.001,=,two-sided,
10.1037/xge0000363,https://doi.org/10.1037/xge0000363,,,True,https://doi.org/10.1523/JNEUROSCI.2513-09.2009,"Crockett, M.; Clark, L.; Robbins, T.",Reconciling the role of serotonin in behavioral inhibition and aversion: acute tryptophan depletion abolishes punishment-induced inhibition in humans,The Journal of Neuroscience,29,,11993-11999,2009,"Participants are slower to respond when going to avoid punishment compared to going to obtain reward, demonstrating Pavlovian-instrumental conflict",success,close,psychology,cognitive psychology,,high,,0.487,d,,,,,62,,,,0.001,<,two-sided,
10.1037/xge0001195,https://doi.org/10.1037/xge0001195,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
