,original_url,replication_url,description,result,original_authors,original_title,original_journal,original_volume,original_issue,original_pages,original_year,replication_authors,replication_title,replication_journal,replication_volume,replication_issue,replication_pages,replication_year,original_n,original_es,original_es_type,original_es_95_CI,original_p_value,original_p_value_type,original_p_value_tails,replication_n,replication_es,replication_es_type,replication_es_95_CI,replication_p_value,replication_p_value_type,replication_p_value_tails,discipline,tags,validated,validated_person,openalex_field,openalex_subfield,replication_citation_html,original_citation_html,Unnamed: 0,original_es_r,replication_es_r,original_pdf_exists,replication_pdf_exists
322,http://doi.org/10.1037/10423-008,http://doi.org/10.1177/0956797619831612,Personality disorders are both positively and negatively correlated with conscientiousness.,success,Lee Anna Clark; Lu Vorhies; Joyce L. Mcewen,Personality disorder symptomatology from the five-factor model perspective.,Personality disorders and the five-factor model of personality (2nd ed.).,,,125,2004.0,Christopher J. Soto,How Replicable Are Links Between Personality Traits and Consequential Life Outcomes? The Life Outcomes of Personality Replication Project,Psychological Science,30.0,5,711,2019.0,194.0,,,,,,,1505.0,,,,,,,differential psychology,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",yes,forrt.org team: LK,Psychology,Clinical Psychology,"<a href=""https://doi.org/10.1177/0956797619831612"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Soto C. <i>et al.</i> <i>Psychological Science</i> 2019</a>","<a href=""https://doi.org/10.1037/10423-008"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Clark L. <i>et al.</i> <i>Personality disorders and the five-factor model of personality (2nd ed.).</i> 2004</a>",322.0,0.41,0.42,False,True
323,http://doi.org/10.1037/10423-008,http://doi.org/10.1177/0956797619831612,Personality disorders are both positively and negatively correlated with extraversion.,success,Lee Anna Clark; Lu Vorhies; Joyce L. Mcewen,Personality disorder symptomatology from the five-factor model perspective.,Personality disorders and the five-factor model of personality (2nd ed.).,,,125,2004.0,Christopher J. Soto,How Replicable Are Links Between Personality Traits and Consequential Life Outcomes? The Life Outcomes of Personality Replication Project,Psychological Science,30.0,5,711,2019.0,194.0,,,,,,,1505.0,,,,,,,differential psychology,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",yes,forrt.org team: LK,Psychology,Clinical Psychology,"<a href=""https://doi.org/10.1177/0956797619831612"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Soto C. <i>et al.</i> <i>Psychological Science</i> 2019</a>","<a href=""https://doi.org/10.1037/10423-008"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Clark L. <i>et al.</i> <i>Personality disorders and the five-factor model of personality (2nd ed.).</i> 2004</a>",323.0,0.43,0.41,False,True
324,http://doi.org/10.1037/10423-008,http://doi.org/10.1177/0956797619831612,Personality disorders are both positively and negatively correlated with negative emotionality.,success,Lee Anna Clark; Lu Vorhies; Joyce L. Mcewen,Personality disorder symptomatology from the five-factor model perspective.,Personality disorders and the five-factor model of personality (2nd ed.).,,,125,2004.0,Christopher J. Soto,How Replicable Are Links Between Personality Traits and Consequential Life Outcomes? The Life Outcomes of Personality Replication Project,Psychological Science,30.0,5,711,2019.0,194.0,,,,,,,1505.0,,,,,,,differential psychology,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",yes,forrt.org team: LK,Psychology,Clinical Psychology,"<a href=""https://doi.org/10.1177/0956797619831612"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Soto C. <i>et al.</i> <i>Psychological Science</i> 2019</a>","<a href=""https://doi.org/10.1037/10423-008"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Clark L. <i>et al.</i> <i>Personality disorders and the five-factor model of personality (2nd ed.).</i> 2004</a>",324.0,0.38,0.41,False,True
325,http://doi.org/10.1037/10423-008,http://doi.org/10.1177/0956797619831612,Personality disorders are negatively correlated with agreeableness.,success,Lee Anna Clark; Lu Vorhies; Joyce L. Mcewen,Personality disorder symptomatology from the five-factor model perspective.,Personality disorders and the five-factor model of personality (2nd ed.).,,,125,2004.0,Christopher J. Soto,How Replicable Are Links Between Personality Traits and Consequential Life Outcomes? The Life Outcomes of Personality Replication Project,Psychological Science,30.0,5,711,2019.0,194.0,,,,,,,1505.0,,,,,,,differential psychology,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",yes,forrt.org team: LK,Psychology,Clinical Psychology,"<a href=""https://doi.org/10.1177/0956797619831612"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Soto C. <i>et al.</i> <i>Psychological Science</i> 2019</a>","<a href=""https://doi.org/10.1037/10423-008"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Clark L. <i>et al.</i> <i>Personality disorders and the five-factor model of personality (2nd ed.).</i> 2004</a>",325.0,0.44,0.58,False,True
326,http://doi.org/10.1111/1467-6494.t01-1-00094,http://doi.org/10.1177/0956797619831612,Religious beliefs and behavior are positively correlated with agreeableness.,success,Douglas Macdonald,"Spirituality: Description, Measurement, and Relation to the Five Factor Model of Personality",Journal of Personality,68.0,1,153,2000.0,Christopher J. Soto,How Replicable Are Links Between Personality Traits and Consequential Life Outcomes? The Life Outcomes of Personality Replication Project,Psychological Science,30.0,5,711,2019.0,595.0,,,,,,,1550.0,,,,,,,differential psychology,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",yes,forrt.org team: LK,Social Sciences,Health,"<a href=""https://doi.org/10.1177/0956797619831612"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Soto C. <i>et al.</i> <i>Psychological Science</i> 2019</a>","<a href=""https://doi.org/10.1111/1467-6494.t01-1-00094"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Macdonald D. <i>et al.</i> <i>Journal of Personality</i> 2000</a>",326.0,0.28,0.19,True,True
327,http://doi.org/10.1111/1467-6494.t01-1-00094,http://doi.org/10.1177/0956797619831612,Religious beliefs and behavior are positively correlated with conscientiousness.,success,Douglas Macdonald,"Spirituality: Description, Measurement, and Relation to the Five Factor Model of Personality",Journal of Personality,68.0,1,153,2000.0,Christopher J. Soto,How Replicable Are Links Between Personality Traits and Consequential Life Outcomes? The Life Outcomes of Personality Replication Project,Psychological Science,30.0,5,711,2019.0,595.0,,,,,,,1550.0,,,,,,,differential psychology,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",yes,forrt.org team: LK,Social Sciences,Health,"<a href=""https://doi.org/10.1177/0956797619831612"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Soto C. <i>et al.</i> <i>Psychological Science</i> 2019</a>","<a href=""https://doi.org/10.1111/1467-6494.t01-1-00094"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Macdonald D. <i>et al.</i> <i>Journal of Personality</i> 2000</a>",327.0,0.24,0.15,True,True
328,http://doi.org/10.1111/1467-9280.00431,http://doi.org/10.1177/0956797619831612,Resilience is positively correlated with extraversion.,success,Barbara L. Fredrickson; Thomas E. Joiner,Positive Emotions Trigger Upward Spirals Toward Emotional Well-Being,Psychological Science,13.0,2,172,2002.0,Christopher J. Soto,How Replicable Are Links Between Personality Traits and Consequential Life Outcomes? The Life Outcomes of Personality Replication Project,Psychological Science,30.0,5,711,2019.0,138.0,,,,,,,1505.0,,,,,,,differential psychology,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",yes,forrt.org team: LK,Psychology,Social Psychology,"<a href=""https://doi.org/10.1177/0956797619831612"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Soto C. <i>et al.</i> <i>Psychological Science</i> 2019</a>","<a href=""https://doi.org/10.1111/1467-9280.00431"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Fredrickson B. <i>et al.</i> <i>Psychological Science</i> 2002</a>",328.0,0.19,0.18,True,True
329,http://doi.org/10.1037/0033-2909.129.3.339,http://doi.org/10.1177/0956797619831612,Right-wing authoritarianism is negatively correlated with open-mindedness.,success,John T. Jost; Jack Glaser; Arie W. Kruglanski; Frank J. Sulloway,Political conservatism as motivated social cognition.,Psychological Bulletin,129.0,3,339,2003.0,Christopher J. Soto,How Replicable Are Links Between Personality Traits and Consequential Life Outcomes? The Life Outcomes of Personality Replication Project,Psychological Science,30.0,5,711,2019.0,424.0,,,,,,,1549.0,,,,,,,differential psychology,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",yes,forrt.org team: LK,Psychology,Social Psychology,"<a href=""https://doi.org/10.1177/0956797619831612"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Soto C. <i>et al.</i> <i>Psychological Science</i> 2019</a>","<a href=""https://doi.org/10.1037/0033-2909.129.3.339"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Jost J. <i>et al.</i> <i>Psychological Bulletin</i> 2003</a>",329.0,0.35,0.32,True,True
330,http://doi.org/10.1111/1467-6494.05028.,http://doi.org/10.1177/0956797619831612,Romantic abuse is positvely correlated with negative emotionality.,inconclusive,,,,,,,,Christopher J. Soto,How Replicable Are Links Between Personality Traits and Consequential Life Outcomes? The Life Outcomes of Personality Replication Project,Psychological Science,30.0,5,711,2019.0,712.0,,,,,,,1154.0,,,,,,,differential psychology,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",yes,forrt.org team: LK,Not found,Not found,"<a href=""https://doi.org/10.1177/0956797619831612"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Soto C. <i>et al.</i> <i>Psychological Science</i> 2019</a>","<a href=""https://doi.org/10.1111/1467-6494.05028."" target=""_blank"" style=""text-decoration:none; color:inherit;""><i></i></a>",330.0,0.25,0.09,True,True
331,http://doi.org/10.1111/1467-6494.05028.,http://doi.org/10.1177/0956797619831612,Romantic conflict is positvely correlated with negative emotionality.,inconclusive,,,,,,,,Christopher J. Soto,How Replicable Are Links Between Personality Traits and Consequential Life Outcomes? The Life Outcomes of Personality Replication Project,Psychological Science,30.0,5,711,2019.0,712.0,,,,,,,1154.0,,,,,,,differential psychology,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",yes,forrt.org team: LK,Not found,Not found,"<a href=""https://doi.org/10.1177/0956797619831612"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Soto C. <i>et al.</i> <i>Psychological Science</i> 2019</a>","<a href=""https://doi.org/10.1111/1467-6494.05028."" target=""_blank"" style=""text-decoration:none; color:inherit;""><i></i></a>",331.0,0.32,0.01,True,True
332,http://doi.org/10.1037/0033-2909.118.1.3,http://doi.org/10.1177/0956797619831612,Romantic dissolution is positvely correlated with negative emotionality.,success,Benjamin R. Karney; Thomas N. Bradbury,"The longitudinal course of marital quality and stability: A review of theory, methods, and research.",Psychological Bulletin,118.0,1,3,1995.0,Christopher J. Soto,How Replicable Are Links Between Personality Traits and Consequential Life Outcomes? The Life Outcomes of Personality Replication Project,Psychological Science,30.0,5,711,2019.0,,,,,,,,1098.0,,,,,,,differential psychology,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",yes,forrt.org team: LK,Psychology,Social Psychology,"<a href=""https://doi.org/10.1177/0956797619831612"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Soto C. <i>et al.</i> <i>Psychological Science</i> 2019</a>","<a href=""https://doi.org/10.1037/0033-2909.118.1.3"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Karney B. <i>et al.</i> <i>Psychological Bulletin</i> 1995</a>",332.0,0.21,0.1,True,True
333,http://doi.org/10.1111/1467-6494.00102,http://doi.org/10.1177/0956797619831612,Romantic satisfaction is negatively correlated with negative emotionality.,success,David Watson; Brock Hubbard; David Wiese,General Traits of Personality and Affectivity as Predictors of Satisfaction in Intimate Relationships: Evidence from Self‐ and Partner‐Ratings,Journal of Personality,68.0,3,413,2000.0,Christopher J. Soto,How Replicable Are Links Between Personality Traits and Consequential Life Outcomes? The Life Outcomes of Personality Replication Project,Psychological Science,30.0,5,711,2019.0,210.0,,,,,,,795.0,,,,,,,differential psychology,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",yes,forrt.org team: LK,Psychology,Social Psychology,"<a href=""https://doi.org/10.1177/0956797619831612"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Soto C. <i>et al.</i> <i>Psychological Science</i> 2019</a>","<a href=""https://doi.org/10.1111/1467-6494.00102"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Watson D. <i>et al.</i> <i>Journal of Personality</i> 2000</a>",333.0,0.32,0.23,True,True
334,http://doi.org/10.1111/1467-6494.00102,http://doi.org/10.1177/0956797619831612,Romantic satisfaction is positively correlated with extraversion.,success,David Watson; Brock Hubbard; David Wiese,General Traits of Personality and Affectivity as Predictors of Satisfaction in Intimate Relationships: Evidence from Self‐ and Partner‐Ratings,Journal of Personality,68.0,3,413,2000.0,Christopher J. Soto,How Replicable Are Links Between Personality Traits and Consequential Life Outcomes? The Life Outcomes of Personality Replication Project,Psychological Science,30.0,5,711,2019.0,210.0,,,,,,,795.0,,,,,,,differential psychology,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",yes,forrt.org team: LK,Psychology,Social Psychology,"<a href=""https://doi.org/10.1177/0956797619831612"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Soto C. <i>et al.</i> <i>Psychological Science</i> 2019</a>","<a href=""https://doi.org/10.1111/1467-6494.00102"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Watson D. <i>et al.</i> <i>Journal of Personality</i> 2000</a>",334.0,0.28,0.18,True,True
335,http://doi.org/10.1037/0022-0167.40.4.518,http://doi.org/10.1177/0956797619831612,Social occupational interests are positvely correlated with extraversion.,success,Gary D. Gottfredson; Liz Jones; John L. Holland,Personality and vocational interests: The relation of Holland's six interest dimensions to five robust dimensions of personality.,Journal of Counseling Psychology,40.0,4,518,1993.0,Christopher J. Soto,How Replicable Are Links Between Personality Traits and Consequential Life Outcomes? The Life Outcomes of Personality Replication Project,Psychological Science,30.0,5,711,2019.0,725.0,,,,,,,1503.0,,,,,,,differential psychology,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",yes,forrt.org team: LK,Psychology,Clinical Psychology,"<a href=""https://doi.org/10.1177/0956797619831612"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Soto C. <i>et al.</i> <i>Psychological Science</i> 2019</a>","<a href=""https://doi.org/10.1037/0022-0167.40.4.518"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Gottfredson G. <i>et al.</i> <i>Journal of Counseling Psychology</i> 1993</a>",335.0,0.16,0.17,True,True
336,http://doi.org/10.1037/0033-2909.124.2.197,http://doi.org/10.1177/0956797619831612,Subjective well-being is negatively correlated with negative emotionality.,success,Kristina Deneve; Helen Cooper,The happy personality: A meta-analysis of 137 personality traits and subjective well-being.,Psychological Bulletin,124.0,2,197,1998.0,Christopher J. Soto,How Replicable Are Links Between Personality Traits and Consequential Life Outcomes? The Life Outcomes of Personality Replication Project,Psychological Science,30.0,5,711,2019.0,7869.0,,,,,,,1559.0,,,,,,,differential psychology,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",yes,forrt.org team: LK,Psychology,Social Psychology,"<a href=""https://doi.org/10.1177/0956797619831612"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Soto C. <i>et al.</i> <i>Psychological Science</i> 2019</a>","<a href=""https://doi.org/10.1037/0033-2909.124.2.197"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Deneve K. <i>et al.</i> <i>Psychological Bulletin</i> 1998</a>",336.0,0.22,0.54,True,True
337,http://doi.org/10.1037/0033-2909.124.2.197,http://doi.org/10.1177/0956797619831612,Subjective well-being is positively correlated with extraversion.,success,Kristina Deneve; Helen Cooper,The happy personality: A meta-analysis of 137 personality traits and subjective well-being.,Psychological Bulletin,124.0,2,197,1998.0,Christopher J. Soto,How Replicable Are Links Between Personality Traits and Consequential Life Outcomes? The Life Outcomes of Personality Replication Project,Psychological Science,30.0,5,711,2019.0,9131.0,,,,,,,1559.0,,,,,,,differential psychology,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",yes,forrt.org team: LK,Psychology,Social Psychology,"<a href=""https://doi.org/10.1177/0956797619831612"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Soto C. <i>et al.</i> <i>Psychological Science</i> 2019</a>","<a href=""https://doi.org/10.1037/0033-2909.124.2.197"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Deneve K. <i>et al.</i> <i>Psychological Bulletin</i> 1998</a>",337.0,0.18,0.39,True,True
338,http://doi.org/10.1037/0021-843X.103.2.350,http://doi.org/10.1177/0956797619831612,Substance abuse is negatively correlated with conscientiousness.,inconclusive,Timothy J. Trull; Kenneth J. Sher,Relationship between the five-factor model of personality and Axis I disorders in a nonclinical sample.,Journal of Abnormal Psychology,103.0,2,350,1994.0,Christopher J. Soto,How Replicable Are Links Between Personality Traits and Consequential Life Outcomes? The Life Outcomes of Personality Replication Project,Psychological Science,30.0,5,711,2019.0,468.0,,,,,,,1505.0,,,,,,,differential psychology,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",yes,forrt.org team: LK,Psychology,Clinical Psychology,"<a href=""https://doi.org/10.1177/0956797619831612"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Soto C. <i>et al.</i> <i>Psychological Science</i> 2019</a>","<a href=""https://doi.org/10.1037/0021-843X.103.2.350"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Trull T. <i>et al.</i> <i>Journal of Abnormal Psychology</i> 1994</a>",338.0,0.25,0.06,False,True
339,http://doi.org/10.1037/0021-843X.103.2.350,http://doi.org/10.1177/0956797619831612,Substance abuse is positively correlated with open-mindedness.,inconclusive,Timothy J. Trull; Kenneth J. Sher,Relationship between the five-factor model of personality and Axis I disorders in a nonclinical sample.,Journal of Abnormal Psychology,103.0,2,350,1994.0,Christopher J. Soto,How Replicable Are Links Between Personality Traits and Consequential Life Outcomes? The Life Outcomes of Personality Replication Project,Psychological Science,30.0,5,711,2019.0,468.0,,,,,,,1505.0,,,,,,,differential psychology,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",yes,forrt.org team: LK,Psychology,Clinical Psychology,"<a href=""https://doi.org/10.1177/0956797619831612"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Soto C. <i>et al.</i> <i>Psychological Science</i> 2019</a>","<a href=""https://doi.org/10.1037/0021-843X.103.2.350"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Trull T. <i>et al.</i> <i>Journal of Abnormal Psychology</i> 1994</a>",339.0,0.18,0.02,False,True
340,http://doi.org/10.1016/j.paid.2004.08.012,http://doi.org/10.1177/0956797619831612,Volunteerism is positively correlated with agreeableness.,success,Gustavo Carlo; Morris A. Okun; George P. Knight; Maria Rosario T. de Guzman,"The interplay of traits and motives on volunteering: agreeableness, extraversion and prosocial value motivation",Personality and Individual Differences,38.0,6,1293,2004.0,Christopher J. Soto,How Replicable Are Links Between Personality Traits and Consequential Life Outcomes? The Life Outcomes of Personality Replication Project,Psychological Science,30.0,5,711,2019.0,796.0,,,,,,,1504.0,,,,,,,differential psychology,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",yes,forrt.org team: LK,Social Sciences,Sociology and Political Science,"<a href=""https://doi.org/10.1177/0956797619831612"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Soto C. <i>et al.</i> <i>Psychological Science</i> 2019</a>","<a href=""https://doi.org/10.1016/j.paid.2004.08.012"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Carlo G. <i>et al.</i> <i>Personality and Individual Differences</i> 2004</a>",340.0,0.23,0.17,True,True
341,http://doi.org/10.1016/j.paid.2004.08.012,http://doi.org/10.1177/0956797619831612,Volunteerism is positively correlated with extraversion.,success,Gustavo Carlo; Morris A. Okun; George P. Knight; Maria Rosario T. de Guzman,"The interplay of traits and motives on volunteering: agreeableness, extraversion and prosocial value motivation",Personality and Individual Differences,38.0,6,1293,2004.0,Christopher J. Soto,How Replicable Are Links Between Personality Traits and Consequential Life Outcomes? The Life Outcomes of Personality Replication Project,Psychological Science,30.0,5,711,2019.0,796.0,,,,,,,1504.0,,,,,,,differential psychology,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",yes,forrt.org team: LK,Social Sciences,Sociology and Political Science,"<a href=""https://doi.org/10.1177/0956797619831612"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Soto C. <i>et al.</i> <i>Psychological Science</i> 2019</a>","<a href=""https://doi.org/10.1016/j.paid.2004.08.012"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Carlo G. <i>et al.</i> <i>Personality and Individual Differences</i> 2004</a>",341.0,0.14,0.2,True,True
342,http://doi.org/10.1177/0146167216684132,http://doi.org/10.1525/collabra.185,Participants reported higher need satisfaction in experiences of pursuing hopes than in experiences of pursuing duties (need for autonomy),success,Leigh Ann Vaughn,Foundational Tests of the Need-Support Model,Personality and Social Psychology Bulletin,43.0,3,313,2017.0,Leigh Ann Vaughn,Distinguishing Between Need Support and Regulatory Focus with LIWC,Collabra: Psychology,5.0,1,,2019.0,601.0,,d,,,,,446.0,,d,,,,,,"Regulatory focus theory, Self-determination theory, Need satisfaction, Need support, Goals and motivation",yes,forrt.org team: LK,Psychology,Social Psychology,"<a href=""https://doi.org/10.1525/collabra.185"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vaughn L. <i>et al.</i> <i>Collabra: Psychology</i> 2019</a>","<a href=""https://doi.org/10.1177/0146167216684132"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vaughn L. <i>et al.</i> <i>Personality and Social Psychology Bulletin</i> 2017</a>",342.0,0.38723248,0.34204484,True,True
343,http://doi.org/10.1177/0146167216684132,http://doi.org/10.1525/collabra.185,Participants reported higher need satisfaction in experiences of pursuing hopes than in experiences of pursuing duties (need for competence),success,Leigh Ann Vaughn,Foundational Tests of the Need-Support Model,Personality and Social Psychology Bulletin,43.0,3,313,2017.0,Leigh Ann Vaughn,Distinguishing Between Need Support and Regulatory Focus with LIWC,Collabra: Psychology,5.0,1,,2019.0,601.0,,d,,,,,446.0,,d,,,,,,"Regulatory focus theory, Self-determination theory, Need satisfaction, Need support, Goals and motivation",yes,forrt.org team: LK,Psychology,Social Psychology,"<a href=""https://doi.org/10.1525/collabra.185"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vaughn L. <i>et al.</i> <i>Collabra: Psychology</i> 2019</a>","<a href=""https://doi.org/10.1177/0146167216684132"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vaughn L. <i>et al.</i> <i>Personality and Social Psychology Bulletin</i> 2017</a>",343.0,0.17238033,0.17953468,True,True
344,http://doi.org/10.1177/0146167216684132,http://doi.org/10.1525/collabra.185,Participants reported higher need satisfaction in experiences of pursuing hopes than in experiences of pursuing duties (need for relatedness),success,Leigh Ann Vaughn,Foundational Tests of the Need-Support Model,Personality and Social Psychology Bulletin,43.0,3,313,2017.0,Leigh Ann Vaughn,Distinguishing Between Need Support and Regulatory Focus with LIWC,Collabra: Psychology,5.0,1,,2019.0,601.0,,d,,,,,446.0,,d,,,,,,"Regulatory focus theory, Self-determination theory, Need satisfaction, Need support, Goals and motivation",yes,forrt.org team: LK,Psychology,Social Psychology,"<a href=""https://doi.org/10.1525/collabra.185"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vaughn L. <i>et al.</i> <i>Collabra: Psychology</i> 2019</a>","<a href=""https://doi.org/10.1177/0146167216684132"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vaughn L. <i>et al.</i> <i>Personality and Social Psychology Bulletin</i> 2017</a>",344.0,0.21486178,0.20035349,True,True
345,http://doi.org/10.1016/j.jesp.2009.06.003,http://doi.org/10.1525/collabra.277,"Reading the word ""red"" before an achievement test reduces test performance as compared to reading the word of a control color",success,Stephanie Lichtenfeld; Markus A. Maier; Andrew J. Elliot; Reinhard Pekrun,The semantic red effect: Processing the word red undermines intellectual performance,Journal of Experimental Social Psychology,45.0,6,1273,2009.0,Timo Gnambs; Carrie Kovacs; Barbara Stiglbauer,Processing the Word <i>Red</i> and Intellectual Performance: Four Replication Attempts,Collabra: Psychology,6.0,1,,2020.0,44.0,,d,,,,,104.0,,d,,,,,social psychology,"color red, cognitive performance, intelligence, reasoning,color priming",yes,forrt.org team: LK,Psychology,Social Psychology,"<a href=""https://doi.org/10.1525/collabra.277"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Gnambs T. <i>et al.</i> <i>Collabra: Psychology</i> 2020</a>","<a href=""https://doi.org/10.1016/j.jesp.2009.06.003"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Lichtenfeld S. <i>et al.</i> <i>Journal of Experimental Social Psychology</i> 2009</a>",345.0,0.34287419,0.11424702,True,True
346,http://doi.org/10.1111/j.1467-9280.2008.02069.x,http://doi.org/10.17605/OSF.IO%2FVK6D9,Preschoolers' perspective taking in word learning: do they blindly follow eye gaze?,failure,Erika Nurmsoo; Paul Bloom,Preschoolers' Perspective Taking in Word Learning,Psychological Science,19.0,3,211,2008.0,Benjamin T. Brown; Bennett Kleinberg; G. C. Hicks; Heather Bentley; Peter Raymond Attridge; Sylvia Eboigbe; Olivia Devitt; Melissa Vazquez; Leah Beyan; Kristina A. Brown,"Replication of Nurmsoo & Bloom (2008, PS, Study 1)",Open Science Framework,,,,2015.0,32.0,,,,,,,8.0,,,,,,,,"Attention, Child, Preschool, Comprehension, Female, Humans, Language Development, Male, Personal Construct Theory, Semantics, Verbal Learning, Visual Perception",yes,forrt.org team: CD,Psychology,Developmental and Educational Psychology,"<a href=""https://doi.org/10.17605/OSF.IO%2FVK6D9"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Brown B. <i>et al.</i> <i>Open Science Framework</i> 2015</a>","<a href=""https://doi.org/10.1111/j.1467-9280.2008.02069.x"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Nurmsoo E. <i>et al.</i> <i>Psychological Science</i> 2008</a>",346.0,0.501799075,-0.450187899,True,False
347,http://doi.org/10.1111/j.1468-0068.2010.00795.x,http://doi.org/10.17605/OSF.IO/39XUW,Contrastive Knowledge Surveyed,success,Jonathan Schaffer; Joshua Knobe,Contrastive Knowledge Surveyed,Noûs,46.0,4,675,2010.0,Hernández-Conde; José V.; Wilkenfeld; Daniel A.,Schaffer and Knobe Replication,OSF Registries,,,,2017.0,100.0,,,,,,,150.0,,,,,,,,,yes,forrt.org team: LR,Arts and Humanities,Philosophy,"<a href=""https://doi.org/10.17605/OSF.IO/39XUW"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Hernández-Conde <i>et al.</i> <i>OSF Registries</i> 2017</a>","<a href=""https://doi.org/10.1111/j.1468-0068.2010.00795.x"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Schaffer J. <i>et al.</i> <i>Noûs</i> 2010</a>",347.0,0.3248683,0.2802949,True,False
