replication_doi,replication_url,contains_replications,original_url,original_authors,original_title,original_journal,original_volume,original_issue,original_pages,original_year,description,result,discipline,subdiscipline,justification
10.1016/j.isci.2024.110532,https://doi.org/10.1016/j.isci.2024.110532,True,https://doi.org/10.1016/j.cub.2011.03.017,"Kanai, R.; Feilden, T.; Firth, C.; Rees, G.",Political orientations are correlated with brain structure in young adults,Curr. Biol,21,8,677-680,2011,Conservatives show larger gray matter volume in the right amygdala compared to liberals,success,neuroscience,cognitive neuroscience,"The authors explicitly state they 'preregistered and replicated the finding that amygdala gray matter volume correlatives positively with conservatism' and that 'The current replication study using a fairly large and politically diverse dataset adds partial support to this hypothesis.' Despite a smaller effect size than the original, the replication was statistically significant (p = 0.041) in the expected direction."
10.1016/j.isci.2024.110532,https://doi.org/10.1016/j.isci.2024.110532,True,https://doi.org/10.1016/j.cub.2011.03.017,"Kanai, R.; Feilden, T.; Firth, C.; Rees, G.",Political orientations are correlated with brain structure in young adults,Curr. Biol,21,8,677-680,2011,Liberals show larger gray matter volume in the anterior cingulate cortex (ACC) compared to conservatives,failure,neuroscience,cognitive neuroscience,"The authors clearly state 'we failed to replicate the negative correlation between conservatism and the ACC' and 'we still fail to replicate this relationship' (p = 0.685). The exploratory and confirmatory data splits did not align, and the authors explicitly rejected the link between social ideology and ACC."
10.1016/j.jad.2021.04.063,https://doi.org/10.1016/j.jad.2021.04.063,True,https://doi.org/10.1016/j.jad.2016.01.007,"Lazarov, A.; Abend, R.; Bar-Haim, Y.",Social anxiety is related to increased dwell time on socially threatening faces,Journal of Affective Disorders,193,,282-288,2016,"Individuals with social anxiety disorder dwell longer on socially threatening (disgust) faces compared to neutral faces when viewing face matrices, as measured by eye-tracking total dwell time",success,psychology,social psychology,"The authors explicitly state 'The attempt was successful, as results were consistent with the findings from the original study.' The replication found the same significant group-by-AOI interaction effect, with SAD patients dwelling significantly longer on threat faces compared to healthy controls, and results remained significant after controlling for depression."
10.1016/j.jcomdis.2015.05.004,https://doi.org/10.1016/j.jcomdis.2015.05.004,True,https://doi.org/10.1044/jshr.1501.194,"Locke, J.",Ease of articulation,Journal of speech and hearing research,15,1,194-200,1972,"Adults can reliably rate the ease of articulation of consonant sounds, and these ease ratings correlate positively with the order in which children acquire speech sounds",success,linguistics,developmental psychology,"The authors explicitly state: ""We were able to replicate the results of Locke's experiments, with especially close replication of Experiment 2."" Experiment 2 showed a very high positive correlation (rs=.93, p<.000001) described as ""nearly perfect,"" while Experiment 1 showed a moderate positive correlation (rs=.69, p<0.00038)."
10.1016/j.jesp.2020.104066,https://doi.org/10.1016/j.jesp.2020.104066,True,https://doi.org/10.1016/j.obhdp.2004.12.002,"Mussweiler, T.; Englich, B.",Subliminal anchoring: Judgmental consequences and underlying mechanisms,Organizational Behavior and Human Decision Processes,98,2,133-143,2005,Subliminally presented numeric anchors (without conscious awareness or deliberate processing) bias subsequent numeric estimates toward the anchor value,failure,psychology,judgment and decision making,"The authors explicitly state in their general discussion: ""In two high-powered, preregistered, close replications, we found no evidence for subliminal anchoring."" For Study 1, they report ""there was no sign of anchoring-even after we excluded outliers and controlled for whether participants saw the flickering-as inconsistent with the claim that subliminal anchoring exists."""
10.1016/j.jesp.2020.104066,https://doi.org/10.1016/j.jesp.2020.104066,True,https://doi.org/10.1016/j.jesp.2005.05.001,"Reitsma-Van Rooijen, M.; Daamen, D.; L.",Subliminal anchoring: The effects of subliminally presented numbers on probability estimates,Journal of Experimental Social Psychology,42,3,380-387,2006,Subliminal anchoring effects occur only when participants are under time pressure to provide their estimates quickly,failure,psychology,judgment and decision making,"The authors state in the Study 2 discussion: ""In our high-powered, preregistered, close replication of [Reitsma-van Rooijen et al. 2006], we could not replicate the subliminal anchoring effect that they reported for participants who had to provide their estimates quickly."" The general discussion confirms: ""we found no evidence for subliminal anchoring."""
10.1016/j.jesp.2023.104549,https://doi.org/10.1016/j.jesp.2023.104549,True,https://doi.org/10.1016/j.cognition.2014.08.006,"Swami, V.; Voracek, M.; Stieger, S.; Tran, U.; Furnham, A.",Analytic thinking reduces belief in conspiracy theories,Cognition,133,3,572-585,2014,Priming analytic thinking through a scrambled sentence verbal fluency task reduces belief in conspiracy theories,failure,psychology,social psychology,"The authors found no evidence that the scrambled sentence task reduced conspiracy beliefs. They state: ""we found no evidence for the hypothesis that priming analytical thinking through either the scrambled sentence task... reduced such beliefs. On the contrary, Bayesian analyses showed moderate-to-strong evidence for the null hypotheses."""
10.1016/j.jesp.2023.104549,https://doi.org/10.1016/j.jesp.2023.104549,True,https://doi.org/10.1016/j.cognition.2014.08.006,"Swami, V.; Voracek, M.; Stieger, S.; Tran, U.; Furnham, A.",Analytic thinking reduces belief in conspiracy theories,Cognition,133,3,572-585,2014,Priming analytic thinking through difficult-to-read (disfluent) fonts reduces belief in conspiracy theories,failure,psychology,social psychology,"The authors found no evidence that disfluent fonts reduced conspiracy beliefs. They conclude: ""we found no evidence for the hypothesis that priming analytical thinking through... the use of difficult-to-read fonts... reduced such beliefs"" and found ""moderate-to-strong evidence for the null hypotheses in both studies."""
10.1016/j.jlr.2025.100913,https://doi.org/10.1016/j.jlr.2025.100913,True,https://doi.org/10.1038/s41598-017-11766-0,Sugasini D; Thomas R; Yalagala P; Tai L; Subbaiah P,"Dietary docosahexaenoic acid (DHA) as lysophosphatidylcholine, but not as free acid, enriches brain DHA and improves memory in adult mice",Sci. Rep,7,1,11263,2017,Dietary sn-1 lysophosphatidylcholine-DHA increases brain DHA levels by approximately 100% (relative percent) and up to 200% (concentration) compared to free DHA or control,failure,neuroscience,neuroscience,"The authors explicitly state in the Discussion: ""we observed no significant differences in DHA concentration or relative percent in any brain region between control and treatment groups"" and ""our results do not support the claim that PL-DHA forms significantly increase brain DHA levels under rigorously matched experimental conditions."""
10.1016/j.jlr.2025.100913,https://doi.org/10.1016/j.jlr.2025.100913,True,https://doi.org/10.1016/j.jnutbio.2019.108231,Sugasini D; Yalagala P; Goggin A; Tai L; Subbaiah P,Enrichment of brain docosahexaenoic acid (DHA) is highly dependent upon the molecular carrier of dietary DHA: Lysophosphatidylcholine is more efficient than either phosphatidylcholine or triacylglycerol,J. Nutr. Biochem,74,,108231,2019,Di-DHA phosphatidylcholine increases brain DHA levels by approximately 35% compared to triacylglycerol-DHA,failure,neuroscience,neuroscience,"The authors conclude: ""we failed to reproduce the finding by Subbaiah et al. of increased brain DHA upon administration of di-DHA-PC"" and ""no significant differences in DHA relative percent or concentration were observed between control and treatment groups in any brain region."""
10.1016/j.jpain.2021.12.009,https://doi.org/10.1016/j.jpain.2021.12.009,True,,"Rabbitts, J.; Zhou, C.; Groenewald, C.; Durkin, L.; Palermo, T.",Trajectories of postsurgical pain in children: Risk factors and impact of late pain recovery on long-term health outcomes after major surgery,Pain,156,,2383-2389,2015,Two distinct postsurgical pain trajectories emerge in adolescents following major surgery: one group experiences declining pain while another experiences high and persistent pain with poorer long-term health outcomes,success,medicine,medicine,"The authors explicitly state in the Discussion: 'This study replicated results from the prior Rabbitts et al. study in a larger sample of adolescents, finding two post-surgical pain trajectories including one with High and Persistent Pain, with an estimated 1 in 5 chance of experiencing high and persistent pain over the year following major surgery.'"
