doi,paper_title,paper_journal,paper_year,paper_authors,paper_volume,paper_issue,paper_pages,paper_url
10.1016/j.jad.2018.10.093,Inflammation associated with volume reduction in the gray matter and hippocampus of older patients with bipolar disorder.,Journal of affective disorders,2019,Tsai SY; Gildengers AG; Hsu JL; Chung KH; Chen PH; Huang YJ,244,,60-66,https://doi.org/10.1016--j.jad.2018.10.093
10.1016/j.jad.2019.08.056,Psychiatric and physical outcomes of long-term use of lithium in older adults with bipolar disorder and major depressive disorder: A cross-sectional multicenter study.,Journal of affective disorders,2019,Morlet E.; Costemale-Lacoste JF; Poulet E.; McMahon K.; Hoertel N.; Limosin F.,259,,210-217,https://doi.org/10.1016--j.jad.2019.08.056
10.1016/j.jad.2020.03.066,Clinical response and metabolic effects of lithium in 323 mood disorder patients.,Journal of affective disorders,2020,Pinna M.; Manchia M.; Visioli C.; Tondo L.,270,,9-14,https://doi.org/10.1016--j.jad.2020.03.066
10.1016/j.jad.2026.121702,"Association of SGLT2 inhibitors with suicidality, all-cause mortality, and hospitalization in bipolar disorder: A cohort study of 1.23 million adults.",Journal of affective disorders,2026,Singh B.; Baweja R.,406,,121702,https://doi.org/10.1016--j.jad.2026.121702
10.1016/j.jpsychires.2011.01.019,Open adjunctive ziprasidone associated with weight loss in obese and overweight bipolar disorder patients.,Journal of psychiatric research,2011,Wang PW; Hill SJ; Childers ME; Chandler RA; Rasgon NL; Ketter TA,45,8,1128-32,https://doi.org/10.1016--j.jpsychires.2011.01.019
10.1016/j.jpsychires.2012.01.014,Psychotropic drug-induced weight gain and other metabolic complications in a Swiss psychiatric population.,Journal of psychiatric research,2012,Choong E.; Bondolfi G.; Etter M.; Jermann F.; Aubry JM; Bartolomei J.; Gholam-Rezaee M.; Eap CB,46,4,540-8,https://doi.org/10.1016--j.jpsychires.2012.01.014
10.1016/j.jpsychires.2017.10.002,Cytokine serum levels remain unchanged during lithium augmentation of antidepressants in major depression.,Journal of psychiatric research,2018,Ricken R.; Busche M.; Schlattmann P.; Himmerich H.; Bopp S.; Bschor T.; Richter C.; Stamm TJ; Heinz A.; Hellweg R.; Lang UE; Adli M.,96,,203-208,https://doi.org/10.1016--j.jpsychires.2017.10.002
10.1016/j.legalmed.2006.05.003,A case of carbamazepine overdose with focal myocarditis.,"Legal medicine (Tokyo, Japan)",2006,Takamiya M.; Aoki Y.; Niitsu H.; Saigusa K.,8,4,243-7,https://doi.org/10.1016--j.legalmed.2006.05.003
10.1016/j.mehy.2020.110047,Can atypical dysgeusia in depression be related to a deafferentation syndrome?,Medical hypotheses,2020,Bou Khalil R.; Atallah E.; Dirani E.; Kallab M.; Kassab A.; Mourad M.; El Khoury R.,144,,110047,https://doi.org/10.1016--j.mehy.2020.110047
10.1016/j.neulet.2014.02.005,Lithium decreases plasma adiponectin levels in bipolar depression.,Neuroscience letters,2014,Soeiro-de-Souza MG; Gold PW; Brunoni AR; de Sousa RT; Zanetti MV; Carvalho AF; Gattaz WF; Machado-Vieira R.; Teixeira AL,564,,111-4,https://doi.org/10.1016--j.neulet.2014.02.005
10.1016/j.pmip.2020.100059,,,,,,,,
10.1016/j.pnpbp.2003.11.001,Weight gain and improvement with quetiapine in bipolar I disorder: a case report.,Progress in neuro-psychopharmacology & biological psychiatry,2004,Ozcan ME; Kaya B.; Polat R.,28,2,413-5,https://doi.org/10.1016--j.pnpbp.2003.11.001
10.1016/j.pnpbp.2013.08.011,Acute manic episode is associated with an increased risk of lower limb edema.,Progress in neuro-psychopharmacology & biological psychiatry,2013,Hochman E.; Krivoy A.; Shoval G.; Valevski A.; Weizman A.; Fischel T.,47,,99-103,https://doi.org/10.1016--j.pnpbp.2013.08.011
10.1016/j.pnpbp.2021.110408,Dose-dependent transcriptional effects of lithium and adverse effect burden in a psychiatric cohort.,Progress in neuro-psychopharmacology & biological psychiatry,2022,Krull F.; Akkouh I.; Hughes T.; Bettella F.; Athanasiu L.; Smeland OB; O'Connell KS; Brattbakk HR; Steen VM; Steen NE; Djurovic S.; Andreassen OA,112,,110408,https://doi.org/10.1016--j.pnpbp.2021.110408
10.1016/j.psiq.2010.12.002,,,,,,,,
10.1016/j.psychres.2007.09.003,Prevalence and correlates of eating disorder co-morbidity in patients with bipolar disorder.,Psychiatry research,2008,Wildes JE; Marcus MD; Fagiolini A.,161,1,51-8,https://doi.org/10.1016--j.psychres.2007.09.003
10.1016/j.psychres.2015.05.042,"Test-retest reliability, feasibility and clinical correlates of the Eurofit test battery in people with bipolar disorder.",Psychiatry research,2015,Vancampfort D.; Sienaert P.; Wyckaert S.; De Hert M.; Stubbs B.; Rosenbaum S.; Buys R.; Probst M.,228,3,620-5,https://doi.org/10.1016--j.psychres.2015.05.042
10.1016/j.psychres.2017.08.063,Prevalence and clinical-demographic correlates of hyperhomocysteinemia in inpatients with bipolar disorder in a Han Chinese population.,Psychiatry research,2018,Zhou SJ; Zhang LG; Chen HM; Li JY; Li R.; Zhang XM; Wang N.; Soares JC; Cassidy RM; Zheng Y.; Ning Y.; Wang SL; Chen JX; Zhang XY,259,,364-369,https://doi.org/10.1016--j.psychres.2017.08.063
10.1016/j.psyneuen.2016.04.013,Leptin serum concentrations are associated with weight gain during lithium augmentation.,Psychoneuroendocrinology,2016,Ricken R.; Bopp S.; Schlattmann P.; Himmerich H.; Bschor T.; Richter C.; Stamm TJ; Bauer F.; Heinz A.; Hellweg R.; Lang UE; Adli M.,71,,31-5,https://doi.org/10.1016--j.psyneuen.2016.04.013
10.1016/s0022-3956(99)00021-7,Plasma levels of cytokines and soluble cytokine receptors in psychiatric patients upon hospital admission: effects of confounding factors and diagnosis.,Journal of psychiatric research,1999,Haack M.; Hinze-Selch D.; Fenzel T.; Kraus T.; Kühn M.; Schuld A.; Pollmächer T.,33,5,407-18,https://doi.org/10.1016--s0022-3956(99)00021-7
10.1016/s0140-6736(05)60117-1,Oxyphilic parathyroid adenoma and lithium therapy.,"Lancet (London, England)",1998,de Celis G.; Fiter M.; Latorre X.; Llebaria C.,352,9133,1070,https://doi.org/10.1016--s0140-6736(05)60117-1
10.1016/s0149-2918(02)80061-3,"Changes in body weight and body mass index among psychiatric patients receiving lithium, valproate, or topiramate: an open-label, nonrandomized chart review.",Clinical therapeutics,2002,Chengappa KN; Chalasani L.; Brar JS; Parepally H.; Houck P.; Levine J.,24,10,1576-84,https://doi.org/10.1016--s0149-2918(02)80061-3
10.1016/s0165-0327(02)00407-x,"Oxcarbazepine as add-on treatment in patients with bipolar manic, mixed or depressive episode.",Journal of affective disorders,2004,Benedetti A.; Lattanzi L.; Pini S.; Musetti L.; Dell'Osso L.; Cassano GB,79,1-3,273-7,https://doi.org/10.1016--s0165-0327(02)00407-x
10.1016/s0165-1781(99)00108-0,Non-adherence with long-term prophylaxis: a 6-year naturalistic follow-up study of affectively ill patients.,Psychiatry research,1999,Schumann C.; Lenz G.; Berghöfer A.; Müller-Oerlinghausen B.,89,3,247-57,https://doi.org/10.1016--s0165-1781(99)00108-0
10.1016/s0278-5846(03)00145-3,Adjunctive quetiapine in bipolar patients partially responsive to lithium or valproate.,Progress in neuro-psychopharmacology & biological psychiatry,2003,Sokolski KN; Denson TF,27,5,863-6,https://doi.org/10.1016--s0278-5846(03)00145-3
10.1016/s0924-9338(10)71416-4,,,,,,,,
10.1016/s0924-977x(98)80299-x,,,,,,,,
10.1016/s2215-0366(22)00100-6,Improving lithium dose prediction using population pharmacokinetics and pharmacogenomics: a cohort genome-wide association study in Sweden.,The lancet. Psychiatry,2022,Millischer V.; Matheson GJ; Bergen SE; Coombes BJ; Ponzer K.; Wikström F.; Jagiello K.; Lundberg M.; Stenvinkel P.; Biernacka JM; Breuer O.; Martinsson L.; Landén M.; Backlund L.; Lavebratt C.; Schalling M.,9,6,447-457,https://doi.org/10.1016--s2215-0366(22)00100-6
10.1017/s0033291700050066,,,,,,,,
10.1017/s0033291723000223,Mega-analysis of association between obesity and cortical morphology in bipolar disorders: ENIGMA study in 2832 participants.,Psychological medicine,2023,McWhinney SR; Abé C.; Alda M.; Benedetti F.; Bøen E.; Del Mar Bonnin C.; Borgers T.; Brosch K.; Canales-Rodríguez EJ; Cannon DM; Dannlowski U.; Diaz-Zuluaga AM; Dietze LMF; Elvsåshagen T.; Eyler LT; Fullerton JM; Goikolea JM; Goltermann J.; Grotegerd D.; Haarman BCM; Hahn T.; Howells FM; Ingvar M.; Jahanshad N.; Kircher TTJ; Krug A.; Kuplicki RT; Landén M.; Lemke H.; Liberg B.; Lopez-Jaramillo C.; Malt UF; Martyn FM; Mazza E.; McDonald C.; McPhilemy G.; Meier S.; Meinert S.; Meller T.; Melloni EMT; Mitchell PB; Nabulsi L.; Nenadic I.; Opel N.; Ophoff RA; Overs BJ; Pfarr JK; Pineda-Zapata JA; Pomarol-Clotet E.; Raduà J.; Repple J.; Richter M.; Ringwald KG; Roberts G.; Ross A.; Salvador R.; Savitz J.; Schmitt S.; Schofield PR; Sim K.; Stein DJ; Stein F.; Temmingh HS; Thiel K.; Thomopoulos SI; van Haren NEM; Vargas C.; Vieta E.; Vreeker A.; Waltemate L.; Yatham LN; Ching CRK; Andreassen OA; Thompson PM; Hajek T.,53,14,6743-6753,https://doi.org/10.1017--s0033291723000223
10.1017/s1461145703003870,Safety and efficacy of combined clozapine-lithium pharmacotherapy.,The international journal of neuropsychopharmacology,2004,Bender S.; Linka T.; Wolstein J.; Gehendges S.; Paulus HJ; Schall U.; Gastpar M.,7,1,59-63,https://doi.org/10.1017--s1461145703003870
10.1034/j.1399-5618.2000.020408.x,An open longitudinal study of patients with bipolar rapid cycling treated with lithium or lamotrigine for mood stabilization.,Bipolar disorders,2000,Walden J.; Schaerer L.; Schloesser S.; Grunze H.,2,4,336-9,https://doi.org/10.1034--j.1399-5618.2000.020408.x
10.1034/j.1399-5618.2002.01189.x,Topiramate versus bupropion SR when added to mood stabilizer therapy for the depressive phase of bipolar disorder: a preliminary single-blind study.,Bipolar disorders,2002,McIntyre RS; Mancini DA; McCann S.; Srinivasan J.; Sagman D.; Kennedy SH,4,3,207-13,https://doi.org/10.1034--j.1399-5618.2002.01189.x
10.1034/j.1399-5618.2002.01211.x,Gabapentin augmentation therapy in bipolar depression.,Bipolar disorders,2002,Wang PW; Santosa C.; Schumacher M.; Winsberg ME; Strong C.; Ketter TA,4,5,296-301,https://doi.org/10.1034--j.1399-5618.2002.01211.x
10.1034/j.1399-5618.2003.00009.x,"Valproate, bipolar disorder and polycystic ovarian syndrome.",Bipolar disorders,2003,McIntyre RS; Mancini DA; McCann S.; Srinivasan J.; Kennedy SH,5,1,28-35,https://doi.org/10.1034--j.1399-5618.2003.00009.x
10.1038/clpt.1994.47,Lithium pharmacokinetics in the obese.,Clinical pharmacology and therapeutics,1994,Reiss RA; Haas CE; Karki SD; Gumbiner B.; Welle SL; Carson SW,55,4,392-8,https://doi.org/10.1038--clpt.1994.47
10.1038/s41380-024-02784-2,White matter microstructure in obesity and bipolar disorders: an ENIGMA bipolar disorder working group study in 2186 individuals.,Molecular psychiatry,2025,Dietze LMF; McWhinney SR; Favre P.; Abé C.; Alexander N.; Barkhau C.; Benedetti F.; Berk M.; Bøen E.; Boye B.; Brosch K.; Canales-Rodríguez EJ; Cannon DM; Carruthers SP; Corkum ELV; Dannlowski U.; Díaz-Zuluaga AM; Dohm K.; Elvsåshagen T.; Flinkenflügel K.; Fortea L.; Furlong LS; Goldstein BI; Grotegerd D.; Gruber M.; Haarman BCM; Howells FM; Jahanshad N.; Jamalabadi H.; Jansen A.; Karantonis JA; Kennedy KG; Kircher TTJ; Klahn AL; Kochunov P.; Kraus A.; Landén M.; López-Jaramillo C.; MacIntosh BJ; Mazza E.; McDonald C.; McIntosh AM; Meinert H.; Meinert S.; Melloni EMT; Mitchell PB; Nenadić I.; Opel N.; Phillips M.; Piguet C.; Polosan M.; Pomarol-Clotet E.; Pouchon A.; Radua J.; Roberts G.; Ross AJ; Rossell SL; Salvador R.; Sim K.; Soares JC; Zunta-Soares GB; Stein F.; Straube B.; Suo C.; Teutenberg L.; Thomas-Odenthal F.; Thomopoulos SI; Usemann P.; Van Rheenen TE; Versace A.; Vieta E.; Vilajosana E.; Mwangi B.; Wen W.; Whalley HC; Wu MJ; Andreassen OA; Ching CRK; Thompson PM; Houenou J.; Hajek T.,30,5,1770-1779,https://doi.org/10.1038--s41380-024-02784-2
10.1038/s41467-025-67026-7,Lithium exposure causes ferroptosis to induce unexplained miscarriage through non-canonical MBOAT1 pathway.,Nature communications,2025,Yi S.; Wen Xin H.; Fan Q.; Yue X.; Lin Y.; Chen X.; Xie J.; Li P.; Xing S.; Chen Y.; Lei Q.; Wang M.; Geng G.; De Peng Z.; Hui Dong Z.,17,1,365,https://doi.org/10.1038--s41467-025-67026-7
10.1038/s41598-025-99698-y,Designing and characterizing first Iranian study evaluating serum levels of lithium in patients for population pharmacokinetics (FIRELOLIPOP): baseline and first report.,Scientific reports,2025,Khakshoor MM; Pariz N.; Askari VR; Fayyazi Bordbar MR; Honari S.; Shirazinia M.; Baradaran Rahimi V.; Naghibi Sistani MB,15,1,15514,https://doi.org/10.1038--s41598-025-99698-y
10.1042/cs0770337,Erythrocyte sodium/lithium countertransport and renal lithium clearance in a random sample of untreated middle-aged men.,"Clinical science (London, England : 1979)",1989,Strazzullo P.; Cappuccio FP; Trevisan M.; Iacoviello L.; Iacone R.; Jossa F.; Giorgione N.; Farinaro E.; Mancini M.,77,3,337-42,https://doi.org/10.1042--cs0770337
10.1046/j.1365-277x.1996.00444.x,,,,,,,,
10.1055/a-2018-4946,"The Role of Mood Stabilizers in Children and Adolescents with Anorexia Nervosa: A 1-year Follow-Up, Propensity Score-Matched Study.",Pharmacopsychiatry,2023,Pruccoli J.; Parmeggiani A.,56,3,118-125,https://doi.org/10.1055--a-2018-4946
10.1055/s-0028-1094484,Lithium carbonate prophylaxis of depression in three subtypes in primary affective disorder.,"Pharmakopsychiatrie, Neuro-Psychopharmakologie",1976,Fieve RR; Dunner DL; Kumbaraci T.; Stallone F.,9,3,100-7,https://doi.org/10.1055--s-0028-1094484
10.1055/s-0028-1094574,[Renal toxicity of lithium in therapeutic doses (author's transl)].,"Pharmakopsychiatrie, Neuro-Psychopharmakologie",1978,Häfner H.; Höffler D.; Seidl H.; Friedrich G.,11,4,157-63,https://doi.org/10.1055--s-0028-1094574
10.1055/s-0034-1385566,[Rapid cycling--finally stable but obese--target acquired?].,Fortschritte der Neurologie-Psychiatrie,2014,Reininghaus B.; Bengesser SA; Reininghaus E.; Lackner N.; Kapfhammer HP; Birner A.,82,12,701-5,https://doi.org/10.1055--s-0034-1385566
10.1055/s-2007-1001133,[Long-term catamnesis on the topic of uses and side effects of lithium prevention of phasic psychoses].,Fortschritte der Neurologie-Psychiatrie,1989,Koufen H.; Consbruch U.,57,9,374-82,https://doi.org/10.1055--s-2007-1001133
10.1055/s-2007-1017430,The outpatient clinic for patients under chronic lithium or neuroleptic treatment as a phase-IV research tool.,Pharmacopsychiatry,1984,Pietzcker A.; Müller-Oerlinghausen B.,17,5,162-7,https://doi.org/10.1055--s-2007-1017430
10.1055/s-2007-1019511,[Eight years follow-up of lithium prophylaxis in patients of psychiatric-neurological practice (author's transl)].,Pharmacopsychiatria,1982,Kurek M.; Consbruch U.,15,2,65-9,https://doi.org/10.1055--s-2007-1019511
10.1055/s-2007-979300,Are psychoactive-drug-induced changes in plasma lipid and lipoprotein levels of significance for clinical remission in psychiatric disorders?,Pharmacopsychiatry,1998,Diebold K.; Michel G.; Schweizer J.; Diebold-Dörsam M.; Fiehn W.; Kohl B.,31,2,60-7,https://doi.org/10.1055--s-2007-979300
10.1055/s-2008-1076723,Thyrotoxicosis after iodine contrast medium administration: rapid mood swing to mania and subsequent psychotic depression in a patient with bipolar disorder during lithium therapy.,Pharmacopsychiatry,2008,Arlt S.; Burkhardt D.; Wiedemann K.,41,4,163-5,https://doi.org/10.1055--s-2008-1076723
10.1080/00048670701392841,Obesity and metabolic syndrome in a psychiatric rehabilitation service.,The Australian and New Zealand journal of psychiatry,2007,Tirupati S.; Chua LE,41,7,606-10,https://doi.org/10.1080--00048670701392841
10.1080/00048679309075773,Lithium-associated transient thyrotoxicosis in 4 Chinese women with autoimmune thyroiditis.,The Australian and New Zealand journal of psychiatry,1993,Chow CC; Lee S.; Shek CC; Wing YK; Ahuja A.; Cockram CS,27,2,246-53,https://doi.org/10.1080--00048679309075773
10.1080/08039480801985229,Reliability and validity of the Korean version of UKU-SERS-Pat in patients with bipolar disorder.,Nordic journal of psychiatry,2008,Kim JH; Choi SW; Joe SH; Ha TH; Yoo HJ; Choi JE; Cha B.; Ha K.,62,6,496-502,https://doi.org/10.1080--08039480801985229
10.1080/10401230490453103,Long-term observational comparison of risperidone and olanzapine in bipolar disorder.,Annals of clinical psychiatry : official journal of the American Academy of Clinical Psychiatrists,2004,Ghaemi SN; Hsu DJ; Rosenquist KJ; Katzow JJ; Goodwin FK,16,2,69-73,https://doi.org/10.1080--10401230490453103
10.1080/10401230802177722,"Elevated prevalence of obesity, metabolic syndrome, and cardiovascular risk factors in bipolar disorder.",Annals of clinical psychiatry : official journal of the American Academy of Clinical Psychiatrists,2008,Fiedorowicz JG; Palagummi NM; Forman-Hoffman VL; Miller DD; Haynes WG,20,3,131-7,https://doi.org/10.1080--10401230802177722
10.1089/cap.1995.5.241,,,,,,,,
10.1089/cap.1998.8.49,Risperidone for young children with mood disorders and aggressive behavior.,Journal of child and adolescent psychopharmacology,1998,Schreier HA,8,1,49-59,https://doi.org/10.1089--cap.1998.8.49
10.1089/cap.2000.10.45,Mood stabilizer augmentation with olanzapine in acutely manic children.,Journal of child and adolescent psychopharmacology,2000,Chang KD; Ketter TA,10,1,45-9,https://doi.org/10.1089--cap.2000.10.45
10.1089/cap.2006.0024,Topiramate in adolescents with juvenile bipolar disorder presenting weight gain due to atypical antipsychotics or mood stabilizers: an open clinical trial.,Journal of child and adolescent psychopharmacology,2007,Tramontina S.; Zeni CP; Pheula G.; Rohde LA,17,1,129-34,https://doi.org/10.1089--cap.2006.0024
10.1089/cap.2006.16.336,A one-year open-label trial of risperidone augmentation in lithium nonresponder youth with preschool-onset bipolar disorder.,Journal of child and adolescent psychopharmacology,2006,Pavuluri MN; Henry DB; Carbray JA; Sampson GA; Naylor MW; Janicak PG,16,3,336-50,https://doi.org/10.1089--cap.2006.16.336
10.1089/cap.2007.0118,Lithium-induced nephrotic syndrome in a prepubertal boy.,Journal of child and adolescent psychopharmacology,2008,Petersen CE; Amaral S.; Frosch E.,18,2,210-3,https://doi.org/10.1089--cap.2007.0118
10.1089/cap.2009.0030,Atomoxetine as an adjunct therapy in the treatment of co-morbid attention-deficit/hyperactivity disorder in children and adolescents with bipolar I or II disorder.,Journal of child and adolescent psychopharmacology,2009,Chang K.; Nayar D.; Howe M.; Rana M.,19,5,547-51,https://doi.org/10.1089--cap.2009.0030
10.1089/cap.2012.0063,Post-acute effectiveness of lithium in pediatric bipolar I disorder.,Journal of child and adolescent psychopharmacology,2013,Findling RL; Kafantaris V.; Pavuluri M.; McNamara NK; Frazier JA; Sikich L.; Kowatch R.; Rowles BM; Clemons TE; Taylor-Zapata P.,23,2,80-90,https://doi.org/10.1089--cap.2012.0063
10.1089/cap.2012.2253,Onset of abnormal movements and cardiovascular symptoms after acute change in complex polypharmacy in a child with attention-deficit/hyperactivity disorder and mood symptoms.,Journal of child and adolescent psychopharmacology,2012,Potter PO; John N.; Coffey DB,22,5,388-92,https://doi.org/10.1089--cap.2012.2253
10.1089/met.2021.0078,Gender and Body Mass Index-Related Serum Level of Adipokines and Metabolic Syndrome Components in Bipolar Patients Who Received Lithium and Valproic Acid.,Metabolic syndrome and related disorders,2022,Marjani M.; Dolab N.; Kamkar MZ; Amiriani T.; Yuzugulen J.; Marjani A.,20,2,79-87,https://doi.org/10.1089--met.2021.0078
10.1093/ijnp/pyae059.288,,,,,,,,
10.1093/ijnp/pyw082,Ghrelin Serum Concentrations Are Associated with Treatment Response During Lithium Augmentation of Antidepressants.,The international journal of neuropsychopharmacology,2017,Ricken R.; Bopp S.; Schlattmann P.; Himmerich H.; Bschor T.; Richter C.; Elstner S.; Stamm TJ; Schulz-Ratei B.; Lingesleben A.; Reischies FM; Sterzer P.; Borgwardt S.; Bauer M.; Heinz A.; Hellweg R.; Lang UE; Adli M.,20,9,692-697,https://doi.org/10.1093--ijnp--pyw082
10.1093/occmed/48.8.505,The social and economic effects of manic depressive illness and of its treatment in lithium clinics.,"Occupational medicine (Oxford, England)",1998,Armond AD,48,8,505-9,https://doi.org/10.1093--occmed--48.8.505
10.1097/00004583-198805000-00018,Lithium antidepressant augmentation in TCA-refractory depression in adolescents.,Journal of the American Academy of Child and Adolescent Psychiatry,1988,Ryan ND; Meyer V.; Dachille S.; Mazzie D.; Puig-Antich J.,27,3,371-6,https://doi.org/10.1097--00004583-198805000-00018
10.1097/00004583-199307000-00028,Prader-Willi and bipolar illness.,Journal of the American Academy of Child and Adolescent Psychiatry,1993,Jerome L.,32,4,876-7,https://doi.org/10.1097--00004583-199307000-00028
10.1097/00004583-199512000-00008,Untoward effects of lithium treatment in children aged four through six years.,Journal of the American Academy of Child and Adolescent Psychiatry,1995,Hagino OR; Weller EB; Weller RA; Washing D.; Fristad MA; Kontras SB,34,12,1584-90,https://doi.org/10.1097--00004583-199512000-00008
10.1097/00004714-199202001-00008,Spectrum of efficacy of valproate in 78 rapid-cycling bipolar patients.,Journal of clinical psychopharmacology,1992,Calabrese JR; Markovitz PJ; Kimmel SE; Wagner SC,12,1 Suppl,53S-56S,https://doi.org/10.1097--00004714-199202001-00008
10.1097/00004714-199206000-00015,Abnormal liver function tests associated with lithium treatment.,Journal of clinical psychopharmacology,1992,Kosson H.; Chou JC,12,3,217-8,https://doi.org/10.1097--00004714-199206000-00015
10.1097/00004714-199410000-00014,Risperidone and obsessive-compulsive symptoms.,Journal of clinical psychopharmacology,1994,Remington G.; Adams M.,14,5,358-9,https://doi.org/10.1097--00004714-199410000-00014
10.1097/00004850-200307000-00005,Risperidone in acute and continuation treatment of mania.,International clinical psychopharmacology,2003,Yatham LN; Binder C.; Riccardelli R.; Leblanc J.; Connolly M.; Kusumakar V.,18,4,227-35,https://doi.org/10.1097--00004850-200307000-00005
10.1097/00005053-197106000-00001,Total body potassium changes during lithium administration.,The Journal of nervous and mental disease,1971,Murphy DL; Bunney WE Jr,152,6,381-9,https://doi.org/10.1097--00005053-197106000-00001
10.1097/00005053-197807000-00007,Spironolactone prophylaxis in manic-depressive disease.,The Journal of nervous and mental disease,1978,Hendler NH,166,7,517-20,https://doi.org/10.1097--00005053-197807000-00007
10.1097/00005053-197903000-00009,Lithium toxicity with hypothyroidism as a possible determinant.,The Journal of nervous and mental disease,1979,Preodor D.; Wolpert EA; Gimble A.; Holinger PC,167,3,186-8,https://doi.org/10.1097--00005053-197903000-00009
10.1097/00007611-198506000-00014,Disguises of delirium.,Southern medical journal,1985,Daniel DG; Rabin PL,78,6,666-72,https://doi.org/10.1097--00007611-198506000-00014
10.1097/00019442-199402040-00010,A Retrospective Chart Review of Lithium Side Effects in a Geriatric Outpatient Population.,The American journal of geriatric psychiatry : official journal of the American Association for Geriatric Psychiatry,1994,Holroyd S.; Rabins PV,2,4,346-351,https://doi.org/10.1097--00019442-199402040-00010
10.1097/01.chi.0000194569.70912.a7,Open-label lithium for the treatment of adolescents with bipolar depression.,Journal of the American Academy of Child and Adolescent Psychiatry,2006,Patel NC; Delbello MP; Bryan HS; Adler CM; Kowatch RA; Stanford K.; Strakowski SM,45,3,289-297,https://doi.org/10.1097--01.chi.0000194569.70912.a7
10.1097/jcp.0000000000002090,Lithium Toxicity and Altered Clearance Following Initiation of Semaglutide in Patients With Bipolar Disorder: A Case Series and Literature Review.,Journal of clinical psychopharmacology,2025,Al-Soleiti M.; Leung JG; Mubaydeen T.; Markota M.; Abulseoud O.; Singh B.; Sola CL,45,6,613-618,https://doi.org/10.1097--jcp.0000000000002090
10.1097/md.0000000000021122,Lithium toxicity with prolonged neurologic sequelae following sleeve gastrectomy: A case report and review of literature.,Medicine,2020,Lin YH; Liu SW; Wu HL; Kang JC; Huang KY; Huang H.,99,28,e21122,https://doi.org/10.1097--md.0000000000021122
10.1111/acps.13733,"Is a vegetarian diet beneficial for bipolar disorder? Relationship between dietary patterns, exercise and pharmacological treatments with metabolic syndrome and course of disease in bipolar disorder.",Acta psychiatrica Scandinavica,2024,Gomes-da-Costa S.; Fernandéz-Pérez I.; Borras R.; Lopez N.; Rivas Y.; Ruiz V.; Pons-Cabrera MT; Giménez-Palomo A.; Anmella G.; Valentí M.; Berk M.; Vieta E.; Pacchiarotti I.,150,4,209-222,https://doi.org/10.1111--acps.13733
10.1111/apa.16444,Lithium use during breastfeeding was safe in healthy full-term infants under strict monitoring.,"Acta paediatrica (Oslo, Norway : 1992)",2022,Heinonen E.; Tötterman K.; Bäck K.; Sarman I.; Svedenkrans J.; Forsberg L.,111,10,1891-1898,https://doi.org/10.1111--apa.16444
10.1111/bdi.12008,A descriptive study of older bipolar disorder residents living in New York City's adult congregate facilities.,Bipolar disorders,2012,Sheeran T.; Greenberg RL; Davan LA; Dealy JA; Young RC; Bruce ML,14,7,756-63,https://doi.org/10.1111--bdi.12008
10.1111/bdi.12235,,,,,,,,
10.1111/bdi.12328,Differences in body mass index according to fat mass- and obesity-associated (FTO) genotype in Mexican patients with bipolar disorder.,Bipolar disorders,2015,Díaz-Anzaldúa A.; Ocampo-Mendoza Y.; Hernández-Lagunas JO; Díaz-Madrid FA; Romo-Nava F.; Juárez-García F.; Ortega-Ortiz H.; Díaz-Anzaldúa A.; Gutiérrez-Mora D.; Becerra-Palars C.; Berlanga-Cisneros C.,17,6,662-9,https://doi.org/10.1111--bdi.12328
10.1111/bdi.12972,Markedly increased prevalence of migraine headaches in adolescents with bipolar disorder.,Bipolar disorders,2021,Mehrhof SZ; Fiksenbaum LM; Bettridge AM; Goldstein BI,23,3,255-262,https://doi.org/10.1111--bdi.12972
10.1111/bdi.13172,Diagnosis of bipolar disorders and body mass index predict clustering based on similarities in cortical thickness-ENIGMA study in 2436 individuals.,Bipolar disorders,2022,McWhinney SR; Abé C.; Alda M.; Benedetti F.; Bøen E.; Del Mar Bonnin C.; Borgers T.; Brosch K.; Canales-Rodríguez EJ; Cannon DM; Dannlowski U.; Diaz-Zuluaga AM; Dietze L.; Elvsåshagen T.; Eyler LT; Fullerton JM; Goikolea JM; Goltermann J.; Grotegerd D.; Haarman BCM; Hahn T.; Howells FM; Ingvar M.; Kircher TTJ; Krug A.; Kuplicki RT; Landén M.; Lemke H.; Liberg B.; Lopez-Jaramillo C.; Malt UF; Martyn FM; Mazza E.; McDonald C.; McPhilemy G.; Meier S.; Meinert S.; Meller T.; Melloni EMT; Mitchell PB; Nabulsi L.; Nenadic I.; Opel N.; Ophoff RA; Overs BJ; Pfarr JK; Pineda-Zapata JA; Pomarol-Clotet E.; Raduà J.; Repple J.; Richter M.; Ringwald KG; Roberts G.; Ross A.; Salvador R.; Savitz J.; Schmitt S.; Schofield PR; Sim K.; Stein DJ; Stein F.; Temmingh HS; Thiel K.; Thomopoulos SI; van Haren NEM; Van Gestel H.; Vargas C.; Vieta E.; Vreeker A.; Waltemate L.; Yatham LN; Ching CRK; Andreassen OA; Thompson PM; Hajek T.,24,5,509-520,https://doi.org/10.1111--bdi.13172
10.1111/bdi.13187,Faecal microbiota transplantation for bipolar disorder: A detailed case study.,Bipolar disorders,2022,Parker G.; Spoelma MJ; Rhodes N.,24,5,559-563,https://doi.org/10.1111--bdi.13187
