doi,source_folder,is_relevant,studies_treatment,trial_type,phase,is_excluded,exclusion_reason,topics,paper_title,paper_journal,paper_year,paper_authors,paper_volume,paper_issue,paper_pages,paper_url
10.34071/jmp.2015.1.10,converted,yes,yes,rct,phase_2,no,,Nattokinase | Blood pressure | Hypertension | Atherosclerosis markers | Lipid profile,NON DRUG THERAPY IN ARTERIAL HYPERTENSION ROLE OF FERMENTED SOYBEAN NATTOKINASE NSK-ND,Journal of Medicine and Pharmacy,2015,Van Minh Huynh; Huu Dung Tran; Duy Khiem Pham; Vu Phong Nguyen; Nhat Quang Nguyen; Anh Tuan Ho; Anh Tien Hoang,,,76-83,https://doi.org/10.34071/jmp.2015.1.10
10.36547/be.2019.2.4.91-95,converted,no,no,other,not_applicable,yes,,nattokinase production|enzyme characterization|in vitro studies|bacteriocins,,,,,,,,
10.36932/jpcam.v1i2.12,converted,no,no,other,not_applicable,yes,,fibrinolysis|alkaloids|herbal extract|in vitro study|red galangal,,,,,,,,
10.37897/rjmp.2020.3.2,converted,yes,no,other,not_applicable,yes,review,nattokinase|fibrinolytic enzyme|cardiovascular therapy|review article,Nattokinase: A hope in cardiovascular therapy and more,Romanian Journal of Medical Practice,2020,Dan-Dominic IONESCU,15,3,272-274,https://doi.org/10.37897/rjmp.2020.3.2
10.3844/ajbbsp.2021.423.432,converted,no,no,other,not_applicable,yes,,fermentation optimization | enzyme production | biochemistry,,,,,,,,
10.3923/ijp.2019.593.603,converted,no,no,other,not_applicable,yes,,Alzheimer's disease | neurodegeneration | in vitro cell study | PC12 cells | oxidative stress,,,,,,,,
10.37349/ec.2025.101268,converted,no,no,other,not_applicable,yes,review,nattokinase|cardiovascular prevention|mitochondrial health|review article,,,,,,,,
10.3923/pjbs.2014.529.534,converted,no,no,other,not_applicable,yes,,microbiology|enzyme production|Bacillus lichniformis|fibrinolytic enzyme optimization,,,,,,,,
10.4028/www.scientific.net/amr.781-784.1403,converted,no,no,other,not_applicable,yes,,nattokinase production | fermentation optimization | enzyme encapsulation,,,,,,,,
10.4081/itjm.2023.1583,converted,yes,no,unclear,not_applicable,yes,review,nattokinase|fibrinolysis|cardiovascular prevention|review article,Nattokinase historical sketch on experimental and clinical evidence,Italian Journal of Medicine,2023,Pierpaolo Di Micco; Francesca Futura Bernardi; Giuseppe Camporese; Mario Biglietto; Alessandro Perrella; Tiziana Ciarambino; Vincenzo Russo; Egidio Imbalzano,17,1,,https://doi.org/10.4081/itjm.2023.1583
10.46223/hcmcoujs.tech.en.8.1.907.2018,converted,yes,yes,other,not_applicable,no,,nattokinase|thrombosis|fibrinolytic|animal model|rat study,Purification and thrombolytic effects in vivo of recombination Nattokinase on carrageenan-induced tail thrombosis in a rat model,ENGINEERING AND TECHNOLOGY,2020,Tran Quoc Tuan; Dinh Thi Lan Anh; Le Thi Thuy Ai; Dinh Minh Hiep; Tran Cat Dong,8,1,82-91,https://doi.org/10.46223/hcmcoujs.tech.en.8.1.907.2018
10.47866/2615-9252/vjfc.107,converted,no,no,other,not_applicable,yes,,analytical method | quality control | nattokinase assay,,,,,,,,
10.4265/bio.23.107,converted,no,no,other,not_applicable,yes,,biofilm|food safety|bacterial resistance|nattokinase application,,,,,,,,
10.4236/aer.2021.91001,converted,no,no,other,not_applicable,yes,review,natto|nattokinase|functional food|review,,,,,,,,
10.47866/2615-9252/vjfc.657,converted,no,no,other,not_applicable,yes,,analytical method|quality control|dietary supplements,,,,,,,,
10.5114/bta.2018.79967,converted,no,no,other,not_applicable,yes,,nattokinase production | recombinant DNA | Bacillus subtilis | enzyme expression | biotechnology,,,,,,,,
10.5151/biochem-vsimbbtec-22270,converted,no,no,other,not_applicable,yes,,nattokinase production | fermentation optimization | Bacillus subtilis | enzyme activity,,,,,,,,
10.5281/zenodo.8286460,converted,no,no,not_applicable,not_applicable,yes,editorial,nattokinase|spike protein|post-COVID|vaccine injury|opinion piece,,,,,,,,
10.5151/biochem-vsimbbtec-22281,converted,no,no,other,not_applicable,yes,,nattokinase production | microbial fermentation | enzyme optimization,,,,,,,,
10.48048/tis.2022.1952,converted,no,no,other,not_applicable,yes,,bacterial protease|thrombolytic enzyme|in vitro enzyme activity,,,,,,,,
10.5352/jls.2006.16.2.274,converted,no,no,other,not_applicable,yes,,nattokinase cloning | gene expression | bacillus subtilis | fibrinolytic enzyme | in vitro characterization,,,,,,,,
10.5352/jls.2006.16.2.360,converted,no,no,other,not_applicable,yes,protocol,nattokinase|fibrinolytic enzyme|metagenome screening|preclinical,,,,,,,,
10.5352/jls.2009.19.2.289,converted,yes,yes,non_randomized_trial,phase_2,no,,nattokinase|fibrinolysis|cardiovascular prevention|lipid markers|smoking,Effects of Nattokinase fibrinol supplementation on Fibrinolysis and Atherogenesis,Journal of Life Science,2009,Kyunghee Noh,19,2,289-298,https://doi.org/10.5352/jls.2009.19.2.289
10.53555/ajbr.v27i3s.2103,converted,no,no,other,not_applicable,yes,review,nattokinase|enzyme production|in vitro|bacterial isolation|preclinical,,,,,,,,
10.5483/bmbrep.2005.38.5.577,converted,no,no,other,not_applicable,yes,,fibrinolytic enzyme | protein nitration | oxidative stress | in vitro study,,,,,,,,
10.5511/plantbiotechnology.15.0430a,converted,no,no,other,not_applicable,yes,,plant biotechnology | genetic engineering | nattokinase production,,,,,,,,
10.55251/jmbfs.10355,converted,no,no,other,not_applicable,yes,,nattokinase production|enzyme purification|Bacillus cereus|fermentation|lab methods,,,,,,,,
10.55981/jbbi.2025.13503,converted,no,yes,other,not_applicable,yes,,Moringa oleifera | antithrombotic | in vitro study | cardiovascular disease | fibrinolysis,,,,,,,,
10.5599/admet.2551,converted,no,no,not_applicable,not_applicable,yes,review,serine proteases | amyloidosis | nattokinase | review article,,,,,,,,
10.56028/aetr.13.1.344.2025,converted,no,no,other,not_applicable,yes,review,nattokinase|zebrafish|preclinical|thrombosis|in vitro,,,,,,,,
10.5625/lar.2013.29.4.221,converted,yes,yes,other,not_applicable,no,,nattokinase|platelet aggregation|thrombosis|blood flow|animal model,Nattokinase improves blood flow by inhibiting platelet aggregation and thrombus formation,Laboratory Animal Research,2013,Ja-Young Jang; Tae-Su Kim; Jingmei Cai; Jihyun Kim; Youngeun Kim; Kyungha Shin; Kwang Sei Kim; Sung Kyeong Park; Sung-Pyo Lee; Ehn-Kyoung Choi; Man Hee Rhee; Yun-Bae Kim,29,4,221,https://doi.org/10.5625/lar.2013.29.4.221
10.56283/1859-0381/953,converted,no,no,other,not_applicable,yes,review,nattokinase|analytical chemistry|method validation|dietary supplements,,,,,,,,
10.5812/jjm.23567,converted,no,no,other,not_applicable,yes,,nattokinase production | microbiology | enzyme optimization | in vitro,,,,,,,,
10.5891/jafps.40.273,converted,no,no,other,not_applicable,yes,,dental caries | biofilm | protease | in vitro,,,,,,,,
10.5897/ajb10.1268,converted,no,no,other,not_applicable,yes,review,enzyme production|fibrinolytic enzymes|nattokinase purification|bacterial isolation,,,,,,,,
10.5897/ajmr12.041,converted,no,no,other,not_applicable,yes,,nattokinase isolation | bacterial fermentation | fibrinolytic enzyme characterization | laboratory biochemistry,,,,,,,,
10.5897/ajmr2019.9181,converted,no,no,other,not_applicable,yes,,nattokinase production | genetic engineering | bacterial fermentation | enzyme purification,,,,,,,,
10.6013/jbrewsocjapan1988.88.482,converted,no,no,other,not_applicable,yes,,nattokinase enzyme | activity measurement | fibrin lysis | laboratory methods,,,,,,,,
10.6013/jbrewsocjapan1988.99.867,converted,no,no,other,not_applicable,yes,,nattokinase production|fermentation|manufacturing|vitamin K2,,,,,,,,
10.6084/m9.figshare.4316552,converted,no,no,other,not_applicable,yes,,Subtilisin QK-2|fibrinolytic enzyme|lactic acid bacteria|recombinant protein expression|biotechnology,,,,,,,,
10.6227/jfda.2012200316,converted,no,no,other,not_applicable,yes,,pueraria lobata | isoflavonoids | antioxidant activity | phytochemistry,,,,,,,,
10.62767/jecacm504.6557,converted,no,no,other,not_applicable,yes,review,nattokinase | microclots | in vitro | fibrinolysis | long covid,,,,,,,,
10.7454/mss.v30i2.3000,converted,no,no,other,not_applicable,yes,,in silico|protein engineering|signal peptide|E. coli expression|recombinant production,,,,,,,,
10.70315/uloap.ulmhs.2025.0302003,converted,no,no,other,not_applicable,yes,,red yeast rice | hamster model | lipid regulation | preclinical,,,,,,,,
10.7759/cureus.20074,converted,no,no,case_series,not_applicable,yes,case_series,nattokinase adverse event|bleeding|hemoperitoneum|case report,,,,,,,,
10.7759/cureus.49204,converted,no,no,other,not_applicable,yes,review,long COVID | spike protein | post-acute sequelae | treatment protocol | nattokinase proposal,,,,,,,,
10.7841/ksbbj.2011.26.5.393,converted,yes,yes,non_randomized_trial,phase_2,no,,nattokinase|antithrombotic|fibrinolysis|clinical trial|metabolic syndrome,Evaluation of Nattokinase for Antithrombotic Effect and Pharmacological Efficacy by a Biological Test and Clinical Trial,KSBB Journal,2011,Jae-Bum Kim; Chul-Bae Yoo; Hyun-Man Shin; Joon-Ki Jung; Hyung-Wook Jang,26,5,393-399,https://doi.org/10.7841/ksbbj.2011.26.5.393
10.7841/ksbbj.2012.27.6.375,converted,yes,yes,other,not_applicable,no,,nattokinase|antithrombotic|fibrinolytic|animal model|cardiovascular,The Evaluation of Antithrombotic and Fibrinolytic Activities of Nattokinase from Bacillus subtilis Natto,KSBB Journal,2012,Da-Lyung Lee; Sung-Yu Hong; Yang-Su Jang; Hyung-Wook Jang; Chang-Jae Maeng; Chul-Bae Yoo; Dae-Heoun Baek,27,6,375-380,https://doi.org/10.7841/ksbbj.2012.27.6.375
