doi,drug_class,drug_name,confidence
10.3109/00207454.2011.602774,other_pharmacological,onabotulinum toxin a,high
10.3109/00207458809000489,other_pharmacological,amitriptyline,high
10.3109/07853890.2015.1025825,alpha2delta_ligand,gabapentin enacarbil,high
10.3109/00207458708987132,levodopa,carbidopa/levodopa,high
10.3109/08039489709109095,opioid,tramadol,high
10.3109/09593985.2010.511440,non_pharmacological,near-infrared light,high
10.3109/09593985.2010.502210,non_pharmacological,near-infrared light,high
10.3109/09593985.2015.1087613,non_pharmacological,near-infrared light,high
10.3121/cmr.2018.1389,non_pharmacological,near-infrared light therapy,high
10.3122/jabfm.19.5.487,non_pharmacological,aerobic exercise and resistance training,high
10.3122/jabfm.2011.04.100173,other_pharmacological,bupropion,high
10.3122/jabfm.2018.05.180065,non_pharmacological,tension and trauma release exercises,high
10.31450/ukrjnd.4(84).2024.10,non_pharmacological,kinesio taping,high
10.31579/2690-8794/105,non_pharmacological,acupuncture,high
10.31579/2835-785x/095,other_pharmacological,coenzyme q10,high
10.32598/cmja.12.2.1162.1,non_pharmacological,heat therapy,high
10.32598/jccnc.4.2.96,non_pharmacological,foot reflexology massage,high
10.3345/kjp.2008.51.11.1222,iron,iron supplements,high
10.3346/jkms.2008.23.3.533,opioid,tramadol,high
10.33653/jkp.v6i2.283,non_pharmacological,acupressure,high
10.3321/j.issn:1006-7876.2008.06.014,levodopa,levodopa/benserazide,high
10.33755/jkk.v12i1.955,non_pharmacological,intradialytic resistance exercise,high
10.3389/fmed.2025.1571045,non_pharmacological,hydrotherapy and acupressure,high
10.3389/fmed.2025.1725747,dopamine_agonist,pramipexole,high
10.3389/fneur.2017.00287,non_pharmacological,nerve decompression surgery,high
10.3389/fmed.2025.1607307,non_pharmacological,hydrotherapy and acupressure,high
10.3389/fneur.2019.00457,opioid,morphine and fentanyl,high
10.3389/fneur.2021.786408,alpha2delta_ligand,pregabalin,high
10.3389/fnins.2017.00722,other_pharmacological,dipyridamole,high
10.3389/fneur.2023.1219881,non_pharmacological,spinal cord stimulation,high
10.3389/fnhum.2026.1723992,non_pharmacological,transcranial pulse stimulation,high
10.3389/fnins.2020.00873,non_pharmacological,transcutaneous spinal cord direct-current stimulation (tsdcs),high
10.3390/geriatrics6040099,non_pharmacological,aromatherapy massage,high
10.3389/fpsyt.2023.1254936,non_pharmacological,varicose vein surgery,high
10.3390/healthcare12161570,other_pharmacological,bupropion and iron supplementation,high
10.3390/jcm11061673,iron,ferric carboxymaltose,high
10.3389/fnins.2024.1333188,other_pharmacological,stellate ganglion block,high
10.3390/jcm15082845,non_pharmacological,peroneal nerve stimulation (xd-tomac),high
10.3390/jcm8091403,non_pharmacological,low-intensity exercise,high
10.3390/jcm9124115,dopamine_agonist,unspecified,medium
10.3390/jcm8122212,non_pharmacological,positive airway pressure,high
10.3390/life15081289,other_pharmacological,"melatonin, multivitamin supplement (colinplus delta)",medium
10.3390/nu12051313,iron,ferric carboxymaltose and iron fumarate,high
10.3390/toxins10100401,other_pharmacological,incobotulinumtoxin a,high
10.34172/jnp.2020.25,dopamine_agonist,pramipexole,high
10.35248/2167-0277.20.9.318,non_pharmacological,scrambler device (electrical counter-stimulation),high
10.36590/kepo.v6i1.1184,non_pharmacological,lavender oil massage therapy,high
10.36948/ijfmr.2024.v06i04.24569,non_pharmacological,blood flow restriction training,high
10.37063/jurnalantarakeperawatan.v3i3.396,non_pharmacological,intradialytic stretching exercise,high
10.37551/s2254-28842021037,non_pharmacological,progressive muscle relaxation,high
10.3760/cma.j.issn.1001-7097.2017.10.004,other_pharmacological,neurotropin,high
10.3727/036012921x16164310686833,non_pharmacological,electroacupuncture,high
10.3760/cma.j.issn.1006-7876.2012.09.002,dopamine_agonist,pramipexole,high
10.3760/cma.j.issn.1008-6315.2001.11.017,other_pharmacological,anisodamine,high
10.3760/cma.j.issn.1672-7088.2010.10.011,non_pharmacological,nursing care,high
10.3760/cma.j.issn.1671-8925.2010.04.019,dopamine_agonist,pramipexole,high
10.3760/cma.j.issn.1673-4238.2013.01.010,non_pharmacological,high-flux dialysis,high
10.3777/jjsam.69.210,non_pharmacological,acupuncture and moxibustion,high
10.3760/cma.j.issn.1673-4351.2014.07.018,non_pharmacological,evidence-based nursing care,high
10.3844/amjsp.2011.104.110,other_pharmacological,vitamin b12 injections,high
10.3822/ijtmb.v15i2.705,non_pharmacological,foot reflexology and swedish massage,high
10.37848/jurnal.v5i1.19,non_pharmacological,intradialytic stretching exercise,high
10.3923/ijp.2025.131.137,non_pharmacological,heel vessel catgut embedding,high
10.3937/kampomed.66.307,other_pharmacological,jiin and seinetsu (traditional chinese medicine),high
10.3988/jcn.2013.9.1.51,dopamine_agonist,ropinirole,high
10.3988/jcn.2017.13.4.340,dopamine_agonist,pramipexole,high
10.3937/kampomed.71.362,other_pharmacological,kampo medicine (goshuyuto and ryokeijutsukantou),high
10.3988/jcn.2025.0092,alpha2delta_ligand,pregabalin,high
10.4009/jsdt.36.207,dopamine_agonist,pergolide mesylate,high
10.4009/jsdt.44.1155,dopamine_agonist,pramipexole,high
10.4021/jmc901w,other,unspecified,low
10.4065/73.6.497,dopamine_agonist,pramipexole,high
10.4009/jsdt.47.145,opioid,buprenorphine,high
10.4065/78.1.52,iron,iron supplementation (correction of iron stores),high
10.4065/81.1.17,dopamine_agonist,ropinirole,high
10.4065/mcp.2009.0700,alpha2delta_ligand,gabapentin enacarbil,high
10.4067/s0034-98872016001200007,dopamine_agonist,dopamine agonists,high
10.4088/jcp.v60n0407,opioid,tramadol,high
10.4081/reumatismo.2023.1557,other_pharmacological,naproxen,medium
10.4103/0253-7176.127262,dopamine_agonist,ropinirole,high
10.4088/jcp.v68n0423c,non_pharmacological,vagus nerve stimulation,high
10.4103/0256-4947.51779,iron,intravenous iron,high
10.4103/0366-6999.159344,non_pharmacological,repetitive transcranial magnetic stimulation (rtms),high
10.4103/0972-2327.194424,dopamine_agonist,ropinirole,high
10.4103/0976-3147.105625,dopamine_agonist,unspecified,medium
10.4103/1319-2442.152417,alpha2delta_ligand,gabapentin,high
10.4067/s0034-98872019001201569,iron,ferric carboxymaltose,high
10.4103/ijcm.ijcm_914_22,non_pharmacological,nursing intervention strategies,high
10.4103/1735-9066.180381,non_pharmacological,reflexology and stretching exercises,high
10.4103/ijnmr.ijnmr_133_18,non_pharmacological,cool dialysate,high
10.4103/jfmpc.jfmpc_640_20,levodopa,levodopa,high
10.4103/jmedsci.jmedsci_201_24,iron,oral iron supplementation,high
10.4103/jmh.jmh_25_18,benzodiazepine,clonazepam,high
10.4103/jpbs.jpbs_937_24,non_pharmacological,"effleurage massage therapy, foot reflexology, sleep hygiene education",high
10.4103/jmh.jmh_26_18,benzodiazepine,clonazepam,high
10.4149/bll_2015_077,non_pharmacological,kidney transplantation,high
10.4103/nsn.nsn_221_20,non_pharmacological,motor imagery,high
10.4103/neurol-india.neurol-india-d-25-00070,dopamine_agonist,pramipexole,high
10.4172/2161-0959.1000128,other_pharmacological,biotin,high
10.4254/wjh.v10.i3.379,dopamine_agonist,pramipexole,high
10.4274/jmsr.galenos.2024.2024-2-1,non_pharmacological,aerobic exercise,high
10.4274/jtsm.018,levodopa,l-dopa,high
10.4274/tftr.27122,alpha2delta_ligand,pregabalin,high
10.4306/pi.2014.11.2.204,opioid,tramadol,high
10.4306/pi.2009.6.4.313,other_pharmacological,bupropion,high
10.4324/9781315754093.ch21,non_pharmacological,surface 19-channel z-score training (19 znf),high
10.4414/smw.2011.13274,dopamine_agonist,pramipexole,high
10.46393/27132129_2024_2_78,non_pharmacological,transcutaneous spinal direct current stimulation and pneumatic compression,high
10.47671/tvg.79.23.012,dopamine_agonist,pramipexole,high
10.46570/utjms-2025-1369,iron,intravenous iron,high
10.5114/areh.2025.154337,non_pharmacological,aerobic and resistance training,high
10.51642/ppmj.v34i04.590,other_pharmacological,lacosamide,high
10.51321/jskmcp.2020.20.1.53,non_pharmacological,bee venom acupuncture,high
10.52768/3067-3852/1032,dopamine_agonist,dextroamphetamine sulfate,high
10.52783/jchr.v15.i6.10944,non_pharmacological,yoga and physiotherapy,low
10.5281/zenodo.7826121,other_pharmacological,sleepy well spray,low
10.5336/medsci.2021-84596,dopamine_agonist,dopamine agonist (unspecified),high
10.5281/zenodo.6892050,other_pharmacological,vitamin d (colcalciferol),high
10.53730/ijhs.v6ns6.13109,non_pharmacological,stretching exercises,high
10.53846/goediss-10081,non_pharmacological,transcutaneous auricular vagus nerve stimulation (tavns),high
10.5414/cpp49109,alpha2delta_ligand,gabapentin enacarbil,high
10.54029/2022exz,dopamine_agonist,unspecified,low
10.54393/pbmj.v5i3.339,non_pharmacological,stretching exercise and tens therapy,high
10.54393/pbmj.v9i1.1328,non_pharmacological,self-stretching exercise,high
10.54393/pjhs.v4i06.888,non_pharmacological,lower limb strengthening exercises,high
10.5468/kjog.2010.53.10.940,dopamine_agonist,ropinirole,high
10.5455/bcp.20131105021804,other_pharmacological,bupropion,high
10.5472/marumj.1479815,non_pharmacological,microsurgical treatment,high
10.5505/amj.2020.02703,non_pharmacological,wet cupping therapy,high
10.5505/epilepsi.2013.39205,other,unspecified,low
10.5580/1b1f,other_pharmacological,hydroxyzine hydrochloride,high
10.5662/wjm.v15.i1.97171,dopamine_agonist,dopaminergic medications,low
10.5664/jcsm.10152,iron,ferric carboxymaltose,high
10.5664/jcsm.10536,non_pharmacological,noninvasive peroneal nerve stimulation,high
10.5664/jcsm.1074,alpha2delta_ligand,gabapentin enacarbil,high
10.5664/jcsm.11846,iron,ferric carboxymaltose,high
10.5664/jcsm.11206,other_pharmacological,magnesium citrate,high
10.5664/jcsm.2036,other,dopaminergic agents and sedative-hypnotics,medium
10.5664/jcsm.2168,iron,intravenous iron,high
10.5664/jcsm.3092,other_pharmacological,varenicline,high
10.5664/jcsm.3964,non_pharmacological,sensory stimulation,high
10.5664/jcsm.5920,non_pharmacological,whole body vibration,high
10.5664/jcsm.7400,non_pharmacological,upper airway stimulation device,high
10.5664/jcsm.4290,dopamine_agonist,pramipexole,high
10.5664/jcsm.7766,iron,oral iron,high
10.5664/jcsm.7810,iron,ferrous sulfate,high
10.5664/jcsm.8134,non_pharmacological,yoga,high
10.5664/jcsm.8060,dopamine_agonist,pramipexole,high
10.5664/jcsm.8696,other_pharmacological,thalidomide,high
10.5664/jcsm.8756,iron,oral iron supplementation,high
10.5664/jcsm.7908,dopamine_agonist,dopamine agonists,high
10.5664/jcsm.9404,non_pharmacological,noninvasive peripheral nerve stimulation,high
10.5664/jcsm.9690,iron,intravenous iron,high
10.5664/jcsm.9874,dopamine_agonist,pramipexole,high
10.5665/sleep.3558,alpha2delta_ligand,pregabalin,high
10.5692/clinicalneurol.50.385,dopamine_agonist,dopaminergic agents,medium
10.5692/clinicalneurol.cn-001048,dopamine_agonist,pramipexole,high
10.5692/clinicalneurol.cn-001176,dopamine_agonist,pramipexole,high
10.5812/jjnpp.62178,dopamine_agonist,pramipexole,high
10.5812/asjsm.31001,non_pharmacological,stretching exercises,high
10.5812/numonthly.119463,non_pharmacological,cold water bags,high
10.5937/engrami1402091s,dopamine_agonist,pramipexole,high
10.58355/dirosat.v1i4.42,non_pharmacological,buerger allen exercise,high
10.59736/ijp.23.02.952,iron,ferric carboxymaltose,high
10.60147/f62a1452,iron,iron,high
10.6018/sportk.512761,non_pharmacological,"stretching, strengthening exercises and walking",high
10.61919/jhrr.v3i2.248,non_pharmacological,mulligan's traction straight leg raise,high
10.6061/clinics/2013(04)06,other_pharmacological,saint john's wort,high
10.61186/sjku.29.4.49,non_pharmacological,transcutaneous electrical nerve stimulation (tens),high
10.61919/jhrr.v4i2.807,non_pharmacological,stretching exercises,high
10.64252/tkx42w69,non_pharmacological,interval aerobic training,high
10.64898/2025.12.26.696558,alpha2delta_ligand,pregabalin,high
10.7176/jhmn/68-10,non_pharmacological,muscle stretching exercises,high
10.70332/jkp.v1i1.6,non_pharmacological,aerobic exercise and stretching exercise,high
10.7231/jon.2015.26.4.357,non_pharmacological,"korean medicine (herbal medication, acupuncture, oriental psychotherapy)",high
10.7243/2052-6946-5-1,opioid,methadone,high
10.69980/ajpr.v28i1.77,non_pharmacological,warm massage therapy,high
10.7326/acpjc-2000-132-1-024,dopamine_agonist,pergolide,high
10.7556/jaoa.2016.088,non_pharmacological,targeted pressure device (abductor hallucis and flexor hallucis brevis muscles),high
10.7759/cureus.12034,alpha2delta_ligand,gabapentin,high
10.7730/jscm.2015.27.4.419,other_pharmacological,hyeongbangsabaeksan,high
10.7759/cureus.105315,other_pharmacological,dextromethorphan,high
10.7759/cureus.20775,other_pharmacological,withania somnifera,high
10.7759/cureus.32805,other,unspecified,low
10.7759/cureus.78159,iron,iron replacement therapy,high
10.7759/cureus.4368,non_pharmacological,endovenous radiofrequency ablation and ultrasound-guided foam sclerotherapy,high
10.7759/cureus.57354,other_pharmacological,methimazole,high
10.7759/cureus.91241,dopamine_agonist,ropinirole,high
10.7916/d8348j3b,dopamine_agonist,unspecified,medium
10.7916/d8xd10d9,dopamine_agonist,pramipexole,high
10.7916/d8m61j0p,dopamine_agonist,pramipexole,high
10.9758/cpn.22.1021,other_pharmacological,vortioxetine,high
pmid_10416230,dopamine_agonist,ropinirole,high
pmid_10696651,dopamine_agonist,ropinirole,high
10.9758/cpn.25.1316,other_pharmacological,aripiprazole,high
pmid_10697985,other,unspecified,low
pmid_10811379,dopamine_agonist,cabergoline,high
pmid_11808358,non_pharmacological,lumbar corset,high
pmid_12462942,dopamine_agonist,ropinirole,high
pmid_12841721,alpha2delta_ligand,gabapentin,high
pmid_10947026,dopamine_agonist,pergolide,high
pmid_12166546,dopamine_agonist,cabergoline,high
pmid_14651138,other,unspecified,low
pmid_14707315,dopamine_agonist,ropinirole,high
pmid_15168262,other_pharmacological,topiramate,high
pmid_15283013,levodopa,carbidopa/levodopa,high
pmid_15467992,dopamine_agonist,ropinirole,high
pmid_15565533,benzodiazepine,clonazepam,high
pmid_15662897,levodopa,levodopa/benserazide,high
pmid_16318146,non_pharmacological,acupuncture,high
pmid_17128523,dopamine_agonist,ropinirole,high
pmid_17432089,dopamine_agonist,pramipexole,high
pmid_17511286,dopamine_agonist,pergolide,high
pmid_17557456,dopamine_agonist,unspecified dopamine agonist,medium
pmid_17557494,other_pharmacological,magnesium sulfate,high
pmid_17561538,other_pharmacological,botulinum toxin type-a,high
pmid_18189076,other_pharmacological,lamotrigine,high
pmid_17948213,other_pharmacological,agalsidase beta,high
pmid_18257184,non_pharmacological,acupuncture combined with tdp radiation,high
pmid_18516284,levodopa,l-dopa,medium
pmid_18788648,dopamine_agonist,pramipexole,high
pmid_19039990,dopamine_agonist,pramipexole,high
pmid_19284179,other_pharmacological,valerian,high
pmid_19603292,dopamine_agonist,dopaminergic drugs,medium
pmid_20120624,dopamine_agonist,pramipexole,high
pmid_21089214,non_pharmacological,transcranial pulsed electrostimulation and alternating electrostatic field,high
pmid_2046771,other_pharmacological,hydroquinine,high
pmid_2194708,other,unspecified,low
pmid_21948008,other,unspecified,low
pmid_20957852,other_pharmacological,cigarette smoking,high
pmid_22737548,other_pharmacological,selenium,high
pmid_23094294,other_pharmacological,yi-gan san,high
pmid_23852842,dopamine_agonist,pramipexole,high
pmid_24247058,dopamine_agonist,ropinirole,high
pmid_23156076,dopamine_agonist,"ropinirole, pramipexole, pergolide",high
pmid_27280102,other_pharmacological,zolpidem,high
pmid_2507405,other_pharmacological,carbamazepine,high
pmid_25532586,iron,saccharum iron,high
pmid_2929037,levodopa,levodopa/benserazide,high
pmid_2928741,other_pharmacological,clonidine,high
pmid_30090683,non_pharmacological,blood flow restriction training,high
pmid_3344406,other,unspecified,low
pmid_31249480,alpha2delta_ligand,gabapentin,high
pmid_38518173,non_pharmacological,hot and cold water applications,high
pmid_3557297,benzodiazepine,alprazolam (xanax),high
pmid_7063822,other_pharmacological,disopyramide,high
pmid_3946115,opioid,opiates (unspecified),high
pmid_8259469,levodopa,levodopa and codeine,high
pmid_8723378,levodopa,levodopa/carbidopa,high
pmid_8588396,levodopa,l-dopa,high
pmid_9340624,other,unspecified,low
pmid_9538563,benzodiazepine,clonazepam,high
pmid_953882,other_pharmacological,folic acid,high
10.1002/1531-8257(199901)14/1<138//aid-mds1023>3.0.co;2-a,dopamine_agonist,ropinirole,high
10.1002/1531-8257(200003)15/2<324//aid-mds1020>3.0.co;2-4,other_pharmacological,amantadine,high
10.1007/s12311-012-0382-6,dopamine_agonist,lisuride,high
10.1093/sleep/19.3.214,levodopa,levodopa/carbidopa,high
10.1093/sleep/23.3.1b,dopamine_agonist,cabergoline,high
10.1093/sleep/9.3.385,benzodiazepine,clonazepam and temazepam,high
10.1179/1753615411y.0000000002,non_pharmacological,counterstrain manipulation,high
10.33588/rn.2909.99317,dopamine_agonist,ropinirole,high
10.5665/sleep/31.9.1229,dopamine_agonist,pramipexole,high
