doi,source_folder,is_relevant,studies_treatment,trial_type,phase,is_excluded,exclusion_reason,topics,paper_title,paper_journal,paper_year,paper_authors,paper_volume,paper_issue,paper_pages,paper_url
10.4103/0256-4947.51779,abstract_only,yes,yes,case_series,not_applicable,no,,celiac disease | iron deficiency | secondary RLS | gluten-free diet | iron supplementation,Restless leg syndrome in a patient with celiac disease: a coincidence or an association?,Annals of Saudi medicine,2009,Haddad FG; Maalouly GD; Fahed JI; Jammal MH; El Nemnoum RJ,29,3,238-9,https://doi.org/10.4103/0256-4947.51779
10.1016/j.sleep.2018.11.025,abstract_only,yes,yes,rct,phase_2,no,,gabapentin enacarbil | dopamine agonists | treatment response | augmentation,Reduced response to gabapentin enacarbil in restless legs syndrome following long-term dopaminergic treatment,Sleep Medicine,2019,Diego Garcia-Borreguero; Irene Cano-Pumarega; Celia Garcia Malo; Jose Antonio Cruz Velarde; Juan José Granizo; Vivian Wanner,55,,74-80,https://doi.org/10.1016/j.sleep.2018.11.025
10.7748/phc2008.03.18.2.22.c6509,abstract_only,no,no,other,not_applicable,yes,editorial,educational|nursing|primary care,,,,,,,,
10.1016/j.sleep.2024.12.004,abstract_only,yes,no,cross_sectional,not_applicable,no,,neuropsychiatric comorbidities | anxiety | depression | somatization | disease severity,The impact of neuropsychiatric burden on Restless Legs Syndrome (RLS) disease severity,Sleep Medicine,2025,Mehmet Göktuğ Kılınçarslan; Özgül Ocak; Erkan Melih Şahin,126,,82-87,https://doi.org/10.1016/j.sleep.2024.12.004
10.1097/md.0000000000002109,abstract_only,no,no,retrospective_cohort,not_applicable,no,,epidemiology|comorbidity|association study,,,,,,,,
10.3389/fmed.2021.685601,abstract_only,yes,no,cross_sectional,not_applicable,no,,RLS in peritoneal dialysis | hepcidin biomarker | observational association study,Relation of Serum Hepcidin Levels and Restless Legs Syndrome in Patients Undergoing Peritoneal Dialysis,Frontiers in Medicine,2021,Yanhong Guo; Yuan Sang; Tian Pu; Xiaodan Li; Yulin Wang; Lu Yu; Yan Liang; Liuwei Wang; Peipei Liu; Lin Tang,8,,685601,https://doi.org/10.3389/fmed.2021.685601
10.1111/j.1468-1331.2006.01588.x,abstract_only,yes,no,other,not_applicable,yes,review,ropinirole|dopamine agonists|RLS treatment|review article,The weight of evidence for ropinirole in restless legs syndrome,European Journal of Neurology,2006,Trenkwalder C.,13,s2,21-30,https://doi.org/10.1111/j.1468-1331.2006.01588.x
10.1016/j.parkreldis.2019.02.010,abstract_only,no,no,case_series,not_applicable,yes,case_series,dopaminergic_therapy|impulse_control_disorder|creativity|Parkinson's_disease,,,,,,,,
pmid_2929037,abstract_only,yes,yes,rct,phase_2,no,,RLS pharmacotherapy | clonazepam | carbamazepine | levodopa | placebo-controlled trial,[The restless leg syndrome].,Ugeskrift for laeger,1989,Jørgensen S.; Rønborg S.,151,11,670-1,https://pubmed.ncbi.nlm.nih.gov/2929037/
10.1109/healthcom.2013.6720712,abstract_only,no,no,other,not_applicable,yes,,actigraphy | periodic limb movements | sleep monitoring | sensors,,,,,,,,
10.1016/j.bmcl.2005.09.053,abstract_only,no,no,other,not_applicable,yes,,drug_design | dopamine_D3_ligands | chemistry | preclinical,,,,,,,,
10.17352/apt.000043,abstract_only,no,no,other,not_applicable,yes,review,behavioral sleep medicine | psychological interventions | review article,,,,,,,,
10.1016/j.sleep.2006.02.007,abstract_only,yes,no,cross_sectional,not_applicable,no,,diagnostic test variability | suggested immobilization test | RLS assessment,Test-to-test variability in motor activity during the suggested immobilization test in restless legs patients,Sleep Medicine,2006,José Haba-Rubio; Emilia Sforza,7,7,561-566,https://doi.org/10.1016/j.sleep.2006.02.007
10.3389/fpsyt.2015.00039,abstract_only,no,no,other,not_applicable,yes,,sleep assessment | video monitoring | neurodevelopmental disorders,,,,,,,,
10.1016/j.injury.2022.02.038,abstract_only,no,no,case_series,not_applicable,yes,,electrical injury | chronic pain | PTSD | somatosensory dysfunction | restless legs syndrome (incidental),,,,,,,,
10.1001/archneur.1967.00470230049006,abstract_only,no,no,case_series,not_applicable,yes,,primary amyloidosis | orthostatic hypotension | case report,,,,,,,,
10.1159/000050750,abstract_only,yes,no,cross_sectional,not_applicable,no,,RLS prevalence | neuropsychiatric comorbidity | working-aged women | epidemiology,Restless Legs Syndrome among Working-Aged Women,European Neurology,2001,Jan Ulfberg; Birgitta Nyström; Ned Carter; Christer Edling,46,1,17-19,https://doi.org/10.1159/000050750
10.1016/j.sleep.2008.10.008,abstract_only,yes,no,cross_sectional,not_applicable,yes,,epidemiology|prevalence|cross-sectional|RLS|Turkey,Epidemiology of restless legs syndrome in Turkish adults on the western Black Sea coast of Turkey: A door-to-door study in a rural area,Sleep Medicine,2010,Mustafa Taşdemir; Hülya Erdoğan; Ülkü Türk Börü; Elif Dilaver; Ayşegül Kumaş,11,1,82-86,https://doi.org/10.1016/j.sleep.2008.10.008
pmid_8363978,abstract_only,yes,no,case_series,not_applicable,yes,,RLS pathophysiology | magnesium deficiency | polysomnography | EEG | sleep disorders,"Clinical, EEG, electromyographic and polysomnographic studies in restless legs syndrome caused by magnesium deficiency.",Romanian journal of neurology and psychiatry = Revue roumaine de neurologie et psychiatrie,1993,Popoviciu L.; Aşgian B.; Delast-Popoviciu D.; Alexandrescu A.; Petruţiu S.; Bagathal I.,31,1,55-61,https://pubmed.ncbi.nlm.nih.gov/8363978/
10.15225/pnn.2018.7.4.6,abstract_only,no,no,not_applicable,not_applicable,yes,editorial,RLS overview | nursing care | diagnostic process,,,,,,,,
10.3233/jpd-191667,abstract_only,no,no,cross_sectional,not_applicable,yes,,PLMS asymmetry | Parkinson's disease | sleep disturbances,,,,,,,,
10.1186/s12877-025-05724-z,abstract_only,yes,yes,case_series,not_applicable,no,,RLS treatment | dopaminergic agonists | pramipexole | cerebral infarction | case reports,Secondary overactive bladder syndrome with restless legs syndrome following cerebral infarction: report of 2 cases,BMC Geriatrics,2025,Ying Cui; Qiang Huang; Yitong Du; Lin Wang; Shiya Wang; Wenlu Zhao; Houzhen Tuo,25,1,196,https://doi.org/10.1186/s12877-025-05724-z
10.1093/sleep/20.6.423,abstract_only,no,no,other,not_applicable,yes,review,polysomnography|sleep disorders|diagnostic review,,,,,,,,
10.1096/fasebj.22.1_supplement.694.7,abstract_only,no,no,other,not_applicable,yes,,preclinical|animal model|iron metabolism|dopamine|circadian rhythm,,,,,,,,
pmid_12204845,abstract_only,yes,no,cross_sectional,not_applicable,no,,RLS prevalence | risk factors | antidepressants | analgesics | observational study,Regular intake of non-opioid analgesics is associated with an increased risk of restless legs syndrome in patients maintained on antidepressants.,European journal of medical research,2002,Leutgeb U.; Martus P.,7,8,368-78,https://pubmed.ncbi.nlm.nih.gov/12204845/
10.3978/j.issn.2305-5839.2014.11.12,abstract_only,no,no,other,not_applicable,yes,review,GWAS | genetics | neurological disease review,,,,,,,,
10.23937/2572-3243.1510078,abstract_only,yes,yes,case_series,not_applicable,no,,restless legs syndrome | physical rehabilitation | shin and calf pain | case report | therapeutic intervention,The Active Supination Dorsiflexion Test Guided Therapeutic Intervention for Shin and Calf Pain: A Case Report,Journal of Musculoskeletal Disorders and Treatment,2020,Sebastian Deepak,6,2,,https://doi.org/10.23937/2572-3243.1510078
10.1007/s11818-024-00455-6,abstract_only,yes,no,cross_sectional,not_applicable,no,,daytime sleepiness | sleep quality | RLS characterization | cognitive impairment | untreated RLS,Daytime sleepiness in patients with untreated restless legs syndrome,Somnologie,2024,Anna-Lena Eich; Julia Ottersbach; Peter Geisler; Göran Hajak; Thomas C. Wetter; Roland F. J. Popp,28,2,149-155,https://doi.org/10.1007/s11818-024-00455-6
10.1111/jgh.15803,abstract_only,yes,yes,case_series,phase_2,no,,pregabalin|iron supplementation|cirrhosis patients|RLS treatment|pilot study,Short course of low‐dose pregabalin is effective for the treatment of restless leg syndrome in patients with cirrhosis: A pilot study,Journal of Gastroenterology and Hepatology,2022,Kaustubh Mundada; Amit Goel; Vimal Kumar Paliwal; Thakur Prashant Singh; Praveer Rai; Rakesh Aggarwal,37,5,933-937,https://doi.org/10.1111/jgh.15803
10.1053/j.ajkd.2016.07.031,abstract_only,yes,no,other,not_applicable,yes,review,RLS diagnosis | treatment review | dialysis patients | symptom management,"Sleep Disorders, Restless Legs Syndrome, and Uremic Pruritus: Diagnosis and Treatment of Common Symptoms in Dialysis Patients",American Journal of Kidney Diseases,2017,Jennifer S. Scherer; Sara A. Combs; Frank Brennan,69,1,117-128,https://doi.org/10.1053/j.ajkd.2016.07.031
10.5606/tftrd.2018.2265,abstract_only,yes,no,cross_sectional,not_applicable,no,,RLS prevalence | allergic rhinitis comorbidity | sleep quality | pediatric | observational,"Restless legs syndrome in children with allergic rhinitis: A comparative study on frequency, severity and sleep quality",Turkish Journal of Physical Medicine and Rehabilitation,2018,Bilgilisoy Filiz M.; Filiz S.; Baran RT; Çakır T.; Koldaş Doğan Ş.; Parlak M.; Toraman NF,64,3,198-204,https://doi.org/10.5606/tftrd.2018.2265
10.1093/sleep/zsz067.651,abstract_only,no,no,cross_sectional,not_applicable,no,,RLS comorbidity | Alzheimer's disease | observational study,,,,,,,,
10.1007/s10067-026-08097-9,abstract_only,no,no,cross_sectional,not_applicable,yes,,restless legs syndrome | axial spondyloarthritis | comorbidity | epidemiology,,,,,,,,
10.30654/mjn.10033,abstract_only,yes,no,other,not_applicable,yes,review,RLS management | physical therapy | complementary treatment | pharmacotherapy | narrative review,Enhancing Management of Restless Legs Syndrome through Complementary Physical Therapy: Toward Better Outcomes in a Distressing Sensorimotor Disorder,Mathews Journal of Neurology,2025,Iqbal Akhtar Khan; Muhammad Khan; Fauzia Raza; Mehnaz Liaqat Sheikh,9,1,,https://doi.org/10.30654/mjn.10033
10.1016/b978-075067518-5.10036-9,abstract_only,no,no,unclear,not_applicable,yes,,RLS management|hospital care|surgical settings,,,,,,,,
10.5897/sre.9000357,abstract_only,yes,no,other,not_applicable,yes,,neuroimaging | brain perfusion SPECT | image processing | diagnostic tool,Differentiating between nighttime and daytime brain images in cases with restless legs syndrome and studying responsible areas,,2010,A. Ccedil; akr; T. Aydoan; H. R. Koyuncuolu,5,22,3510,https://doi.org/10.5897/sre.9000357
10.1016/j.sleep.2007.03.021,abstract_only,yes,no,other,not_applicable,yes,,RLS pathophysiology | fMRI | EMG | neuroimaging | muscle tone,Cerebral correlates of muscle tone fluctuations in restless legs syndrome: A pilot study with combined functional magnetic resonance imaging and anterior tibial muscle electromyography,Sleep Medicine,2008,Kai Spiegelhalder; Bernd Feige; Dominik Paul; Dieter Riemann; Ludger Tebartz van Elst; Erich Seifritz; Jürgen Hennig; Magdolna Hornyak,9,2,177-183,https://doi.org/10.1016/j.sleep.2007.03.021
10.4103/0972-2327.112444,abstract_only,no,no,retrospective_cohort,not_applicable,yes,review,sleep disorders | epidemiology | clinic patterns,,,,,,,,
10.2174/1871530321666201223104622,abstract_only,no,no,cross_sectional,not_applicable,yes,,fibromyalgia|genetics|ACE|MTHFR|VDR,,,,,,,,
10.1002/mds.21545,abstract_only,yes,no,other,not_applicable,yes,review,dopaminergic agents | levodopa | pramipexole | ropinirole | treatment algorithm | opioids | anticonvulsants | iron substitution,State of the art in restless legs syndrome therapy: Practice recommendations for treating restless legs syndrome,Movement Disorders,2007,Wolfgang H. Oertel; Claudia Trenkwalder; Marco Zucconi; Heike Benes; Diego Garcia Borreguero; Claudio Bassetti; Markku Partinen; Luigi Ferini-Strambi; Karin Stiasny-Kolster,22,S18,S466-S475,https://doi.org/10.1002/mds.21545
10.23889/ijpds.v10i4.3303,abstract_only,no,no,not_applicable,not_applicable,yes,protocol,COVID-19|neurodegenerative diseases|epidemiology,,,,,,,,
10.1016/j.tox.2010.08.002,abstract_only,no,no,other,not_applicable,yes,,pramipexole|toxicology|animal study|preclinical,,,,,,,,
10.1159/000323269,abstract_only,no,no,other,not_applicable,yes,review,epidemiology | prevalence | neurological disorders,,,,,,,,
10.1111/j.0954-6820.1985.tb08851.x,abstract_only,yes,yes,rct,phase_2_3,no,,carbamazepine|double-blind trial|responder analysis|RLS treatment,Carbamazepine Therapy in Restless Legs: <i>Discrimination between Responders and Non‐responders</i>,Acta Medica Scandinavica,1985,Larsen S.; Telstad W.; Sørensen O.; Thom E.; Stensrud P.; Nyberg-Hansen R.,218,2,223-227,https://doi.org/10.1111/j.0954-6820.1985.tb08851.x
10.1212/wnl.63.8_suppl_3.s2,abstract_only,no,no,other,not_applicable,yes,review,dopamine | Parkinson's disease | periodic limb movements | RLS pathophysiology,,,,,,,,
10.1111/j.1532-5415.1977.tb00416.x,abstract_only,yes,no,other,not_applicable,yes,editorial,RLS history | clinical description | familial occurrence,The Restless Legs of a Nantucket Farmer,Journal of the American Geriatrics Society,1977,Joseph T. Freeman,25,6,279-280,https://doi.org/10.1111/j.1532-5415.1977.tb00416.x
10.5005/jp-journals-10069-0171,abstract_only,yes,no,other,not_applicable,yes,review,RLS | autonomic dysfunction | yoga | cardiovascular,Autonomic Dysfunction in Restless Legs Syndrome and Yoga,Indian Journal of Sleep Medicine,2025,Anupama Gupta; Gautam Sharma,20,4,124-136,https://doi.org/10.5005/jp-journals-10069-0171
10.1016/s0140-6736(86)92135-5,abstract_only,yes,yes,rct,phase_2,no,,levodopa|pharmacological treatment|efficacy|double-blind design,LEVODOPA IN RESTLESS LEGS,The Lancet,1986,Christian Von Scheele,328,8504,426-427,https://doi.org/10.1016/s0140-6736(86)92135-5
10.1016/s1474-4422(06)70576-2,abstract_only,yes,no,other,not_applicable,yes,review,augmentation|dopamine|iron|levodopa|pathophysiology,Less is more: pathophysiology of dopaminergic-therapy-related augmentation in restless legs syndrome,The Lancet Neurology,2006,Walter Paulus; Claudia Trenkwalder,5,10,878-886,https://doi.org/10.1016/s1474-4422(06)70576-2
10.1375/1369052042663841,abstract_only,no,no,other,not_applicable,yes,review,genetic heritability | twin study | OSA | RLS symptoms,,,,,,,,
10.1093/brain/awh455,abstract_only,no,no,other,not_applicable,yes,editorial,RLS|pain_modulation|central_excitability,,,,,,,,
pmid_2046771,abstract_only,yes,yes,rct,phase_2,no,,hydroquinine | double-blind crossover | placebo comparison | symptom severity assessment,[No difference in efficacy of hydroquinine and placebo in restless legs syndrome].,Nederlands tijdschrift voor geneeskunde,1991,van Dijk JG; Bollen EL; Slootweg J.; van der Meer CM; Durian FW; Zwinderman AH,135,17,759-63,https://pubmed.ncbi.nlm.nih.gov/2046771/
10.21203/rs.3.rs-1789947/v1,abstract_only,yes,yes,case_series,not_applicable,no,,RLS diagnosis|treatment response|case report|aviation medicine|PSG monitoring,Diagnosis and treatment of 2 cases of sleep disorder in military flight personnel and the aeromedical identification,Research Square,2022,Cossu G.; Atkins T.; Hajdu SD; Puccinelli F.; Daniel RT; Messerer M.,2,2,V1,https://doi.org/10.21203/rs.3.rs-1789947/v1
10.1007/s10620-009-0943-9,abstract_only,yes,yes,case_series,not_applicable,no,,celiac disease | iron deficiency | gluten-free diet | RLS symptom improvement | observational follow-up,Celiac Disease Is Associated with Restless Legs Syndrome,Digestive Diseases and Sciences,2010,Leonard B. Weinstock; Arthur S. Walters; Gerard E. Mullin; Stephen P. Duntley,55,6,1667-1673,https://doi.org/10.1007/s10620-009-0943-9
pmid_11571994,abstract_only,no,no,other,not_applicable,yes,review,periodic limb movements in sleep | PLMS | sleep disorders | diagnostic criteria,,,,,,,,
10.7748/ns.25.33.23.s28,abstract_only,no,no,unclear,not_applicable,yes,editorial,awareness|patient_impact,,,,,,,,
10.4274/jtsm.galenos.2019.29392,abstract_only,no,no,cross_sectional,not_applicable,yes,,RLS prevalence | asthma comorbidity | sleep quality,,,,,,,,
10.11477/mf.188160960770101111,abstract_only,yes,no,not_applicable,not_applicable,yes,guideline,RLS diagnosis | epidemiology | pathophysiology | treatment overview | Japanese guidelines,[Restless Legs Syndrome].,Brain and nerve = Shinkei kenkyu no shinpo,2025,Tsuboi Y.,77,10,1111-1115,https://doi.org/10.11477/mf.188160960770101111
10.1016/j.healun.2006.10.014,abstract_only,yes,no,cross_sectional,not_applicable,no,,RLS prevalence | lung transplant | cross-sectional survey | risk factors,Restless Legs Syndrome in Lung Transplant Recipients,The Journal of Heart and Lung Transplantation,2007,Omar A. Minai; Joseph A. Golish; Jose C. Yataco; Marie M. Budev; Holli Blazey; Carmen Giannini,26,1,24-29,https://doi.org/10.1016/j.healun.2006.10.014
10.1016/j.sleep.2015.06.002,abstract_only,no,no,other,not_applicable,yes,,genetic variants | BTBD9 locus | GLO1 | genome-wide association,,,,,,,,
10.1017/s0317167100036350,abstract_only,yes,yes,rct,phase_2,no,,clonazepam | placebo-controlled | crossover design | symptom severity,The Treatment of the Restless Legs Syndrome with Clonazepam: A Prospective Controlled Study,Canadian Journal of Neurological Sciences / Journal Canadien des Sciences Neurologiques,1986,Dan Boghen; Lise Lamothe; Robert Elie; Roger Godbout; Jacques Montplaisir,13,3,245-247,https://doi.org/10.1017/s0317167100036350
10.1007/s00467-022-05536-y,abstract_only,no,no,not_applicable,not_applicable,yes,review,sleep disorders | chronic kidney disease | meta-analysis,,,,,,,,
10.1007/s40261-013-0150-5,abstract_only,yes,yes,other,phase_1,no,,rotigotine|pharmacokinetics|transdermal|dopamine agonist|ethnic comparison,"Pharmacokinetics, Safety and Tolerability of Rotigotine Transdermal Patch in Healthy Japanese and Caucasian Subjects",Clinical Drug Investigation,2014,Willi Cawello; Seong R. Kim; Marina Braun; Jan-Peer Elshoff; Junji Ikeda; Tomoo Funaki,34,2,95-105,https://doi.org/10.1007/s40261-013-0150-5
10.1002/mds.870130511,abstract_only,yes,no,cross_sectional,not_applicable,yes,,polysomnography|sleep architecture|periodic leg movements|uremic RLS|idiopathic RLS,Polysomnographic sleep measures in patients with uremic and idiopathic restless legs syndrome,Movement Disorders,1998,Thomas C. Wetter; Karin Stiasny; Ralf Kohnen; Wolfgang H. Oertel; Claudia Trenkwalder,13,5,820-824,https://doi.org/10.1002/mds.870130511
10.1590/s1516-31802010000300008,abstract_only,yes,no,other,not_applicable,yes,review,RLS overview | quality of life | management | primary care,Restless legs syndrome: literature review,Sao Paulo Medical Journal,2010,Emmanouil Symvoulakis; Dimitrios Anyfantakis; Christos Lionis,128,3,167-170,https://doi.org/10.1590/s1516-31802010000300008
10.3389/fneur.2023.1194212,abstract_only,no,no,cross_sectional,not_applicable,no,,RLS prevalence | MS comorbidity | sleep quality | fatigue,,,,,,,,
10.53846/goediss-10081,abstract_only,yes,yes,rct,phase_2,no,,taVNS|restless legs syndrome|neurostimulation|autonomic function|pilot trial,A pilot study assessing neurophysiological and cardiovascular effects of non-invasive vagus nerve stimulation in healthy subjects and patients with restless legs syndrome,Georg-August-University Göttingen,2023,Elisabeth Veiz,,,,https://doi.org/10.53846/goediss-10081
10.1016/j.clinthera.2016.05.008,abstract_only,yes,yes,rct,phase_3,no,,gabapentin enacarbil|IRLS rating scale|sleep disturbance|RLS symptoms|pooled analysis,Effect of Gabapentin Enacarbil on Individual Items of the International Restless Legs Study Group Rating Scale and Post-sleep Questionnaire in Adults with Moderate-to-Severe Primary Restless Legs Syndrome: Pooled Analysis of 3 Randomized Trials,Clinical Therapeutics,2016,Ahmed M.; Hays R.; Steven Poceta J.; Jaros MJ; Kim R.; Shang G.,38,7,1726-1737.e1,https://doi.org/10.1016/j.clinthera.2016.05.008
10.1016/j.sxmr.2020.08.005,abstract_only,no,no,other,not_applicable,yes,review,sleep disorders | sexuality | Kleine-Levin syndrome | restless legs syndrome (mentioned),,,,,,,,
10.26180/5d13f3e1a5784,abstract_only,yes,yes,rct,phase_2,no,,non-pharmacological management | exercise intervention | quality of life | RLS support,Non-pharmacological management and the lived experience of restless legs syndrome,,2019,ELOISE GRACE HARRISON,,,,https://bridges.monash.edu/articles/thesis/Non-pharmacological_management_and_the_lived_experience_of_restless_legs_syndrome/8330084/1
10.13078/jsm.240025,abstract_only,yes,no,other,not_applicable,yes,guideline,RLS management | PLMD | clinical guidelines | treatment recommendations,A Paradigm Shift: Latest (2024) American Academy of Sleep Medicine Guidelines for Restless Legs Syndrome and Periodic Limb Movement Disorder,Journal of Sleep Medicine,2024,Nimit Khara,21,3,164-165,https://doi.org/10.13078/jsm.240025
10.1515/sjpain-2018-0313,abstract_only,yes,no,cross_sectional,not_applicable,yes,,RLS phenotype | pain characterization | descriptors | diagnostic criteria,Characterization of painful Restless Legs Syndrome sensations in an English-speaking South African population,Scandinavian Journal of Pain,2019,Samantha Kerr; Warrick McKinon; Chloe Dafkin; Alison Bentley,19,3,483-489,https://doi.org/10.1515/sjpain-2018-0313
pmid_10811379,abstract_only,yes,yes,case_series,phase_1_2,no,,cabergoline|dopamine-agonist|dose-finding|efficacy|safety,Treatment of idiopathic restless legs syndrome (RLS) with the D2-agonist cabergoline--an open clinical trial.,Sleep,2000,Stiasny K.; Röbbecke J.; Schüler P.; Oertel WH,23,3,349-54,https://pubmed.ncbi.nlm.nih.gov/10811379/
10.1097/aln.0b013e31826e7038,abstract_only,yes,yes,case_series,not_applicable,no,,physostigmine|acute RLS management|perioperative RLS|cholinergic therapy|case report,Physostigmine and Restless Legs Syndrome,Anesthesiology,2012,Jeff Peacock; Girish Mishra; Raymond C. Roy,117,5,1144-1145,https://doi.org/10.1097/aln.0b013e31826e7038
10.3390/healthcare12161570,abstract_only,yes,yes,case_series,not_applicable,no,,RLS treatment | iron supplementation | bupropion | cocaine withdrawal | dopamine,Intersecting Pathways: Treating Cocaine Withdrawal and Restless Leg Syndrome with Iron and Buproprion,Healthcare,2024,Sarah Hughes; Olivia Hill; Raja Mogallapu,12,16,1570,https://doi.org/10.3390/healthcare12161570
10.1179/1753615412y.0000000011,abstract_only,yes,yes,rct,phase_2,no,,counterstrain manipulation | RLS treatment | single-blind RCT | manual therapy | International Restless Legs Scale,Counterstrain manipulation in the treatment of restless legs syndrome: A pilot single-blind randomized controlled trial; the CARL Trial,International Musculoskeletal Medicine,2012,Theo Peters; Roderic MacDonald; C. M. J. Leach,34,4,136-140,https://doi.org/10.1179/1753615412y.0000000011
10.1002/mds.23198,abstract_only,no,no,not_applicable,not_applicable,yes,editorial,historical|biography|opium|literature,,,,,,,,
10.1345/aph.1m183,abstract_only,yes,yes,retrospective_cohort,phase_4,no,,ropinirole|adverse effects|psychosis|dopamine agonists|safety monitoring,An Exploratory Retrospective Evaluation of Ropinirole-Associated Psychotic Symptoms in an Outpatient Population Treated for Restless Legs Syndrome or Parkinson's Disease,Annals of Pharmacotherapy,2009,Steven C. Stoner; Megan M. Dahmen; Mignon Makos; Jessica W. Lea; Lora J. Carver; Rafia S. Rasu,43,9,1426-1432,https://doi.org/10.1345/aph.1m183
10.1186/s12891-015-0765-1,abstract_only,yes,no,cross_sectional,not_applicable,no,,RLS|musculoskeletal pain|comorbidity|epidemiology|young adults,Musculoskeletal pain is associated with restless legs syndrome in young adults,BMC Musculoskeletal Disorders,2015,Stijn J. Hoogwout; Markus V. Paananen; Anne J. Smith; Darren J. Beales; Peter B. O’Sullivan; Leon M. Straker; Peter R. Eastwood; Nigel McArdle; David Champion,16,1,294,https://doi.org/10.1186/s12891-015-0765-1
10.1016/s0924-977x(01)00080-3,abstract_only,yes,yes,non_randomized_trial,phase_2,no,,RLS|clonazepam|benzodiazepines|sleep efficiency|polysomnography,Restless legs syndrome (RLS) and periodic limb movement disorder (PLMD),European Neuropsychopharmacology,2001,Michael Saletu; Peter Anderer; Gerda Saletu-Zyhlarz; Wolfgang Prause; Brigitte Semler; Ali Zoghlami; Georg Gruber; Catharina Hauer; Bernd Saletu,11,2,153-161,https://doi.org/10.1016/s0924-977x(01)00080-3
10.1093/sleep/zsae067.01224,abstract_only,yes,yes,case_series,not_applicable,no,,dopaminergic augmentation | benzodiazepine management | gabapentin | RLS treatment,1224 Management of Dopaminergic Augmentation of Restless Legs Syndrome with Concurrent High Dose Benzodiazepine Therapy,SLEEP,2024,Sneha Ottra; Aaron Palmquist,47,Supplement_1,A521-A522,https://doi.org/10.1093/sleep/zsae067.01224
10.1093/sleep/zsae067.0707,abstract_only,no,no,cross_sectional,not_applicable,yes,,erectile dysfunction | comorbidity | observational study,,,,,,,,
pmid_9231955,abstract_only,no,no,cross_sectional,not_applicable,no,,RLS risk factors | smoking | sleep bruxism | epidemiology,,,,,,,,
10.1016/j.sleep.2005.03.008,abstract_only,yes,no,cross_sectional,not_applicable,yes,,prevalence|epidemiology|risk factors|cross-sectional survey,"Prevalence, severity and risk factors of restless legs syndrome in the general adult population in two Scandinavian countries",Sleep Medicine,2005,Bjorvatn B.; Leissner L.; Ulfberg J.; Gyring J.; Karlsborg M.; Regeur L.; Skeidsvoll H.; Nordhus IH; Pallesen S.,6,4,307-312,https://doi.org/10.1016/j.sleep.2005.03.008
10.1093/sleep/zsae067.01189,abstract_only,yes,no,case_series,not_applicable,yes,case_series,RLS|melatonin|insomnia|treatment response,1189 Intriguing Correlation Between Melatonin and Restless Legs Syndrome,SLEEP,2024,Vesna Buntak; Anant Shukla; Lauren Tobias,47,Supplement_1,A508-A508,https://doi.org/10.1093/sleep/zsae067.01189
10.1093/sleep/zsad181,abstract_only,no,no,other,not_applicable,yes,editorial,editorial|brain iron|RLS mechanism,,,,,,,,
10.1111/1744-9987.12313,abstract_only,yes,no,cross_sectional,not_applicable,no,,RLS epidemiology | hemodialysis patients | sleep quality | inflammation | observational study,"Relationships Between Malnutrition, Inflammation, Sleep Quality, and Restless Legs Syndrome in Hemodialysis Patients",Therapeutic Apheresis and Dialysis,2015,Tezcan Kaya; Bilgehan Atılgan Acar; Savaş Sipahi; Hakan Cinemre; Türkan Acar; Ceyhun Varım; Ali Tamer,19,5,497-502,https://doi.org/10.1111/1744-9987.12313
10.1093/med/9780190885403.003.0016,abstract_only,yes,no,other,not_applicable,yes,review,cannabis | sleep | RLS | review,Sleep and Cannabis,Integrative Sleep Medicine,2021,Param Dedhia; Alison Kole,,,257-276,https://doi.org/10.1093/med/9780190885403.003.0016
10.1097/01.mat.0000943804.30387.09,abstract_only,no,no,other,not_applicable,yes,,wearable device | sensor development | CKD comorbidities,,,,,,,,
10.2147/ijgm.s544680,abstract_only,yes,no,other,not_applicable,yes,review,RLS epidemiology | genetics | pathophysiology | diagnostic criteria | treatment overview,Unraveling Restless Legs Syndrome: A Comprehensive Review of Current Research and Future Directions,International Journal of General Medicine,2025,Yang Xu; Yuqian Guan; Binxia Lang,Volume 18,,4041-4055,https://doi.org/10.2147/ijgm.s544680
10.1371/journal.pone.0098092,abstract_only,no,no,other,not_applicable,yes,,genetics | GWAS | eQTL analysis | genomics,,,,,,,,
10.1016/j.smrv.2011.08.006,abstract_only,yes,no,other,not_applicable,yes,review,RLS epidemiology | gender differences | pregnancy | pathophysiology,When gender matters: Restless legs syndrome. Report of the “RLS and woman” workshop endorsed by the European RLS Study Group,Sleep Medicine Reviews,2012,Mauro Manconi; Jan Ulfberg; Klaus Berger; Imad Ghorayeb; Jan Wesström; Stephany Fulda; Richard P. Allen; Thomas Pollmächer,16,4,297-307,https://doi.org/10.1016/j.smrv.2011.08.006
10.1111/1756-185x.12323,abstract_only,yes,no,cross_sectional,not_applicable,yes,,RLS prevalence | ankylosing spondylitis comorbidity | observational study,Increased frequency of restless leg syndrome in patients with ankylosing spondylitis,International Journal of Rheumatic Diseases,2015,Aslan Tekatas; Omer N. Pamuk,18,1,58-62,https://doi.org/10.1111/1756-185x.12323
10.1111/jsr.12704,abstract_only,no,no,other,not_applicable,yes,editorial,RLS pathophysiology | flexor reflex | spinal cord mechanisms | commentary,,,,,,,,
10.1007/s00221-005-0075-1,abstract_only,no,no,other,not_applicable,yes,,basic neuroscience | dopaminergic pathways | animal model | preclinical,,,,,,,,
