doi,source_folder,is_relevant,studies_treatment,trial_type,is_excluded,exclusion_reason,topics,paper_title,paper_journal,paper_year,paper_authors,paper_volume,paper_issue,paper_pages,paper_url
10.1371/journal.pone.0128794,pdfs,yes,yes,other,no,,intranasal zanamivir | carrageenan | influenza A | synergistic antiviral | murine model,The Intranasal Application of Zanamivir and Carrageenan Is Synergistically Active against Influenza A Virus in the Murine Model,PLOS ONE,2015,Martina Morokutti-Kurz; Marielle König-Schuster; Christiane Koller; Christine Graf; Philipp Graf; Norman Kirchoff; Benjamin Reutterer; Jan-Marcus Seifert; Hermann Unger; Andreas Grassauer; Eva Prieschl-Grassauer; Sabine Nakowitsch,10,6,e0128794,https://doi.org/10.1371/journal.pone.0128794
10.1371/journal.pone.0246803,pdfs,no,no,other,yes,,niclosamide|inhalable particles|dry powder inhaler|in vitro|preclinical,"Development and evaluation of inhalable composite niclosamide-lysozyme particles: A broad-spectrum, patient-adaptable treatment for coronavirus infections and sequalae",PLOS ONE,2021,Ashlee D. Brunaugh; Hyojong Seo; Zachary Warnken; Li Ding; Sang Heui Seo; Hugh D. C. Smyth,16,2,e0246803,https://doi.org/10.1371/journal.pone.0246803
10.1371/journal.pone.0259943,pdfs,yes,no,other,yes,protocol,iota-carrageenan | xylitol | SARS-CoV-2 | in vitro | nasal spray,Iota-carrageenan and xylitol inhibit SARS-CoV-2 in Vero cell culture,PLOS ONE,2021,Shruti Bansal; Colleen B. Jonsson; Shannon L. Taylor; Juan Manuel Figueroa; Andrea Vanesa Dugour; Carlos Palacios; Julio César Vega,16,11,e0259943,https://doi.org/10.1371/journal.pone.0259943
10.1371/journal.pone.0316700,pdfs,yes,no,other,yes,,carrageenan | PCR interference | SARS-CoV-2 testing | diagnostic accuracy,Over-the-counter carrageenan-based sprays may interfere with PCR testing of nasopharyngeal swabs to detect SARS-CoV-2,PLOS ONE,2025,Taylor Corocher; Kira Edwards; Yvonne Hersusianto; Donald Campbell; Hui Yin Lim; Paul Monagle; Prahlad Ho,20,2,e0316700,https://doi.org/10.1371/journal.pone.0316700
10.1371/journal.ppat.1009427,pdfs,yes,yes,other,no,,intranasal interferon | SARS-CoV-2 | timing of treatment | prophylaxis vs treatment | animal model,Intranasal type I interferon treatment is beneficial only when administered before clinical signs onset in the SARS-CoV-2 hamster model,PLOS Pathogens,2021,Pierre Bessière; Marine Wasniewski; Evelyne Picard-Meyer; Alexandre Servat; Thomas Figueroa; Charlotte Foret-Lucas; Amelia Coggon; Sandrine Lesellier; Frank Boué; Nathan Cebron; Blandine Gausserès; Catherine Trumel; Gilles Foucras; Francisco J. Salguero; Elodie Monchatre-Leroy; Romain Volmer,17,8,e1009427,https://doi.org/10.1371/journal.ppat.1009427
10.1371/journal.ppat.1010782,pdfs,yes,yes,other,no,,antiviral nasal spray | IgY antibodies | intranasal prophylaxis | SARS-CoV-2 | animal model,SARS-CoV-2-specific immunoglobulin Y antibodies are protective in infected mice,PLOS Pathogens,2022,Sherif A. El-Kafrawy; Abby Odle; Aymn T. Abbas; Ahmed M. Hassan; Umama A. Abdel-dayem; Arooj K. Qureshi; Lok-Yin Roy Wong; Jian Zheng; David K. Meyerholz; Stanley Perlman; Alimuddin Zumla; Esam I. Azhar,18,9,e1010782,https://doi.org/10.1371/journal.ppat.1010782
10.1378/chest.102.1.284,pdfs,yes,yes,case_series,no,,ribavirin|intranasal antiviral|nasal epithelial cells|acute rhinorrhea|ciliary function,"Ciliary Function, Cell Viability, and in Vitro Effect of Ribavirin on Nasal Epithelial Cells in Acute Rhinorrhea",Chest,1992,Myrna B. Dolovich; P. Eng; James B. Mahony; Carole Chambers; Michael T. Newhouse; Max A. Chernesky,102,1,284-287,https://doi.org/10.1378/chest.102.1.284
10.15789/1563-0625-eoi-2300,pdfs,yes,yes,non_randomized_trial,no,,intranasal interferon alpha-2b | acute viral nasopharyngitis | beta-glucans | immunomodulation | cytokine response,Effect of immune drugs to treat acute viral nasopharyngitis,Medical Immunology (Russia),2021,Е. В. Безрукова; E. V. Vorobeychikov; В. Г. Конусова; A. V. Sosunov; Mark Shamtsyan; S. A. Artyushkin; А. С. Симбирцев,23,5,1151-1164,https://doi.org/10.15789/1563-0625-eoi-2300
10.18103/mra.v10i3.2752,pdfs,yes,yes,non_randomized_trial,no,,intranasal chlorpheniramine | COVID-19 treatment | SARS-CoV-2 | antihistamine | non-randomized clinical trial,Intranasal Chlorpheniramine Maleate for the treatment of COVID-19: Translational and Clinical Evidence,Medical Research Archives,2022,Marcos Sanchez-Gonzalez; Jonna Westover; Syed Rizvi; Joselit Torres; Gustavo Ferrer,10,3,,https://doi.org/10.18103/mra.v10i3.2752
10.17816/ci698401,pdfs,yes,yes,other,no,,intranasal neomycin | RSV | animal model | innate immunity | antiviral agents,Antiviral activity of neomycin against respiratory syncytial virus in laboratory animals: an exploratory experimental study,Cytokines and inflammation,2025,Ekaterina A. Romanovskaya-Romanko; Marina A. Plotnikova; Anastasia A. Pulkina; Arman A. Muzhikyan; Veronika A. Oleinik; Marina A. Stukova,22,4,174-183,https://doi.org/10.17816/ci698401
10.20953/1729-9225-2020-4-33-41,pdfs,yes,yes,non_randomized_trial,no,,intranasal interferon | COVID-19 prophylaxis | healthcare workers | local immunity | IgA,Evaluation of the preventive efficacy of recombinant interferon α-2b in ambulance personnel contacting with COVID-19 patients,Infekcionnye bolezni,2020,Vera P. Vavilova; A. M. Vavilov; Нина Константиновна Перевощикова; S. A. Tsarkova,18,4,33-41,https://doi.org/10.20953/1729-9225-2020-4-33-41
10.21203/rs.3.rs-500168/v1,pdfs,yes,yes,rct,no,,detergent virucidal agents|nasal irrigation|SARS-CoV-2|saline rinses|pharmacokinetics,Pharmacokinetic-based failure of a detergent virucidal for SARS-COV-2 nasal infections,Research square,2021,Charles R. Esther; Kyle S. Kimura; Yu Mikami; Caitlin E. Edwards; Suman R. Das; Michael H. Freeman; Britton A. Strickland; Hunter M. Brown; Bronson C. Wessinger; Veerain C. Gupta; Kate Von Wahlde; Quanhu Sheng; Li Ching Huang; Daniel R. Bacon; Adam J. Kimple; Agathe S. Ceppe; Takafumi Kato; Raymond J. Pickles; Scott H. Randell; Ralph S. Baric; Justin H. Turner; Richard C. Boucher,,,,https://doi.org/10.21203/rs.3.rs-500168/v1
10.2147/ijgm.s167123,pdfs,yes,no,other,yes,review,antiviral nasal spray | carrageenan | formulation development | in vitro study,Development of a nasal spray containing xylometazoline hydrochloride and iota-carrageenan for the symptomatic relief of nasal congestion caused by rhinitis and sinusitis,International Journal of General Medicine,2018,Christine Graf; Andreas Bernkop-Schnürch; Alena Egyed; Christiane Koller; Eva Prieschl-Grassauer; Martina Morokutti-Kurz,Volume 11,,275-283,https://doi.org/10.2147/ijgm.s167123
10.1186/s12931-015-0281-8,pdfs,yes,yes,rct,no,,iota-carrageenan | nasal spray | common cold | rhinovirus | barrier agent,Efficacy and safety of iota-carrageenan nasal spray versus placebo in early treatment of the common cold in adults: the ICICC trial,Respiratory Research,2015,Eccles R.; Winther B.; Johnston SL; Robinson P.; Trampisch M.; Koelsch S.,16,1,121,https://doi.org/10.1186/s12931-015-0281-8
10.2147/ijgm.s328486,pdfs,yes,yes,rct,no,,iota-carrageenan | COVID-19 prophylaxis | healthcare workers | nasal spray | barrier agent,Efficacy of a Nasal Spray Containing Iota-Carrageenan in the Postexposure Prophylaxis of COVID-19 in Hospital Personnel Dedicated to Patients Care with COVID-19 Disease,International Journal of General Medicine,2021,Juan Manuel Figueroa; Mónica Edith Lombardo; Ariel Dogliotti; Luis Pedro Flynn; Robert Giugliano; Guido Simonelli; Ricardo Valentini; Agñel Ramos; Pablo Romano; Marcelo Marcote; Alicia Michelini; Alejandro Salvado; Emilio Sykora; Cecilia Kniz; Marcelo Kobelinsky; David Manuel Salzberg; Diana Jerusalinsky; Osvaldo Uchitel,Volume 14,,6277-6286,https://doi.org/10.2147/ijgm.s328486
10.2147/idr.s391630,pdfs,yes,yes,case_series,no,,povidone-iodine | SARS-CoV-2 | nasal spray | virucidal efficacy | COVID-19,A Pilot Study of 0.4% Povidone-Iodine Nasal Spray to Eradicate SARS-CoV-2 in the Nasopharynx,Infection and Drug Resistance,2022,Rujipas Sirijatuphat; Amorn Leelarasamee; Thanapat Puangpet; Arunee Thitithanyanont,Volume 15,,7529-7536,https://doi.org/10.2147/idr.s391630
10.2147/ijgm.s476707,pdfs,yes,yes,non_randomized_trial,no,,carrageenan nasal spray | barrier agent | allergic rhinitis | nasal decongestant,"Decongestant Effect of “Coldamaris Akut”, a Carrageenan- and Sorbitol-Containing Nasal Spray in Seasonal Allergic Rhinitis",International Journal of General Medicine,2024,Nicole Unger-Manhart; Martina Morokutti-Kurz; Petra Zieglmayer; Antonella Russo; Cornelia Siegl; Marielle König-Schuster; Christiane Koller; Philipp Graf; Christine Graf; Patrick Lemell; Markus Savli; René Zieglmayer; Hanna Dellago; Eva Prieschl-Grassauer,Volume 17,,5105-5121,https://doi.org/10.2147/ijgm.s476707
10.2147/ijn.s423251,pdfs,yes,yes,other,no,,curcumin transferosome | intranasal gel | SARS-CoV-2 | antiviral delivery | nanoparticle formulation,Curcumin Transferosome-Loaded Thermosensitive Intranasal in situ Gel as Prospective Antiviral Therapy for SARS-Cov-2,International Journal of Nanomedicine,2023,Nermin E. Eleraky; Mahmoud El-Badry; Mahmoud Omar; Wesam El-Koussi; Noha Mohamed; Mohamed Abdel-Lateef; Abeer Hassan,Volume 18,,5831-5869,https://doi.org/10.2147/ijn.s423251
10.2147/ijn.s448005,pdfs,yes,yes,other,no,,lipid nanoparticles | intranasal antiviral | SARS-CoV-2 | spike protein inhibition | gene knockdown,Lipid Nanoparticle-Based Inhibitors for SARS-CoV-2 Host Cell Infection,International Journal of Nanomedicine,2024,Vinith Yathindranath; Nura Safa; Mateusz Tomczyk; Vernon Dolinsky; Donald Miller,Volume 19,,3087-3108,https://doi.org/10.2147/ijn.s448005
10.2147/ijn.s328090,pdfs,yes,yes,other,no,,nanobubble ozone | hyaluronic acid liposomes | intranasal antiviral | SARS-CoV-2 | prophylaxis,"Nanobubble Ozone Stored in Hyaluronic Acid Decorated Liposomes: Antibacterial, Anti-SARS-CoV-2 Effect and Biocompatibility Tests",International Journal of Nanomedicine,2022,Ahmet Umit Sabancı; Perihan Erkan Alkan; Cem Mujde; Hivda Ulbeği Polat; Cemre Ornek Erguzeloglu; Atil Bisgin; Cuneyt Ozakın; Sehime G. Temel,Volume 17,,351-379,https://doi.org/10.2147/ijn.s328090
10.2147/ijn.s512509,pdfs,yes,yes,other,no,,HSV-1 | intranasal nanoparticles | tannic acid-modified silver/gold nanoparticles | antiviral immune response | mucosal immunity,Adjuvanticity of Tannic Acid-Modified Nanoparticles Improves Effectiveness of the Antiviral Response,International Journal of Nanomedicine,2025,Martyna Janicka; Marcin Chodkowski; Aleksandra Osinska; Klaudia Bylinska; Oliwia Obuch-Woszczatyńska; Magdalena Patrycy; Grzegorz Chodaczek; Katarzyna Ranoszek-Soliwoda; Emilia Tomaszewska; Grzegorz Celichowski; Jaroslaw Grobelny; Joanna Cymerys; Małgorzata Krzyżowska,Volume 20,,3977-3997,https://doi.org/10.2147/ijn.s512509
10.2147/itt.s470319,pdfs,yes,yes,other,no,,exopolysaccharide barrier agent | nasal epithelial cells | respiratory virus prophylaxis | in vitro antiviral,EPS T14 from Bacillus licheniformis Prevents Infection of Human Nasal Epithelial Cells by Respiratory Viruses,ImmunoTargets and Therapy,2024,Gaetana Pezzino; Alessia Calabrò; Fabiana Drommi; Stefania Campana; Riccardo Cavaliere; Irene Bonaccorsi; Paolo Carrega; Vincenzo Zammuto; Maria Giovanna Rizzo; Concetta Gugliandolo; Guido Ferlazzo; Claudia De Pasquale,Volume 13,,487-499,https://doi.org/10.2147/itt.s470319
10.2165/00003088-199936001-00001,pdfs,yes,yes,rct,no,,zanamivir | intranasal antiviral | pharmacokinetics | influenza | healthy volunteers,"Pharmacokinetics of Zanamivir After Intravenous, Oral, Inhaled or Intranasal Administration to Healthy Volunteers",Clinical Pharmacokinetics,1999,Lindsey M.R. Cass; Constantin Efthymiopoulos; Alan Bye,36,Supplement 1,1-11,https://doi.org/10.2165/00003088-199936001-00001
10.2174/0124681873401780251124061921,pdfs,no,no,unclear,yes,,publisher information | journal catalog | advertising,The Effectiveness of Oseltamivir Nanosuspension as a Promising Intranasal Mucoadhesive Spray for Management of Seasonal Influenza in Infected Patients,Current Nanomedicine,2025,Zaki F. Aref; Shamardan Ezzeldin Sayed Bazeed; Mohammed H. Hassan; Asmaa Nafady; Ahmed Shamardan Ezz Eldin; Ali A. Ghweil; Mennatallah Ali Abdelrhman Sayed; Mahmmoud Khalefa; Ahmed Shawkat Abdelmohsen; Mohamad M. Helal; Alaa Rashad; Hamdy Saeed Ahmed Othman; Niveen G. El-Gindy; Abeer S. Hassan; Marwa Abdelhady; Aida A. Abdelmaksoud,16,,,https://doi.org/10.2174/0124681873401780251124061921
10.2147/ijn.s53622,pdfs,yes,yes,other,no,,silver nanoparticles | intranasal antiviral | H3N2 influenza | in vivo mouse model | antiviral efficacy,Inhibition of A/Human/Hubei/3/2005 (H3N2) influenza virus infection by silver nanoparticles in vitro and in vivo,International Journal of Nanomedicine,2013,Dongxi Xiang; Cong-long Zheng; Yang Zheng; Xiujing Li; Jianjian Yin; Michael O’ Conner; Manju Marappan; Yingqiu Miao; Bin Xiang; Wei Duan; Sarah Shigdar; Xiaojuan Zhao,8,,4103,https://doi.org/10.2147/ijn.s53622
10.2165/00003088-199936001-00004,pdfs,yes,yes,other,no,,zanamivir intranasal spray | influenza antiviral | drug deposition | PET imaging pharmacokinetics,Deposition and Disposition of [C]Zanamivir Following Administration as an Intranasal Spray,Clinical Pharmacokinetics,1999,Mats Bergstrom; Lindsey M.R. Cass; Sven Valind; Goran Westerberg; Eva-Lise Lundberg; Steven Gray; Alan Bye; Bengt Langstrom,36,Supplement 1,33-39,https://doi.org/10.2165/00003088-199936001-00004
10.26355/eurrev_202112_27337,pdfs,yes,yes,non_randomized_trial,no,,α-cyclodextrin|hydroxytyrosol|SARS-CoV-2|nasal spray|barrier agent,In vitro and clinical studies on the efficacy of α-cyclodextrin and hydroxytyrosol against SARS-CoV-2 infection.,European review for medical and pharmacological sciences,2021,Paolacci S.; Ergoren MC; De Forni D.; Manara E.; Poddesu B.; Cugia G.; Dhuli K.; Camilleri G.; Tuncel G.; Kaya Suer H.; Sultanoglu N.; Sayan M.; Dundar M.; Beccari T.; Ceccarini MR; Gunsel IS; Dautaj A.; Sanlidag T.; Connelly ST; Tartaglia GM; Bertelli M.,25,1 Suppl,81-89,https://doi.org/10.26355/eurrev_202112_27337
10.2174/1568026621666210429083050,pdfs,no,no,unclear,yes,,publisher information | journal listings | advertising,The Effect of Recombinant Human Interferon Alpha Nasal Drops to Prevent COVID-19 Pneumonia for Medical Staff in an Epidemic Area,Current Topics in Medicinal Chemistry,2021,Zhongji Meng; Tongyu Wang; Li Chen; Xinhe Chen; Longti Li; Xueqin Qin; Hai Li; Jie Luo,21,10,920-927,https://doi.org/10.2174/1568026621666210429083050
10.21873/invivo.11263,pdfs,yes,yes,other,no,,zanamivir | intranasal antiviral | influenza A | nitric oxide | mouse model,Zanamivir Diminishes Lung Damage in Influenza A Virus-infected Mice by Inhibiting Nitric Oxide Production,In Vivo,2018,Zablockienė B.; Kačergius T.; Ambrozaitis A.; Žurauskas E.; Bratchikov M.; Jurgauskienė L.; Zablockis R.; Gravenstein S.,32,3,473-478,https://doi.org/10.21873/invivo.11263
10.26442/terarkh201890114-54,pdfs,yes,yes,rct,no,,intranasal interferon-α2b | acute respiratory infections | topical antiviral gel | immunomodulation,Clinical and interferon-modulating efficacy of a combination of rectal and topical dosage forms of interferon-α2b in acute respiratory infections,Terapevticheskii arkhiv,2018,O. V. Kalyuzhin; Zh B. Ponezheva; A. N. Kupchenko; A. N. Shuvalov; T. S. Guseva; O. V. Parshina; V. V. Malinovskaya; V. G. Akimkin,90,11,48-54,https://doi.org/10.26442/terarkh201890114-54
10.32607/20758251-2019-11-3-20-30,pdfs,yes,yes,other,no,,antiviral nasal spray | intranasal treatment | influenza A virus | KS-6469 | sulfonated polysaccharide,A Novel Sulfonated Derivative of β-Cyclodextrin Effectively Inhibits Influenza A Virus Infection in vitro and in vivo,Acta Naturae,2019,Goncharova EP; Kostyro YA; Ivanov AV; Zenkova MA,11,3,20-30,https://doi.org/10.32607/20758251-2019-11-3-20-30
10.33667/2078-5631-2019-1-9(384)-38-46,pdfs,yes,yes,other,no,,intranasal immunomodulator | sodium deoxyribonucleate | acute respiratory infections | clinical efficacy | innate immunity stimulation,Evaluation of clinical efficacy of Derinat® in form of spray in practice of district therapist,Medical alphabet,2019,Andrey Babkin; Anna A. Zuikova; Olga Krasnorutskaya; Yu. A. Kotova; D. Yu. Bugrimov; O. V. Kashaeva; N. M. Sizova,1,9,38-46,https://doi.org/10.33667/2078-5631-2019-1-9(384)-38-46
10.3389/fbioe.2022.858156,pdfs,no,no,other,yes,,silver nanoparticles|in vitro virology|nanomaterials|NMR spectroscopy,"High-Resolution Magic-Angle Spinning NMR Spectroscopy for Evaluation of Cell Shielding by Virucidal Composites Based on Biogenic Silver Nanoparticles, Flexible Cellulose Nanofibers and Graphene Oxide",Frontiers in Bioengineering and Biotechnology,2022,Danijela Stanisic; Guilherme C. F. Cruz; Leonardo Abdala Elias; Junko Tsukamoto; Clarice W. Arns; Douglas Soares da Silva; Stanislav Mochkalev; Raluca Savu; Ljubica Tasic,10,,858156,https://doi.org/10.3389/fbioe.2022.858156
10.3389/fimmu.2018.00986,pdfs,yes,yes,other,no,,type III interferon | intranasal administration | influenza A virus | asthma | innate immunity,Initial Influenza Virus Replication Can Be Limited in Allergic Asthma Through Rapid Induction of Type III Interferons in Respiratory Epithelium,Frontiers in Immunology,2018,Sujin An; Yung Jin Jeon; Ara Jo; Hyun Jung Lim; Young Eun Han; Sung Woo Cho; Hye Young Kim; Hyun Jik Kim; Hyun Jik Kim; Hyun Jik Kim,9,,986,https://doi.org/10.3389/fimmu.2018.00986
10.32388/dp7zsf.2,pdfs,no,yes,rct,no,,cholinergic agonists | COVID-19 | nicotinic receptors | oral/nasal formulation,EFFECTIVENESS IN HUMANS OF AN ANTIVIRAL DRUG BASED ON CHOLINERGIC AGONISTS WITH SPECIFIC DESIGN AND ROUTE OF ADMINISTRATION AGAINST COVID-19 SYMPTOMS IN A GROUP OF INFECTED PATIENTS VS. CONTROL GROUP,Qeios,2021,Orlando Angulo; Hector Fabio Restrepo; José Gabriel León Higuera; Mario Leon Garcia; Fernando Mendive; Matteo Politi,,,,https://doi.org/10.32388/dp7zsf.2
10.3389/fimmu.2022.867022,pdfs,no,yes,other,yes,,innate immunomodulator | RSV | animal model,Airway Administration of Bacterial Lysate OM-85 Protects Mice Against Respiratory Syncytial Virus Infection,Frontiers in Immunology,2022,Krist Helen Antunes; Gisele Cassão; Leonardo Duarte Santos; Sofia Giacomet Borges; Juliana Poppe; João Budelon Gonçalves; Eduarda da Silva Nunes; Guilherme Fernando Recacho; Vitória Barbosa Sousa; Gabriela Souza Da Silva; Daniel Mansur; Renato T. Stein; Christian Pasquali; Ana Paula Duarte De Souza,13,,867022,https://doi.org/10.3389/fimmu.2022.867022
10.3389/fmed.2022.863917,pdfs,yes,yes,rct,no,,povidone-iodine | glycyrrhizic acid | nasal spray | SARS-CoV-2 | treatment,"Combined Nasal, Oropharyngeal Povidone Iodine Plus Glycyrrhizic Acid Sprays, Accelerate Clinical and Laboratory Recovery and Reduces Household Transmission of SARS-CoV-2: A Randomized Placebo-Controlled Clinical Trial",Frontiers in Medicine,2022,Hazem E. Elsersy; Magdy A. H. Zahran; Abd-Elazeem Elbakry; Mohamed Abd-Elwahab; Mohamed Milegy Ahmed; Mohamed Salah Elgandy; Eman H. M. Mohammed; Nourhan M. Elewa,9,,863917,https://doi.org/10.3389/fmed.2022.863917
10.3389/fimmu.2022.899617,pdfs,yes,yes,rct,no,,intranasal immunoglobulin Y | IgY | SARS-CoV-2 prophylaxis | COVID-19 prevention | variant coverage,Egg-Derived Anti-SARS-CoV-2 Immunoglobulin Y (IgY) With Broad Variant Activity as Intranasal Prophylaxis Against COVID-19,Frontiers in Immunology,2022,Lyn R. Frumkin; Michaela Lucas; Curtis L. Scribner; Nastassja Ortega-Heinly; Jayden Rogers; Gang Yin; Trevor J. Hallam; Alice Yam; Kristin Bedard; Rebecca Begley; Courtney A. Cohen; Catherine V. Badger; Shawn A. Abbasi; John M. Dye; Brian McMillan; Michael Wallach; Traci L. Bricker; Astha Joshi; Adrianus C. M. Boon; Suman Pokhrel; Benjamin R. Kraemer; Lucia Lee; Stephen Kargotich; Mahima Agochiya; Tom St. John; Daria Mochly-Rosen,13,,899617,https://doi.org/10.3389/fimmu.2022.899617
10.3389/fimmu.2022.1009424,pdfs,yes,yes,other,no,,intranasal interferon-lambda | SARS-CoV-2 | antiviral treatment | animal model | innate immunity,Intranasal inoculation of IFN-λ resolves SARS-CoV-2 lung infection via the rapid reduction of viral burden and improvement of tissue damage,Frontiers in Immunology,2022,Haeun Shin; Sujin Kim; Ara Jo; Jina Won; Chan Hee Gil; So Yeon Yoon; Hyunkyung Cha; Hyun Jik Kim,13,,1009424,https://doi.org/10.3389/fimmu.2022.1009424
10.3389/fimmu.2021.704427,pdfs,no,yes,other,yes,,RSV | specialized pro-resolving mediators | intranasal treatment | mouse model,Protectins PCTR1 and PD1 Reduce Viral Load and Lung Inflammation During Respiratory Syncytial Virus Infection in Mice,Frontiers in Immunology,2021,Katherine H. Walker; Nandini Krishnamoorthy; Thayse R. Brüggemann; Ashley E. Shay; Charles N. Serhan; Bruce D. Levy,12,,704427,https://doi.org/10.3389/fimmu.2021.704427
10.3389/fmed.2025.1565069,pdfs,yes,yes,rct,no,,povidone-iodine | nasal spray | common cold | antiseptic | Phase III trial,"Povidone-iodine nasal spray (Nasodine®) for the common cold: a randomized, controlled, double-blind, Phase III clinical trial",Frontiers in Medicine,2025,Thomas M. Polasek; Peter L. Friedland,12,,1565069,https://doi.org/10.3389/fmed.2025.1565069
10.3389/fmedt.2021.687681,pdfs,yes,no,other,yes,protocol,carrageenan | nasal spray | SARS-CoV-2 | formulation | mucoadhesion,Low Acyl Gellan as an Excipient to Improve the Sprayability and Mucoadhesion of Iota Carrageenan in a Nasal Spray to Prevent Infection With SARS-CoV-2,Frontiers in Medical Technology,2021,Thomas E. Robinson; Richard J. A. Moakes; Liam M. Grover,3,,687681,https://doi.org/10.3389/fmedt.2021.687681
10.3389/fmicb.2018.01164,pdfs,yes,yes,other,no,,influenza | natural products | immunopotentiation | in vitro | animal model,Inhibition of Influenza Virus Infection by Lentinus edodes Mycelia Extract Through Its Direct Action and Immunopotentiating Activity,Frontiers in Microbiology,2018,Takahiro Kuroki; Sangjoon Lee; Mikako Hirohama; Tomohiro Taku; Michiko Kumakura; Takahiro Haruyama; Kyosuke Nagata; Atsushi Kawaguchi,9,,1164,https://doi.org/10.3389/fmicb.2018.01164
10.3389/fmicb.2014.00171,pdfs,yes,no,other,yes,aerosol/nebulized (not nasal spray),plant extract | aerosol nebulized | influenza A | in vivo mouse model | prophylactic treatment,"Antiviral activity of Ladania067, an extract from wild black currant leaves against influenza A virus in vitro and in vivo",Frontiers in Microbiology,2014,Emanuel Haasbach; Carmen Hartmayer; Alice Hettler; Alicja Sarnecka; Ulrich Wulle; Christina Ehrhardt; Stephan Ludwig; Oliver Planz,5,,171,https://doi.org/10.3389/fmicb.2014.00171
10.3389/fmolb.2023.1232573,pdfs,no,yes,other,yes,,gut microbiota | aromatic amino acid metabolites | interferon signaling | influenza | intranasal administration,Aromatic amino acid metabolites alter interferon signaling and influenza pathogenesis,Frontiers in Molecular Biosciences,2024,Gautam Anand; Colin Clark-Dinovo; Alexandra M. Perry; Victoria M. Goodwin; Emma St. Raymond; Sonia Sakleshpur; Ashley L. Steed,10,,1232573,https://doi.org/10.3389/fmolb.2023.1232573
10.3389/fphar.2022.861295,pdfs,yes,yes,other,no,,azelastine nasal spray | SARS-CoV-2 variants | in vitro antiviral | reconstituted human nasal tissue | drug repurposing,"The Anti-Histamine Azelastine, Identified by Computational Drug Repurposing, Inhibits Infection by Major Variants of SARS-CoV-2 in Cell Cultures and Reconstituted Human Nasal Tissue",Frontiers in Pharmacology,2022,Robert Konrat; Henrietta Papp; Janine Kimpel; Annika Rössler; Valéria Szijártó; Gábor Nagy; Mónika Madai; Safia Zeghbib; Anett Kuczmog; Zsófia Lanszki; Tanja Gesell; Zsuzsanna Helyes; Gábor Kemenesi; Ferenc Jakab; Eszter Nagy,13,,861295,https://doi.org/10.3389/fphar.2022.861295
10.3389/fphar.2023.1292479,pdfs,yes,yes,rct,no,,lentinan nasal drops | COVID-19 Omicron | antiviral immunomodulator | virus shedding | mucosal immunity,"Safety and efficacy of lentinan nasal drops in patients infected with the variant of COVID-19: a randomized, placebo-controlled trial",Frontiers in Pharmacology,2023,Wenhan Fan; Benming You; Xinyu Wang; Xu Zheng; Aijing Xu; Yangang Liu; Haoran Peng; Wei Yin; Mingxiao Xu; Xu Dong; Yayun Liu; Ping Zhao; Xuesong Liang,14,,1292479,https://doi.org/10.3389/fphar.2023.1292479
10.3390/biomedicines12112462,pdfs,yes,yes,other,no,,antiviral spray | polyethyleneimine | SARS-CoV-2 | antimicrobial | nasal formulation,Antipathogenic Activity of Betainized Polyethyleneimine Sprays Without Toxicity,Biomedicines,2024,Selin S. Suner; Ramesh S. Ayyala; Nurettin Sahiner,12,11,2462,https://doi.org/10.3390/biomedicines12112462
10.3389/fvets.2024.1360398,pdfs,no,no,other,yes,,bovine respiratory disease | essential oils | in vitro screening,"Screening and selection of essential oils for an intranasal spray against bovine respiratory pathogens based on antimicrobial, antiviral, immunomodulatory, and antibiofilm activities",Frontiers in Veterinary Science,2024,Amat S.; Magossi G.; Rakibuzzaman A.; Holman DB; Schmidt KN; Kosel L.; Ramamoorthy S.,11,,1360398,https://doi.org/10.3389/fvets.2024.1360398
10.3389/fviro.2021.746824,pdfs,yes,no,other,yes,protocol,iota-carrageenan|SARS-CoV-2|in vitro|cell culture,Iota-Carrageenan Prevents the Replication of SARS-CoV-2 in a Human Respiratory Epithelium Cell Line in vitro,Frontiers in Virology,2021,Augusto Varese; Ana Paletta; Ana Ceballos; Carlos Adolfo Palacios; Juan Manuel Figueroa; Andrea Vanesa Dugour,1,,,https://doi.org/10.3389/fviro.2021.746824
10.3390/antibiotics15030245,pdfs,yes,yes,other,no,,intranasal neomycin | influenza B | prophylaxis | animal model | transmission,Pre-Exposure Intranasal Treatment with Neomycin Sulfate Reduces Transmission of Influenza B Virus,Antibiotics,2026,Mariia V. Sergeeva; Daria Shamakova; Kira Kudrya; Nikita Zagriadskii; Daria M. Karachevtseva; Aleksandr A. Matichin; Arman Muzhikyan; Marina Stukova,15,3,245,https://doi.org/10.3390/antibiotics15030245
